Kreyol|French|English|Spanish
Rès klas la chita sou ban yo epi yo kòmanse chofe.|Le reste de la classe s’assit sur les bancs et commença à les acclamer.|The rest of the class sat on the benches and started to cheer.|empty
Madanm Kwak di : « Pran pozisyon. Prepare. Kouri ! » epi li souke drapo vèt la.|Puis Mme Quack dit : « A vos marques. Prêts. Partez ! » et elle agita le drapeau vert.|Then Mrs. Quack said, "On your mark. Get set. Go!" and waved the green flag.|empty
Patisipan yo te konsantre epi yo kontwole kò yo byen pou yo ka genyen kous la.|Les coureurs étaient concentrés et contrôlèrent leur corps afin de gagner la course.|The racers were focused and controlling their bodies to win the race.|empty
Yo t ap reponn pwoblèm matematik yo pandan y ap kouri.|Les coureurs répondirent aux problèmes de math en même tant qu’ils couraient.|The racers answered the math problems as they ran.|empty
Gòsling se te premyè estòp pou patisipan yo.|Gosseling était le premier arrêt pour les coureurs.|Gosseling was the first stop for the racers.|empty
Li kenbe pwoblèm ki pi fasil la.|Il tenait le problème de math le plus facile.|He held the easiest math problem.|empty
Apre li, se te Eslopok, Sanni, epi Bòks.|Le prochain était Slowpoke, puis Sunny et Box.|Next was Slowpoke, then Sunny, and Box.|empty
Lè sa a, patisipan yo te kòmanse yon ti jan fatige.|Mais cette fois-ci les coureurs commençaient à se fatiguer.|But this time the racers were getting a little tired.|empty
Apre sa, yo jwenn ak Sali epi finalman Donna ki te kenben denyè pwoblèm nan, sa ki te pi rèd la.|Puis vint Sally et enfin Danna qui tenait le dernier et le plus difficile des problèmes.|Next came Sally, and finally Donna who held the last and hardest problem.|empty
Patisipan yo te fini kous la menm lè.|Les trois coureurs atteignirent la ligne d’arrivée en même temps.|The three racers all reached the finish line at the same time.|empty
Alòs tout genyen !|Ils ont donc tous gagné !|So they all won!|empty
Timoun yo te bat men epi yo te kontan pou yo.|Les enfants applaudirent et lancèrent des cris de joie.|The kids clapped and cheered.|empty
Madanm Kwak bay chak patisipan yon koup.|Le professeur, Mme Quack, donna à chacun des participants un trophée.|The teacher, Mrs. Quack, gave them each a trophy.|empty
Ti Boulous se yon ti chen gri ak blan.|Ti Boulous est un petit chien gris et blanc.|Ti Boulous is a small gray and white dog.|empty
Ti Boulous move anpil.|Ti Boulous a mauvais caractère.|Ti Boulous is very mean.|empty
Li renmen kouche bò chemen an ba pye bwa pou l jape moun.|Il aime se coucher sous les arbres près du chemin pour aboyer les passants.|It likes to rest under trees near the road so it can bark at people.|empty
Ti Boulous renmen kouri dèyè moun k ap pase bò chemen an.|Ti Boulous aime courir après les gens qui passent par le chemin.|Ti Boulous likes to run after people traveling on the road.|empty
Yon jou, Ti Boulous mòde yon ti gason ki rele Sideley.|Un jour, Ti Boulous mordit un petit garçon nommé Sideley.|One day, Ti Boulous bit a little boy named Sideley.|empty
Sideley tonbe kriye yen, yen, yen .|Sideley se mit à pleurer : « Oin, oin, oin. »|Sideley began crying, “Boo, hoo.”|empty
Epi l ap di : « M ap touye chen sa a ! M ap touye chen sa a, yen, yen ! »|Et il dit : « Je vais tuer ce chien, je vais tuer ce chien, oin, oin ! »|And he was saying, “I’m going to kill that dog. I’m going to kill that dog! Boo, hoo!”|empty
Lè Sideley rive lakay li, manman l mete pansman kote chen an te mòde l la.|Quand Sideley arriva chez lui, sa maman pansa la morsure du chien.|When Sideley arrived home, his mother put a bandage where the dog had bitten him.|empty
Nan demen, Sideley ak yon frè li vin ap pase nan chemen an.|Le lendemain, Sideley et son frère passaient sur le chemin.|The next day, Sideley and his brother were passing by on the road.|empty
Ti Boulous kouri dèyè mesye yo.|Ti Boulous courut après les garçons.|Ti Boulous ran after the boys.|empty
Mesye yo ba li yon kout wòch nan vant, yon lòt nan pye.|Les garçons lui lancèrent une pierre au ventre et une autre aux pieds.|The boys threw rocks that hit its stomach and its legs.|empty
Chen an kouri, li rele : « wiy, wiy, wiy . »|Le chien s’enfuit en hurlant : « Ouille, ouille, ouille. »|The dog ran and yelped, “Wee, wee, wee.”|empty
Li antre lakay li epi li kouche.|Il rentra chez lui et se coucha.|It entered its home and laid down.|empty
Mesye yo kontan, y ap ri epi yo kontinye wout la an pè.|Les enfants étaient contents, ils riaient et ils continuèrent leur chemin en paix.|The boys were happy. #### They were laughing, and they continued on their way in peace.|empty
Depi lè sa a, Ti Boulous pa janm kouri dèyè moun nan chemen ankò.|Depuis ce jour là, Ti Boulous n’a plus jamais couru chassé les passants sur le chemin.|Since that time, Ti Boulous has never run after people on the road again.|empty
Bèt lanmè : yon liv matematik|empty|Ocean Animals: A Math Book|Los Animales del Océano: Un Libro de Matemáticas
Dis (10) fòk te nan dlo.|empty|Ten seals were in the water.|Diez focas estaban en el agua.
Senk (5) te soti nan dlo.|empty|Five got out of the water.|Cinco se salieron del agua.
Konbyen ki toujou nan dlo a ?|empty|How many are still in the water?|¿Cuántas focas aun están en el agua?
De (2) zetwal lanmè ap manje moul ble epi senk (5) zetwal lanmè ap moute sou wòch yo.|empty|Two sea stars were eating blue mussels and five sea stars were climbing on the rocks.|Dos estrellas de mar están comiendo mejillones azules y cinco estrellas de mar se están trepando en las rocas.
Konbyen zetwal lanmè an tou ?|empty|How many sea stars in all?|¿Cuántas estrellas de mar hay en total?
Twa (3) sadin ap manje plankton epi yon (1) zetwal lanmè ap kache pou l pwoteje tèt li.|empty|Three sardines were eating plankton and one sea star was hiding to protect itself.|Tres sardinas comunes están comiendo plancton y una estrella de mar está escondida para protegerse.
Konbyen bèt lanmè an tou ?|empty|How many ocean animals in all?|¿Cuántos animales marinos hay en total?
Kat (4) makwo t ap jwe epi de (2) lòt parèt.|empty|Four mackerels were playing and two more arrived.|Cuatro peces macarelas estaban jugando y dos más llegaron a jugar.
Konbyen makwo an tou ?|empty|How many mackerels in all?|¿Cuántos peces macarelas hay en total?
Twa (3) dofen t ap jwe nan lanmè.|empty|Three dolphins were playing in the ocean.|Tres delfines estaban jugando en el océano.
Yon (1) dofen te naje ale.|empty|One dolphin swam off.|Un delfín se fue.
Konbyen dofen ki rete la kounye a ?|empty|How many dolphins are left?|¿Cuántos delfines hay ahora?
De (2) sadin t ap naje epi youn (1) te ale.|empty|Two sardines were swimming and one went away.|Dos sardinas comunes estaban nadando y una sardina común se fue.
Konbyen sadin ki rete la kounye a ?|empty|How many sardines are there now?|¿Cuántas sardinas comunes hay ahora?
Yon krab gen dis (10) pye.|empty|One crab has ten legs.|Un cangrejo tiene diez patas.
Konbyen pye de (2) krab genyen ?|empty|How many legs do two crabs have?|¿Cuántas patas tienen dos cangrejos?
Gen twa (3) woma.|empty|There are three lobsters.|Hay tres langostas.
Chak woma gen de (2) je.|empty|Each lobster has two eyes.|Cada langosta tiene dos ojos.
Konbyen je an tou ?|empty|How many eyes are there in all?|¿Cuántos ojos hay en total?
Kèk mo sou otè a :|empty|About the author:|Acerca de la autora:
Non m se Emely.|empty|My name is Emily.|Mi nombre es: Emiliy.
Mwen gen siz (6) an.|empty|I am six years old.|Tengo siete años.
Mwen se yon bon elèv.|empty|I am a good student.|Yo soy una buena estudiante.
Mwen abite Boston.|empty|I live in Boston.|Vivo en Boston.
Pwofesè m yo renmen m, epi mwen renmen yo.|empty|My teachers love me and I love them.|Mis maestras me quieren y yo las amo.
Pwofesè m yo enkwayab.|empty|My teachers are incredible.|Mis maestras son increíbles en la clase.
M ap aprann sou zannimo.|empty|I am learning about animals.|Yo aprendo de animales.
Mwen gen de (2) sè.|empty|I have two sisters.|Tengo dos hermanas.
Kabrit|Les Chèvres|Goats|empty
Bèt nou pi renmen se kabrit.|Notre animal préféré est la chèvre.|Our favorite animal is the goat.|empty
Nou konn mare l nan raje pou l manje zèb.|Nous attachons nos chèvres dans les terrains vagues pour qu’ils mangent de l’herbe.|We tie our goats in the field so they can eat grass.|empty
Li konn pran bouk.|Parfois elles s’accouplent avec des boucs.|They mate with billy goats.|empty
Lè l pran bouk, vant li konn gwo.|Après l’accouplement, son ventre grossit.|After they mate, their bellies become huge.|empty
Aprè senk (5) mwa, li fè pitit.|Et au bout de cinq mois, elle font des bébés.|After five months, they have their babies.|empty
Gallardo Lè pitit yo gwo, nou konn vann yo pou n peye lekòl.|Quand les bébés deviennent grands, nous les vendons pour payer nos frais scolaires.|When the babies are big, we sell them to pay for school.|empty
Nou konn manje vyann li tou.|Nous mangeons aussi de leur viande.|Sometimes, we eat goat meat too.|empty
Nou renmen kabrit paske l itil nou.|Nous aimons les chèvres parce qu’elles nous sont utiles.|We like goats because they are useful to us.|empty
Istwa yon ti bèf|L’Histoire d’un veau|The Story of a Calf|empty
Vwala se te yon mesye ki te rele Jedeyon.|Il y avait un homme qui s’appelait Gédéon.|There was a man named Gedeon.|empty
Li te gen yon manman bèf ki te fè pitit.|Il possédait une vache qui avait un bébé.|He had a cow that had a baby.|empty
Lè manman bèf la gen twa (3) mwa depi li fè pitit la, Jedeyon anvi bwè lèt manman bèf la.|Trois mois après que la vache ait donné naissance à son petit, Gédéon eut envie de boire son lait.|Three months after the cow gave birth, Gedeon was eager to drink its milk.|empty
Li leve, li mare ti bèf la.|Il se leva et attacha le veau.|He got up and tied the calf.|empty
Li pran manman bèf la, l al mare l byen lwen pou lèt la ka vini.|Il prit la vache et l’attacha très loin afin qu’elle produise du lait.|He took the mother cow and tied it far away so that it would make milk.|empty
Manman bèf la pran rele pou pitit li: « Mann ! »|La vache se mit à mugir pour son petit : « Meuh ! »|The cow called for its calf, “Moooo!”|empty
Tout tan sa a, lèt la ap vini.|Pendant ce temps, elle produisait du lait.|The whole time it was calling, it was making more milk.|empty
Lè Jedeyon wè manmèl bèf la gonfle ak lèt, li kontan.|Quand Gédéon vit les mamelles de la vache gonflées de lait, il sauta de joie.|When Gedeon saw the udder of the cow swollen with milk, he was happy.|empty
Lè Jedeyon al lage ti bèf la, ti bèf la tèlman kouri ak misye, misye oblije kite l ale.|Quand Gédéon alla détacher le veau, le petit courut si vite que Gédéon dut le laisser partir.|When Gedeon went to untie the calf, it ran so fast that Gedeon had to let it go.|empty
Ti bèf la kouri bwè lèt ki te nan manmèl manman bèf la.|Le veau se précipita pour boire le lait des mamelles de sa mère.|The calf ran to drink its mother’s milk.|empty
Misye fache, li bay ti bèf la yon kout pla manchèt baw !|L’homme se fâcha et paf ! frappa le veau du plat de sa machette.|The man was mad and bam! hit the calf with the flat side of his machete.|empty
Ti bèf la kouri sou li pou l fouke l.|Le veau courut vers lui pour l’encorner.|The calf ran towards him to ram him with its horns.|empty
Jedeyon pran kouri.|Gédéon s’enfuit.|Gedeon began to run away.|empty
Ti bèf la kouri dèyè l.|Le veau courut après lui.|The calf ran after him.|empty
Chans pou li, li jwenn kay Tobi, li antre floup !|Par chance, il trouva la maison de Tobi et vouh ! il s’y engouffra.|Luckily, he got to Tobi’s house and whoosh, he entered.|empty
Depi lè sa a, Jedeyon pa janm bay ti bèf la kou ankò.|Depuis lors, Gédéon ne frappa plus jamais son veau.|Since that time, Gedeon has never hit the calf again.|empty
DOFEN AK REKEN|empty|Dolphins and Sharks|Los Delfines y Los Tiburones
Konbyen dofen k ap naje nan lanmè a ?|empty|How many dolphins are swimming in the sea?|¿Cuántos delfines están nadando en el mar?
Sis (6) dofen t ap naje nan lanmè a.|empty|Six dolphins were swimming in the sea.|Seis delfines estaban nadando en el mar.
Gen youn (1) ladan yo ki naje ale pou l kenbe yon pwason.|empty|One swam off to catch a fish.|Uno se fue a pescar un pez.
Konbyen dofen ki la kounye a ?|empty|How many dolphins are there now?|¿Cuántos delfines están allí ahora?
Senk (5) dofen t ap naje nan lanmè a.|empty|Five dolphins were swimming in the sea.|Cinco delfines estaban nadando en el mar.
Gen youn (1) ladan yo ki naje ale pou l kenbe yon krevèt.|empty|One swam off to catch a shrimp.|Uno se fue a agarrar un camarón.
Konbyen dofen ki la kounye a ?|empty|How many dolphins are there now?|¿Cuántos delfines están allí ahora?
Kat (4) dofen t ap naje nan lanmè a.|empty|Four dolphins were swimming in the sea.|Cuatro delfines estaban nadando en el mar.
Gen youn (1) ladan yo ki naje ale pou l kenbe yon kalma.|empty|One swam off to catch a squid.|Uno se fue a encontrar un calamar.
Konbyen dofen ki la kounye a?|empty|How many dolphins are there now?|¿Cuántos delfines están allí ahora?
Twa (3) dofen t ap naje nan lanmè a.|empty|Three dolphins were swimming in the sea.|Tres delfines estaban nadando en el mar.
Gen youn (1) ladan yo ki naje ale pou l kenbe yon kanna.|empty|One swam off to catch a duck.|Uno se fue a pescar un pato.
Konbyen dofen ki la kounye a ?|empty|How many dolphins are there now?|¿Cuántos delfines están allí ahora?
De (2) dofen t ap naje nan lanmè a.|empty|Two dolphins were swimming in the sea.|Dos delfines estaban nadando en el mar.
Gen youn (1) ladan yo ki naje ale pou l kenbe yon pyèv.|empty|One swam off to catch an octopus.|Uno se fue a pescar un pulpo.
Konbyen dofen ki la kounye a ?|empty|How many dolphins are there now?|¿Cuántos delfines están allí ahora?
De (2) reken t ap naje nan lanmè a.|empty|Two sharks were swimming in the sea.|Dos tiburones estaban nadando en el mar.
Yo wè yon (1) dofen.|empty|They saw one dolphin.|Vieron a un delfín.
Konbyen dofen ki la kounye a ?|empty|How many dolphins are there now?|¿Cuántos delfines están allí ahora?
Ou byen devinen !|empty|You guessed right!|¡Tienes razón!
Kounye a, pa gen dofen la ankò.|empty|Now there are none.|Ahora no hay ninguno.
Kèk mo sou otè a :|empty|About the Author:|Acerca del Autor:
Mwen rele Jamyh.|empty|I am Jamyh.|Yo soy Jamyh.
Mwen gen set (7) an.|empty|I am seven years old.|Tengo siete años.
Chat Don a|La Chatte de Don|Don’s Cat|empty
Chat Don a gen koulè nwa e blan.|La chatte de Don est noire et blanche.|Don’s cat is black and white.|empty
Chat la renmen soup anpil.|La chatte aime beaucoup la soupe.|The cat likes soup a lot.|empty
Chat la konn manje vyann.|La chatte aime manger de la viande.|The cat likes to eat meat.|empty
Nan nwit, li peche rat ak sourit tou.|La nuit, elle chasse des souris et des rats aussi.|At night, the cat hunts for mice and rats too.|empty
Chat la konn bwè lèt tou.|La chatte boit aussi du lait.|The cat drinks milk too.|empty
Chat la fè pitit tou vivan.|La chatte donne naissance à des chatons vivants.|The cat gives birth to live kittens.|empty
Li se yon mamifè.|C'est un mammifère.|It's a mammal.|empty
Lè chat la ap rele, li fè : « Myaw, myaw, myaw. »|Quand la chatte miaule, elle fait : « Miaou, miaou, miaou. »|When crying out, the cat says, “Meow, meow, meow.”|empty
Li konn dòmi sou kabann. #### Li konn dòmi anba kabann tou.|La chatte dort sur le lit ou sous le lit.|The cat sleeps on the bed or under the bed.|empty
Lè rat ap chire sak pistach Don, chat la kouri dèyè yo.|Quand les rats grignotent le sac d'arachides de Don, la chatte les fait fuir.|When rats are chewing through Don’s sack of peanuts, the cat chases them away.|empty
Li konn kite kay li al nan vwazinay.|Parfois, elle quitte la maison pour se promener dans le voisinage.|The cat sometimes leaves the house to roam the neighborhood.|empty
Don konn vann chat nan mache pou peye lekòl ak lòt bezwen.|Don vend les chatons au marché pour payer l'écolage et d'autres besoins.|Don sells the kittens in the market to pay for school and other needs.|empty
Chat se yon bèt domestik.|Les chats sont des animaux domestiques.|Cats are domestic animals.|empty
Li itil Don anpil.|Ils sont très utiles à Don.|They are very useful to Don.|empty
Chat ak sourit|Le Chat et la Souris|The Cat and the Mouse|empty
Yon jou, gen yon sourit ki t ap manje sak ki gen diri lakay la.|Un jour, chez moi, il y avait une souris qui grignotait un sac de riz.|One day, there was a mouse chewing on the sack of rice in my house.|empty
Mwen mete pwazon rat pou li.|J'ai placé du poison pour la souris.|I set out some rat poison for it.|empty
Lè mwen mete pwazon an, l al kache nan yon bwat katon pou l pa pran ladan l.|Après avoir mis le poison, la souris s'est cachée dans une boîte en carton pour l'éviter.|When I put the poison down, he went and hid in a cardboard box so he could avoid it.|empty
« Mezanmi, ki sa pou m fè ak sourit sa a ? » Se kon sa m t ap plenyen.|« Oh là là ! que faire avec cette souris ? » dis-je en me plaignant.|“Oh, no, what should I do with this mouse?” I complained.|empty
Tout sa m fè, li pa janm mouri.|J'ai tout essayé, mais la souris n'était toujours pas morte.|I tried everything, but the mouse would not die.|empty
Yon jou, pandan m ap plenyen kon sa, gen yon mesye ki di m l ap prete m yon chat.|Un jour, alors que je me plaignais, un homme me proposa de me prêter son chat.|One day, while I was complaining about this mouse, a man told me that he would loan me a cat.|empty
Mwen di : « Prete m li vre. »|Je lui dis : « Oui, vraiment, prêtez-le moi. »|I said, “Really, loan it to me.”|empty
Menm lè a, m pran chat la, m mete l nan yon katon epi m kouri al lakay.|Je pris le chat sur-le-champ, le mit dans une boîte et rentrai à la maison en courant.|Right then, I grabbed the cat, put it in a box and ran home.|empty
Pandan sourit la mete tèt li deyò, ti chat la fè : « Myaww. » #### Sourit la kouri soti deyò tou pè.|Quand la souris sortit sa tête, le petit chat cria : « Miaou. » #### La souris, toute éffrayée, courut et sortit de la maison.|When the mouse stuck its head out, the little cat cried, “Meow,” and the frightened mouse ran outside !|empty
Depi lè sa a, sourit la pa janm antre andedan ankò paske sourit ak chat pa zanmi.|Depuis lors, le chat ne revient plus à la maison car les souris et les chats ne sont jamais des amis.|Since then, the mouse has never come inside again because mice and cats are not friends.|empty
Santiman nou sou lanèj : sa nou renmen ak nèj|Nos sentiments sur la neige : ce que nous aimons de la neige|Snow Feelings: What We Love about Snow|empty
Nèj reprezante yon bagay diferan pou chak moun.|La neige peut représenter pour chaque personne une chose différente.|Snow means many things to many people.|empty
Pou pifò timoun, nèj se yon bagay ki bèl anpil.|Pour les enfants, la neige est surtout quelque chose de merveilleux.|To kids, snow is mostly a wonderful thing.|empty
« Lè m wè nèj, se kòm si m wè yon ansyen zanmi. »|« Lorsque je vois la neige, c'est comme un vieil ami. »|“When I see snow, it is like an old friend.”|empty
« Kè m kontan anpil lè m kouche plat sou nèj la. »|« Je suis tellement heureux lorsque je m'allonge dans la neige. »|“I feel so excited when I lie down in the snow.”|empty
« Sa fè m santi m kòm si m ap vole nan syèl la. »|« C'est comme si je volais dans le ciel. »|“It feels like soaring in the sky.”|empty
« M anvi konnen sa k pase lè m wè tras pye bèt nan nèj la. »|« Quand je vois les traces d'un animal dans la neige, tout à coup je deviens curieux. »|“I feel curious when I see animal tracks in the snow.”|empty
« Nèj la bèl lè l tou blanch epi pa ko gen anyen ki pase sou li. »|« La neige est très belle lorsqu'elle est toute blanche et immaculée. »|“Snow is beautiful when it is all white and untouched.”|empty
« Lanèj plen tout twou vid ki nan kè m. »|« La neige comble tout vide dans mon cœur. »|“Snow fills the empty spots in my heart.”|empty
« Mwen panse nèj menm gen plis valè pase dyaman. »|« Je pense que la neige est même plus précieuse que les diamants. »|“I think the snow is even more precious than diamonds.”|empty
« Mwen santi m byen anpil lè m kanpe deyò epi nèj ap tonbe. »|« Je me sens merveilleusement bien quand je suis dehors et qu'il neige. »|“I feel fabulous when I am standing outside and it is snowing.”|empty
« Mwen renmen wè nèj kòm si se ti zenglen glas k ap sot tonbe nan syèl la. »|« J'aime voir les petits cristaux de neige tomber du ciel. »|“I love to see tiny crystals fall from the sky.”|empty
« Mwen santi kè m kontan lè m ap ponpe epi woule nan nèj. »|« Je me sens tellement bien quand je saute et me roule dans la neige. »|“I feel wonderful when I jump and roll in the snow.”|empty
Bèl materyo|Les Merveilleux matériaux|Marvelous Materials|empty
Tab matyè (sa ki nan liv sa a)|Table des matières|Contents|empty
Wòch|La pierre|Rock|empty
Vit / Vè|Le verre|Glass|empty
Bwa|Le bois|Wood|empty
Plastik|Le plastique|Plastic|empty
Metal|Le métal|Metal|empty
Entwodiksyon|Introduction|Introduction|empty
Gade tou patou bò kote w!|Regarde autour de toi !|Look around you!|empty
Tout bagay ou wè fèt avèk plizyè materyo diferan.|Notre monde est constitué de plusieurs matériaux différents.|Our world is made of many different materials.|empty
Chak materyo gen pwopriyete pa l.|Chaque matériau a ses propriétés particulières.|Each material has its own properties.|empty
Nan liv sa a, w ap jwenn enfòmasyon sou wòch, vit, bwa, plastik e metal.|Dans ce livre, tu découvriras les propriétés de la pierre, du verre, du bois, du plastique et du métal.|In this book, you’ll learn about the properties of rock, glass, wood, plastic, and metal.|empty
W ap aprann tou ki sa nou fè avèk bèl materyo sa yo.|Tu découvriras également ce que nous faisons avec ces matériaux merveilleux.|You’ll also discover what we make with these marvelous materials.|empty
Gen wòch tout koulè.|Il y a des pierres de toutes les couleurs.|Rocks can be different colors.|empty
Wòch se yon materyo natirèl.|La pierre est un matériau naturel.|Rock is a natural material.|empty
Ou ka jwenn li an ba tè.|On la trouve sous terre.|You can find it underground.|empty
Li soti nan mòn yo tou.|Elle provient aussi des montagnes.|It also comes from mountains.|empty
Gen diferan kalite wòch.|Il existe différents types de pierres.|There are different kinds of rocks.|empty
Lè ou manyen yon wòch, li ka swa an ba dwèt ou.|Les pierres peuvent être lisses.|Rocks can be smooth.|empty
Wòch ka mou oswa li ka di.|Elles peuvent être molles ou dures.|They can be soft or hard.|empty
Ou pa ka kase yon wòch avèk men ou.|On ne peut pas casser une pierre avec ses mains.|You cannot break a rock with your hands.|empty
Lè ou melanje wòch avèk siman epi dlo, ou fè beton.|Lorsque l’on mélange du ciment, de l’eau et des pierres, on obtient du béton.|Cement mixed with water and rock makes concrete.|empty
Ou jwenn beton tout kote sou latè.|On trouve le béton partout dans le monde.|Concrete is found all over the world.|empty
Nou sèvi avèk wòch pou n fè pon.|Nous utilisons la pierre pour construire des ponts.|We use rocks to build bridges.|empty
Nou sèvi avèk wòch pou n fè bijou.|Nous utilisons des pierres pour faire des bijoux.|We use rocks to make jewelry.|empty
Nou sèvi avèk wòch pou n fè estati.|Nous utilisons la pierre pour faire des statues.|We use rocks to make statues.|empty
Mwen ta bati yon kay avèk wòch paske wòch solid.|Je construirais une maison en pierre parce que la pierre est solide.|I would build a house with rock because it is strong.|empty
Mwen vle santi m gen pwoteksyon nan kay mwen.|Je veux me sentir protégé dans ma maison.|I want to feel protected.|empty
Mwen ta ka bati yon GWO kay avèk wòch paske nou ka jwenn wòch tou patou nan lanati.|Je pourrais construire une GRANDE maison avec des pierres parce qu’on peut trouver des pierres partout dans la nature.|I would be able to build a BIG house with rock because rocks can be found everywhere in nature.|empty
Vit se yon materyo moun kreye.|Le verre est un matériau créé par l’homme.|Glass is human-made.|empty
Li fèt avèk sab.|Il est fait à partir de sable.|It is made from sand.|empty
Li klere epi li swa an ba dwèt ou.|Il est brillant et lisse.|It is shiny and smooth.|empty
Li kapab klè epi ou ka wè atravè li.|Il peut être clair et transparent.|It can be clear and see-through.|empty
Vit ka kase.|Il peut se casser.|It can break.|empty
Fè atansyon !|Fait attention !|Be careful!|empty
Vit konn file anpil lè li kase.|Le verre est effilé quand tu le casses.|Glass is sharp when you break it.|empty
Youn bagay enteresan sou vit se jan ou kapab resikle l.|Un fait intéressant, c'est que le verre peut être recyclé.|An interesting fact is that you can recycle glass.|empty
Nou sèvi avèk vit pou n fè linèt ki ede nou wè.|Nous utilisons le verre pour faire des lunettes pour nous aider à voir.|We use glass to make glasses to help us see.|empty
Nou sèvi avèk vit pou n fè bokal pou bonbon.|Nous utilisons le verre pour fabriquer des bocaux à biscuits.|We use glass to make cookie jars.|empty
Nou sèvi avèk vit pou n fè loup.|Nous utilisons le verre pour faire des loupes.|We use glass to make magnifying glasses.|empty
Mwen ta bati yon kay avèk vit pou m ka wè deyò.|Je construirais une maison en verre parce qu’on pourrait voir à l'extérieur.|I would build a house with glass because, then, you can see outside.|empty
Mwen vle wè tout katye m.|Je veux voir mon quartier.|I want to see my neighborhood.|empty
Mwen ta bati yon kay avèk vit paske ou ka wè lanati kon sa.|Je construirais une maison en verre parce qu’on pourrait voir la nature.|I would build a house with glass because you could see outdoors.|empty
Ou ta ka fè yon jaden anndan kay la.|On pourrait faire un jardin intérieur.|You could make an indoor garden.|empty
Ou ta ka gade lapli k ap tonbe tou.|On pourrait regarder tomber la pluie.|You could watch rainy days.|empty
Bwa se yon materyo natirèl.|Le bois est un matériau naturel.|Wood is a natural material.|empty
Men kèk pwopriyete bwa genyen.|Le bois a les propriétés suivantes.|Wood has these properties.|empty
Li ka di epi li ka swa lè ou manyen li.|Il peut être dur et lisse.|It can be hard and smooth.|empty
Li solid.|Il est solide.|It is strong.|empty
Ou kapab koupe bwa avèk yon goyin pou w fè l fè de (2) bout.|Le bois peut être coupé en deux avec une scie.|You can cut wood in half with a saw.|empty
Nou sèvi avèk bwa pou n fè chèz.|Nous utilisons le bois pour faire des chaises.|We use wood to make chairs.|empty
Nou sèvi avèk bwa pou n bati kay.|Nous utilisons le bois pour construire des maisons.|We use wood to make houses.|empty
Mwen ta bati yon kay avèk bwa paske bwa solid.|Je construirais une maison en bois car le bois est solide.|I would make a house with wood because wood is strong.|empty
Plastik se yon materyo moun kreye.|Le plastique est un matériau créé par l’homme.|Plastic is human-made.|empty
Li dous an ba men ou.|Il peut être doux.|It feels soft.|empty
Li ka transparan.|Il peut être transparent.|It can be clear.|empty
Li ka lou oswa lejè.|Il peut être léger ou lourd.|It can be heavy or light.|empty
Kay plastik ou ka gonfle avèk lè pou kloun|Maison gonflable en plastique pour les clowns|Plastic bouncy house for clowns|empty
Nou sèvi avèk plastik pou n fè machin jwèt.|Nous utilisons le plastique pour faire des petites voitures.|We use plastic to make toy cars.|empty
Nou sèvi avèk plastik pou n fè revèy.|Nous utilisons le plastique pour faire des horloges.|We use plastic to make clocks.|empty
Mwen ta bati yon kay avèk plastik paske plastik pa transparan.|Je construirais une maison en plastique parce que le plastique n’est pas transparent.|I would build a house with plastic because it is not transparent.|empty
Yon kay an plastik t ap twonpe gwo lou ki mechan an.|Une maison en plastique tromperait le grand méchant loup !|A plastic house would fool the big bad wolf!|empty
Metal se yon materyo natirèl.|Le métal est naturel.|Metal is natural.|empty
Ou jwenn metal nan wòch.|On en trouve dans les roches.|It is found in rocks.|empty
Gen diferan kalite metal.|Le métal peut avoir plusieurs aspects différents.|Metal can feel and look many ways.|empty
Lè ou manyen yon moso metal, li ka swa oswa li ka graj.|Il peut être lisse ou rugueux.|It can be smooth or rough.|empty
Li ka klere oswa li ka gen koulè mat.|Il peut être brillant ou mat.|It can be shiny or dull.|empty
Li ka di oswa li ka plwaye.|Il peut être dur, ou il peut se plier.|It can be hard, or it can bend.|empty
Li ka lou oswa lejè.|Il peut être léger ou lourd.|It can be heavy or light.|empty
Nou sèvi avèk metal pou n fè kle.|Nous utilisons le métal pour faire des clés.|We use metal to make keys.|empty
Nou sèvi avèk metal pou n fè kiyè.|Nous utilisons le métal pour faire des cuillers.|We use metal to make spoons.|empty
Nou sèvi avèk metal pou n fè kamyon.|Nous utilisons le métal pour faire des camions.|We use metal to make trucks.|empty
Mwen ta bati yon kay avèk metal paske metal solid epi li lou.|Je construirais une maison en métal parce que le métal est solide et lourd.|I would build a house with metal because it is strong and heavy.|empty
Yon kay ki fèt avèk metal p ap kraze nan move tan.|Une maison en métal ne romprait pas pendant le mauvais temps.|A metal house would not break in bad weather.|empty
Li t ap pwoteje mwen pandan yon move sezon fredi.|Elle me protègerait pendant un mauvais hiver.|It would keep me safe during a bad winter.|empty
Hadaska moute yon pye zanmann|Hadaska grimpe sur un amandier|Hadaska Climbs up an Almond Tree|empty
Mwen rele Hadaska.|Je m'appelle Hadaska.|My name is Hadaska.|empty
Yon jou, mwen te moute yon pye zanmann.|Un jour, j'ai grimpé sur un amandier.|One day, I climbed up an almond tree.|empty
Pandan m sou pye zanmann nan, m lonje men m pou m keyi yon zanmann.|Arrivée en haut, j'ai tendu la main pour cueillir une amande.|While up the tree, I reached out my hand to pick an almond.|empty
Yon gèp mòde m bò tèt mwen.|Une guêpe m'a piquée à la tête.|A wasp stung me on the side of my head.|empty
