text,text_clean,text_ents
Maatiniik a wan a Frans twenti-six uobasiiz terichri an a speshal paat a di Ripoblik.,Maatiniik a wan a Frans twentisix uobasiiz terichri an a speshal paat a di Ripoblik,Maatiniik a wan a Frans twentisix uobasiiz terichri an a speshal paat a di Ripoblik
"Sens Maatiniik a paat a Frans, ia paat a [[Yuurop]], di Yuropian Yuunian, ah di moni we deh yuuz a di [[Yuuro]].",Sens Maatiniik a paat a Frans ia paat a Yuurop di Yuropian Yuunian ah di moni we deh yuuz a di Yuuro,Sens Maatiniik a paat a Frans ia paat a Yuurop di Yuropian Yuunian ah di moni we deh yuuz a di Yuuro
"Di ofishal languij a di ailan a French, bot wuoliip a di piipl we di de chat Antilian Kryuol.",Di ofishal languij a di ailan a French bot wuoliip a di piipl we di de chat Antilian Kryuol,Di ofishal languij a di ailan a French bot wuoliip a di piipl we di de chat Antilian Kryuol
"Borjabad a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Borjabad a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Borjabad a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
Planit a wah laaj abjek laka [[Juupita]] ar [[Oert]] we haabit [[staar]].,Planit a wah laaj abjek laka Juupita ar Oert we haabit staar,Planit a wah laaj abjek laka Juupita ar Oert we haabit staar
"Isumaala dah staar, an ino mek no lait.",Isumaala dah staar an ino mek no lait,Isumaala dah staar an ino mek no lait
Planit shiep komiin laka slaitli skuash baal (sferaid).,Planit shiep komiin laka slaitli skuash baal sferaid,Planit shiep komiin laka slaitli skuash baal sferaid
Abjek we haabit planit deh kaal [[satilait]].,Abjek we haabit planit deh kaal satilait,Abjek we haabit planit deh kaal satilait
Staar ah ebriting we haabiti deh kaal staar sistim.,Staar ah ebriting we haabiti deh kaal staar sistim,Staar ah ebriting we haabiti deh kaal staar sistim
A iet planit ina wi [[Suola Sistim]].,A iet planit ina wi Suola Sistim,A iet planit ina wi Suola_Sistim
"[[Pluuto]] yuus fi kaal planit, bot ina Aagos 2006, di Intanashinal Aschranamikal Yuunian disaid se a wah dwaaf planit insted.",Pluuto yuus fi kaal planit bot ina Aagos di Intanashinal Aschranamikal Yuunian disaid se a wah dwaaf planit insted,Pluuto yuus fi kaal planit bot ina Aagos di Intanashinal Aschranamikal Yuunian disaid se a wah dwaaf planit insted
"Fuo muo dwaaf planit nuo bout ina di Suola Sistim, Siiris, Makemake, Eris ah Haumea.",Fuo muo dwaaf planit nuo bout ina di Suola Sistim Siiris Makemake Eris ah Haumea,Fuo muo dwaaf planit nuo bout ina di Suola Sistim Siiris Makemake Eris ah Haumea
"Di niem ""planit"" koh frah di Griik wod πλανήτης (planetes), miinin ""waakbout"", ar ""sinting we muuv"".",Di niem planit koh frah di Griik wod πλανήτης planetes miinin waakbout ar sinting we muuv,Di niem planit koh frah di Griik wod πλανήτης planetes miinin waakbout ar sinting we muuv
"Optel di 1990z, piipl eh onggl nuo bout demde ina di Suola Sistim.",Optel di z piipl eh onggl nuo bout demde ina di Suola Sistim,Optel di z piipl eh onggl nuo bout demde ina di Suola Sistim
"Az a Juun 2011, wi nuo bout 563 ada planit.",Az a Juun wi nuo bout ada planit,Az a Juun wi nuo bout ada planit
[1] Aal a demaya nyuu fain planit a-haabit adaels staar: dem a hexchrasuola planit.,Aal a demaya nyuu fain planit ahaabit adaels staar dem a hexchrasuola planit,Aal a demaya nyuu fain planit ahaabit adaels staar dem a hexchrasuola planit
"Sohtaim piipl kaal dem ""exoplanit"".",Sohtaim piipl kaal dem exoplanit,Sohtaim piipl kaal dem exoplanit
"Pantiyizim a di biliif se di [[Yunivoers]] (ar [[niecha]] az di tuotaliti a ebriting) aidentikal wid diviniti, ar se ebriting kompuoz a aal-inkompasin, imanent gad.",Pantiyizim a di biliif se di Yunivoers ar niecha az di tuotaliti a ebriting aidentikal wid diviniti ar se ebriting kompuoz a aalinkompasin imanent gad,Pantiyizim a di biliif se di Yunivoers ar niecha az di tuotaliti a ebriting aidentikal wid diviniti ar se ebriting kompuoz a aalinkompasin imanent gad
Pantiyis jos no biliiv ina no distingk poersnal ar anchopomaafik gad.,Pantiyis jos no biliiv ina no distingk poersnal ar anchopomaafik gad,Pantiyis jos no biliiv ina no distingk poersnal ar anchopomaafik gad
"Ina di Wes, Pantiyizim eh-faamalaiz az wah sepret tialaji ah filasafi bies pah di wok a di 17t-senchri filasafa Baruk Spinuoza (adawaiz nuo az Benidik Spinuoza), fuu buk ""[[Etix]]"" ena ansa tu Dekaat fiemos dyualis tiori we se di badi ah pirit sepret.",Ina di Wes Pantiyizim ehfaamalaiz az wah sepret tialaji ah filasafi bies pah di wok a di tsenchri filasafa Baruk Spinuoza adawaiz nuo az Benidik Spinuoza fuu buk Etix ena ansa tu Dekaat fiemos dyualis tiori we se di badi ah pirit sepret,Ina di Wes Pantiyizim ehfaamalaiz az wah sepret tialaji ah filasafi bies pah di wok a di tsenchri filasafa Baruk Spinuoza adawaiz nuo az Benidik Spinuoza fuu buk Etix ena ansa tu Dekaat fiemos dyualis tiori we se di badi ah pirit sepret
"Alduo di toerm pantiyizim no weh kain antel afta ih det, Spinuoza rigyaad az imuos selibriet advoket.",Alduo di toerm pantiyizim no weh kain antel afta ih det Spinuoza rigyaad az imuos selibriet advoket,Alduo di toerm pantiyizim no weh kain antel afta ih det Spinuoza rigyaad az imuos selibriet advoket
"Ih wok, ""Etix"" ena di mieja suos frah we Westan pantiyizim pred.",Ih wok Etix ena di mieja suos frah we Westan pantiyizim pred,Ih wok Etix ena di mieja suos frah we Westan pantiyizim pred
"Pantiyistik kansep maita diet bak touzn a ier, ah soh rilijan ina di Iis kantiniu fi kantien pantiyistik eliment.",Pantiyistik kansep maita diet bak touzn a ier ah soh rilijan ina di Iis kantiniu fi kantien pantiyistik eliment,Pantiyistik kansep maita diet bak touzn a ier ah soh rilijan ina di Iis kantiniu fi kantien pantiyistik eliment
Penjulom a wah wiet we sospen frah wah pivat so dat ikiah suing frii.,Penjulom a wah wiet we sospen frah wah pivat so dat ikiah suing frii,Penjulom a wah wiet we sospen frah wah pivat so dat ikiah suing frii
"Wen penjulom displies saidwiez fran ikuilibriom pozishan wen ia-res, isobjek tu ristuorin fuos juu tu graviti we wi ""h""axalarieti bak tuadz di ""h""ikuilibriom pozishan.",Wen penjulom displies saidwiez fran ikuilibriom pozishan wen iares isobjek tu ristuorin fuos juu tu graviti we wi haxalarieti bak tuadz di hikuilibriom pozishan,Wen penjulom displies saidwiez fran ikuilibriom pozishan wen iares isobjek tu ristuorin fuos juu tu graviti we wi haxalarieti bak tuadz di hikuilibriom pozishan
"Wen iriliis, di ristuorin fuos kombain wid di penjulom mas kaazi fi ""h""asiliet rong di ""h""ikuilibriom pozishan, a-suing bak ah fuot.",Wen iriliis di ristuorin fuos kombain wid di penjulom mas kaazi fi hasiliet rong di hikuilibriom pozishan asuing bak ah fuot,Wen iriliis di ristuorin fuos kombain wid di penjulom mas kaazi fi hasiliet rong di hikuilibriom pozishan asuing bak ah fuot
"Di taim itek fi wan kompliit saikl, wan lef suing ah wan rait suing, kaal di piiriad.",Di taim itek fi wan kompliit saikl wan lef suing ah wan rait suing kaal di piiriad,Di taim itek fi wan kompliit saikl wan lef suing ah wan rait suing kaal di piiriad
"Di piiriad dipen pah di lent a di penjulom ah aalso tu slait digrii pah di ""h""amplityuud, di wit a di penjulom suing.",Di piiriad dipen pah di lent a di penjulom ah aalso tu slait digrii pah di hamplityuud di wit a di penjulom suing,Di piiriad dipen pah di lent a di penjulom ah aalso tu slait digrii pah di hamplityuud di wit a di penjulom suing
Puop Benidik XVI a di priivios [[puop]] in chaaj a di [[Ruoman Kiaklik Choch]].,Puop Benidik XVI a di priivios puop in chaaj a di Ruoman Kiaklik Choch,Puop Benidik XVI a di priivios puop in chaaj a di Ruoman Kiaklik Choch
Im a wan [[Joerman]].,Im a wan Joerman,Im a wan Joerman
Frii wil a di abiliti fi chuuz bitwiin difrah-difrah pasibl kuos a akshan.,Frii wil a di abiliti fi chuuz bitwiin difrahdifrah pasibl kuos a akshan,Frii wil a di abiliti fi chuuz bitwiin difrahdifrah pasibl kuos a akshan
"Ikluosli lingk tu di kansep a rispansibiliti, priez, gilt, sin, ah adaels jojment we aplai onggl tu akshan we smadi friili chuuz.",Ikluosli lingk tu di kansep a rispansibiliti priez gilt sin ah adaels jojment we aplai onggl tu akshan we smadi friili chuuz,Ikluosli lingk tu di kansep a rispansibiliti priez gilt sin ah adaels jojment we aplai onggl tu akshan we smadi friili chuuz
"Azwel ikanek wid di kansep a advais, posuejan, dilibarieshan, a pruoybishan.",Azwel ikanek wid di kansep a advais posuejan dilibarieshan a pruoybishan,Azwel ikanek wid di kansep a advais posuejan dilibarieshan a pruoybishan
"Chradishanali, onggl akshan we rizolt frah frii wil kiah se dizaab kredit ar bliem.",Chradishanali onggl akshan we rizolt frah frii wil kiah se dizaab kredit ar bliem,Chradishanali onggl akshan we rizolt frah frii wil kiah se dizaab kredit ar bliem
"A wuoliip a difrah-difrah kansoern de bout di chret tu di pasibiliti a frii wil, vieri bai ou egzakli ikansiiv, we a mata a soh dibiet.",A wuoliip a difrahdifrah kansoern de bout di chret tu di pasibiliti a frii wil vieri bai ou egzakli ikansiiv we a mata a soh dibiet,A wuoliip a difrahdifrah kansoern de bout di chret tu di pasibiliti a frii wil vieri bai ou egzakli ikansiiv we a mata a soh dibiet
"Renieblas a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Renieblas a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Renieblas a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
"Izlamik filasafi a di sistimatik investigieshan a prablem kanek wid laif, di yunivoers, [[etix]], sasayati, ah so fuot az deh kandok ina di Muzlim wol.",Izlamik filasafi a di sistimatik investigieshan a prablem kanek wid laif di yunivoers etix sasayati ah so fuot az deh kandok ina di Muzlim wol,Izlamik filasafi a di sistimatik investigieshan a prablem kanek wid laif di yunivoers etix sasayati ah so fuot az deh kandok ina di Muzlim wol
"Meditieshan a praktis we wah indivijal chrien deh main ar injuus wah muod a kanchosnis, aida fi riilaiz soh benifit ar fi di main fi simpli aknalij ikantent widoutn bikom aidentifai wid daa kantent, ar az a hen ina iself.",Meditieshan a praktis we wah indivijal chrien deh main ar injuus wah muod a kanchosnis aida fi riilaiz soh benifit ar fi di main fi simpli aknalij ikantent widoutn bikom aidentifai wid daa kantent ar az a hen ina iself,Meditieshan a praktis we wah indivijal chrien deh main ar injuus wah muod a kanchosnis aida fi riilaiz soh benifit ar fi di main fi simpli aknalij ikantent widoutn bikom aidentifai wid daa kantent ar az a hen ina iself
"Di toerm ""meditieshan"" refa tu a braad varayati a praktis we ingkluud tekniik dizain fi prumuot rilaxieshan, bil intoernal enaji ar laif fuos (""chii"", ""Rieki"", ""praana"", etc.)",Di toerm meditieshan refa tu a braad varayati a praktis we ingkluud tekniik dizain fi prumuot rilaxieshan bil intoernal enaji ar laif fuos chii Rieki praana etc,Di toerm meditieshan refa tu a braad varayati a praktis we ingkluud tekniik dizain fi prumuot rilaxieshan bil intoernal enaji ar laif fuos chii Rieki praana etc
"ah divelop kompashan, lob, pieshans, jinarasiti ah fagivnis.",ah divelop kompashan lob pieshans jinarasiti ah fagivnis,ah divelop kompashan lob pieshans jinarasiti ah fagivnis
"Wah potikiula ambishos faam a meditieshan iem fi efatles sostien singgl-paint kansenchrieshan miin fi iniebl di praktishana fi injai indischroktebl sens a wel-biin wails ingiej ina ""h""eni laif aktiviti.",Wah potikiula ambishos faam a meditieshan iem fi efatles sostien singglpaint kansenchrieshan miin fi iniebl di praktishana fi injai indischroktebl sens a welbiin wails ingiej ina heni laif aktiviti,Wah potikiula ambishos faam a meditieshan iem fi efatles sostien singglpaint kansenchrieshan miin fi iniebl di praktishana fi injai indischroktebl sens a welbiin wails ingiej ina heni laif aktiviti
Kruoyesha a wah konchri ina [[Yuurop]].,Kruoyesha a wah konchri ina Yuurop,Kruoyesha a wah konchri ina Yuurop
"Ina [[ikanamix]], wah gud a matiirial we satisfai yuuman waant ah provaid yuutiliti, fi egzampl, tu kansyuuma a-mek poerchis.",Ina ikanamix wah gud a matiirial we satisfai yuuman waant ah provaid yuutiliti fi egzampl tu kansyuuma amek poerchis,Ina ikanamix wah gud a matiirial we satisfai yuuman waant ah provaid yuutiliti fi egzampl tu kansyuuma amek poerchis
"Wah kaman distingshan mek bitwiin 'gudz' we a tanjibl prapati ah saabis, we nan-fizikal.",Wah kaman distingshan mek bitwiin gudz we a tanjibl prapati ah saabis we nanfizikal,Wah kaman distingshan mek bitwiin gudz we a tanjibl prapati ah saabis we nanfizikal
Guadiluup a wah ailan aachipelago we de ina di iistan [[Kiaribiyan Sii]].,Guadiluup a wah ailan aachipelago we de ina di iistan Kiaribiyan Sii,Guadiluup a wah ailan aachipelago we de ina di iistan Kiaribiyan_Sii
"Guadiluup a wah Uobasii dipaatment a Frans, ah so, sieh laka eda uobasii dipaatment, ia wan a twenti-six riijan a Frans, ah ""h""intigral paat a di ripoblik.",Guadiluup a wah Uobasii dipaatment a Frans ah so sieh laka eda uobasii dipaatment ia wan a twentisix riijan a Frans ah hintigral paat a di ripoblik,Guadiluup a wah Uobasii dipaatment a Frans ah so sieh laka eda uobasii dipaatment ia wan a twentisix riijan a Frans ah hintigral paat a di ripoblik
"Chuu Guadillup a paat a [[Frans]], ah di [[Yuropiyan Yuunian]], so iyuuz di [[Yuuro]] fi koransi.",Chuu Guadillup a paat a Frans ah di Yuropiyan Yuunian so iyuuz di Yuuro fi koransi,Chuu Guadillup a paat a Frans ah di Yuropiyan Yuunian so iyuuz di Yuuro fi koransi
"Wan ting duo, ino faal anda di Shengen Agriiment.",Wan ting duo ino faal anda di Shengen Agriiment,Wan ting duo ino faal anda di Shengen Agriiment
Di kiapital niem Bas-Ter.,Di kiapital niem BasTer,Di kiapital niem BasTer
"Bifuo di 20t senchri, di toerm mata eh-ingkluud aadineri mata kompuoz a atom ah exkluud ada henaji finamina laka lait ar soun.",Bifuo di t senchri di toerm mata ehingkluud aadineri mata kompuoz a atom ah exkluud ada henaji finamina laka lait ar soun,Bifuo di t senchri di toerm mata ehingkluud aadineri mata kompuoz a atom ah exkluud ada henaji finamina laka lait ar soun
"Dis kansep a mata kiah jinaralaiz frah atom fi ingkluud heni habjek we ab [[mas]] iibm wen ide res, bot dis il-difain bikaa wah abjek [[mas]] kiah araiz frah di (pasebl maslis) kanstityuent muoshan ah intarakshan enaji.",Dis kansep a mata kiah jinaralaiz frah atom fi ingkluud heni habjek we ab mas iibm wen ide res bot dis ildifain bikaa wah abjek mas kiah araiz frah di pasebl maslis kanstityuent muoshan ah intarakshan enaji,Dis kansep a mata kiah jinaralaiz frah atom fi ingkluud heni habjek we ab mas iibm wen ide res bot dis ildifain bikaa wah abjek mas kiah araiz frah di pasebl maslis kanstityuent muoshan ah intarakshan enaji
"[[So]], mata no ab no yunivoersal difinishan, nar a no fondamental kansep [[ina]] fizix tide.",So mata no ab no yunivoersal difinishan nar a no fondamental kansep ina fizix tide,So mata no ab no yunivoersal difinishan nar a no fondamental kansep ina fizix tide
Mata haalso yuuz luusli az wah jinaral toerm fi di sobstans we mekop aal abzoervebl fizikal abjek.,Mata haalso yuuz luusli az wah jinaral toerm fi di sobstans we mekop aal abzoervebl fizikal abjek,Mata haalso yuuz luusli az wah jinaral toerm fi di sobstans we mekop aal abzoervebl fizikal abjek
"Jalāl ad-Dīn Muḥammad Balkhī (porzhan جلال الدین محمد بلخى), ar Jalāl ad-Dīn Muḥammad Rūmī (arabik جلال‌الدین محمد رومی), ar Mowlānā (porzhan مولانا), nuon tu di Ingglish worl as jos Rumi, (September 30, 1207 – December 17, 1273) a wehna wahn 13t senchri Porzhan puoin raita, Suni Izlamik juura, an tioluojan.",Jalāl adDīn Muḥammad Balkhī porzhan جلال الدین محمد بلخى ar Jalāl adDīn Muḥammad Rūmī arabik جلال‌الدین محمد رومی ar Mowlānā porzhan مولانا nuon tu di Ingglish worl as jos Rumi September December a wehna wahn t senchri Porzhan puoin raita Suni Izlamik juura an tioluojan,Jalāl adDīn Muḥammad Balkhī porzhan جلال الدین محمد بلخى ar Jalāl adDīn Muḥammad Rūmī arabik جلال‌الدین محمد رومی ar Mowlānā porzhan مولانا nuon tu di Ingglish worl as jos Rumi September December a wehna wahn t senchri Porzhan puoin raita Suni Izlamik juura an tioluojan
"Rumi a wahn diskriptiv neim we stan fa ""di Ruoman"" kaa im wehn liv muos a im laif ina wahn ieriya niem Rūm, we dii ruul bai di Bixantiin Empaiya wan taim.",Rumi a wahn diskriptiv neim we stan fa di Ruoman kaa im wehn liv muos a im laif ina wahn ieriya niem Rūm we dii ruul bai di Bixantiin Empaiya wan taim,Rumi a wahn diskriptiv neim we stan fa di Ruoman kaa im wehn liv muos a im laif ina wahn ieriya niem Rūm we dii ruul bai di Bixantiin Empaiya wan taim
Bulgieria a wah konchri ina [[Yuurop]].,Bulgieria a wah konchri ina Yuurop,Bulgieria a wah konchri ina Yuurop
Pythagoras wehna wahn Ionian Griik matamatishan an im staat wahn rilijos muuvment we niem Pythagorianizm.,Pythagoras wehna wahn Ionian Griik matamatishan an im staat wahn rilijos muuvment we niem Pythagorianizm,Pythagoras wehna wahn Ionian Griik matamatishan an im staat wahn rilijos muuvment we niem Pythagorianizm
"Wi luk pan im az wahn griet matamatishan, mistik an saiyantis.",Wi luk pan im az wahn griet matamatishan mistik an saiyantis,Wi luk pan im az wahn griet matamatishan mistik an saiyantis
Herodotus kaal im di bes filasifa mongx di Griik piipl.,Herodotus kaal im di bes filasifa mongx di Griik piipl,Herodotus kaal im di bes filasifa mongx di Griik piipl
"Im bes binuon fi di Pythogaras tiorem, we niem afta im.",Im bes binuon fi di Pythogaras tiorem we niem afta im,Im bes binuon fi di Pythogaras tiorem we niem afta im
"Im nuon az di “faada a nomba”, an Pythogaras mek nof kanchribyuushan tu filasifi an [[rilijan]] ina di liet 6t senchri BK.",Im nuon az di “ faada a nomba ” an Pythogaras mek nof kanchribyuushan tu filasifi an rilijan ina di liet t senchri BK,Im nuon az di “ faada a nomba ” an Pythogaras mek nof kanchribyuushan tu filasifi an rilijan ina di liet t senchri BK
"Pythogaras an im styuudent dem biliiv se evriting riliet tu Mats an se nomba a di oltimet rialiti, an chuu mats yu kuda pridik an meja evriting ina patorn an saikl.",Pythogaras an im styuudent dem biliiv se evriting riliet tu Mats an se nomba a di oltimet rialiti an chuu mats yu kuda pridik an meja evriting ina patorn an saikl,Pythogaras an im styuudent dem biliiv se evriting riliet tu Mats an se nomba a di oltimet rialiti an chuu mats yu kuda pridik an meja evriting ina patorn an saikl
"Pythogaras a di fos smadi fi kaal imself filasifa, an Pythogarean aidiya av nof influens pan Plato.",Pythogaras a di fos smadi fi kaal imself filasifa an Pythogarean aidiya av nof influens pan Plato,Pythogaras a di fos smadi fi kaal imself filasifa an Pythogarean aidiya av nof influens pan Plato
"Bot, wi no nuo moch bout Pythogaras kaa non a im raitin dem no sovaiv.",Bot wi no nuo moch bout Pythogaras kaa non a im raitin dem no sovaiv,Bot wi no nuo moch bout Pythogaras kaa non a im raitin dem no sovaiv
"Aliud a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Aliud a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Aliud a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
"Tyuubakuluosis (TB) a wah infekshos diziiz kaaz bai di baktiiriom ""Mycobacterium tuberculosis"" (MTB).",Tyuubakuluosis TB a wah infekshos diziiz kaaz bai di baktiiriom Mycobacterium tuberculosis MTB,Tyuubakuluosis TB a wah infekshos diziiz kaaz bai di baktiiriom Mycobacterium tuberculosis MTB
"Di Ripoblik a Chrinidad ah Tubiego a wah aachipelajik stiet ina di sodan [[Kiaribiyan]], naatiis a di [[Sout Amoerka]]n stiet a [[Venizuela]] ah sout a [[Grinieda]] ina di Lesa Antiliiz.",Di Ripoblik a Chrinidad ah Tubiego a wah aachipelajik stiet ina di sodan Kiaribiyan naatiis a di Sout Amoerkan stiet a Venizuela ah sout a Grinieda ina di Lesa Antiliiz,Di Ripoblik a Chrinidad ah Tubiego a wah aachipelajik stiet ina di sodan Kiaribiyan naatiis a di Sout Amoerkan stiet a Venizuela ah sout a Grinieda ina di Lesa Antiliiz
Azwel ishier maritaim bongjri wid [[Baabiedoz]] tu di naatiis ah [[Gayana]] tu di soutiis.,Azwel ishier maritaim bongjri wid Baabiedoz tu di naatiis ah Gayana tu di soutiis,Azwel ishier maritaim bongjri wid Baabiedoz tu di naatiis ah Gayana tu di soutiis
"Di konchri kova wah ieria a 5,128 skwier kilamita (1,979 sk ml) ah kansis a tuu mien ailan, Chrinidad ah Tubiego, ah nof sumaal lanfaam.",Di konchri kova wah ieria a skwier kilamita sk ml ah kansis a tuu mien ailan Chrinidad ah Tubiego ah nof sumaal lanfaam,Di konchri kova wah ieria a skwier kilamita sk ml ah kansis a tuu mien ailan Chrinidad ah Tubiego ah nof sumaal lanfaam
"Chrinidad a di laaja ah muo papilos ah a di mien ailan; Tubiego moch sumaala, kompraiz bout 6% a di tuotal ieria ah 4% a di papilieshan.",Chrinidad a di laaja ah muo papilos ah a di mien ailan Tubiego moch sumaala kompraiz bout a di tuotal ieria ah a di papilieshan,Chrinidad a di laaja ah muo papilos ah a di mien ailan Tubiego moch sumaala kompraiz bout a di tuotal ieria ah a di papilieshan
"Di nieshan de ""h""outsaida di orikien belt.",Di nieshan de houtsaida di orikien belt,Di nieshan de houtsaida di orikien belt
"Los Rábanos a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Los Rábanos a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Los Rábanos a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
"Ietiyizim ina braad sens, a di rijekshan a [[biliif]] ina di egzistans a diyiti.",Ietiyizim ina braad sens a di rijekshan a biliif ina di egzistans a diyiti,Ietiyizim ina braad sens a di rijekshan a biliif ina di egzistans a diyiti
"Ina narowa sens, ietiyizim spisifikali a di pozishan se no diyiti no de.",Ina narowa sens ietiyizim spisifikali a di pozishan se no diyiti no de,Ina narowa sens ietiyizim spisifikali a di pozishan se no diyiti no de
"Muos ingkluusivli, ietiyizm a di absens a biliif se eni diyiti egzis.",Muos ingkluusivli ietiyizm a di absens a biliif se eni diyiti egzis,Muos ingkluusivli ietiyizm a di absens a biliif se eni diyiti egzis
"Ietiyizim kanchraas wid [[tiyizim]], we, ina imuos jinaral fam, a di biliif se akliis wan diyiti egzis.",Ietiyizim kanchraas wid tiyizim we ina imuos jinaral fam a di biliif se akliis wan diyiti egzis,Ietiyizim kanchraas wid tiyizim we ina imuos jinaral fam a di biliif se akliis wan diyiti egzis
"Duruelo de la Sierra a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Duruelo de la Sierra a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Duruelo de la Sierra a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
"Telivijan ar TV a wah [[telikomiunikieshan]] miidia we yuuz fi chanzmit song wid muuvin imij ina monokruom (blak-ah-wait), ar ina kola, ah ina tuu ar chrii dimenshan.",Telivijan ar TV a wah telikomiunikieshan miidia we yuuz fi chanzmit song wid muuvin imij ina monokruom blakahwait ar ina kola ah ina tuu ar chrii dimenshan,Telivijan ar TV a wah telikomiunikieshan miidia we yuuz fi chanzmit song wid muuvin imij ina monokruom blakahwait ar ina kola ah ina tuu ar chrii dimenshan
"Ikiah refa tu telivijan set, telivijan program, ar di miidia a telivijan chanzmishan.",Ikiah refa tu telivijan set telivijan program ar di miidia a telivijan chanzmishan,Ikiah refa tu telivijan set telivijan program ar di miidia a telivijan chanzmishan
"Telivijan a mas miidia, fi hentatienment, [[edikieshan]], nyuuz, ah [[advataizin]].",Telivijan a mas miidia fi hentatienment edikieshan nyuuz ah advataizin,Telivijan a mas miidia fi hentatienment edikieshan nyuuz ah advataizin
"Di Roshan Empaya a wahn stiet we ""h""egzis frahn 1721 tel di Roshan Revaluushan ina 1917.",Di Roshan Empaya a wahn stiet we hegzis frahn tel di Roshan Revaluushan ina,Di Roshan Empaya a wahn stiet we hegzis frahn tel di Roshan Revaluushan ina
I a di soksesa fi di Zaardom a [[Rosha]] ahn di pridisesa fi di Suoviet Yunian.,I a di soksesa fi di Zaardom a Rosha ahn di pridisesa fi di Suoviet Yunian,I a di soksesa fi di Zaardom a Rosha ahn di pridisesa fi di Suoviet Yunian
"Iwehna wan a di laajis empaya ina wol ischri, sopaas ina lanmas onggl bai di British ahn Mangguolian empayadem: wan taim roun 1866, ichrech frahn iistan Yuurop kraas [[Ieja]] klier tu [[Naat Amoerka]].",Iwehna wan a di laajis empaya ina wol ischri sopaas ina lanmas onggl bai di British ahn Mangguolian empayadem wan taim roun ichrech frahn iistan Yuurop kraas Ieja klier tu Naat Amoerka,Iwehna wan a di laajis empaya ina wol ischri sopaas ina lanmas onggl bai di British ahn Mangguolian empayadem wan taim roun ichrech frahn iistan Yuurop kraas Ieja klier tu Naat Amoerka
"Momblona a wahn miunisipaliti luokiet ina di [[pravins a Soria]], [[Kiastiil ahn León]], [[Spien]].",Momblona a wahn miunisipaliti luokiet ina di pravins a Soria Kiastiil ahn León Spien,Momblona a wahn miunisipaliti luokiet ina di pravins_a_Soria Kiastiil ahn León Spien
"Di Kiatikizim a di Kiaklik Choch (Latn: ""Catechismus Catholicae Ecclesiae""; kamanli kaal di Kiatikizim ar di CCC) a di kiatikizim promulgiet fi di Kiaklik Choch bai [[Puop]] Jan Paal II [[ina]] 1992.",Di Kiatikizim a di Kiaklik Choch Latn Catechismus Catholicae Ecclesiae kamanli kaal di Kiatikizim ar di CCC a di kiatikizim promulgiet fi di Kiaklik Choch bai Puop Jan Paal II ina,Di Kiatikizim a di Kiaklik Choch Latn Catechismus Catholicae Ecclesiae kamanli kaal di Kiatikizim ar di CCC a di kiatikizim promulgiet fi di Kiaklik Choch bai Puop Jan Paal II ina
"Isomop, [[ina]] buk faam, di biliifdem a di Kiaklik fietful.",Isomop ina buk faam di biliifdem a di Kiaklik fietful,Isomop ina buk faam di biliifdem a di Kiaklik fietful
"Anggila a wah British uobasii terichri ina di [[Kiaribiyan]], wan a di muos nadan a aal a di Liiwad Ailan, we de ina di Lesa Antiliiz.",Anggila a wah British uobasii terichri ina di Kiaribiyan wan a di muos nadan a aal a di Liiwad Ailan we de ina di Lesa Antiliiz,Anggila a wah British uobasii terichri ina di Kiaribiyan wan a di muos nadan a aal a di Liiwad Ailan we de ina di Lesa Antiliiz
"Imekop a di mien ailan we niem Anggila, bout 26 km (16 mail) lang bai 5 km (3 mail) waid a di braadis paint, tigeda wid soh wuoliip a likl-likl ailan an kie wepaat no piipl no lib.",Imekop a di mien ailan we niem Anggila bout km mail lang bai km mail waid a di braadis paint tigeda wid soh wuoliip a likllikl ailan an kie wepaat no piipl no lib,Imekop a di mien ailan we niem Anggila bout km mail lang bai km mail waid a di braadis paint tigeda wid soh wuoliip a likllikl ailan an kie wepaat no piipl no lib
Di kiapital niem Di Vali.,Di kiapital niem Di Vali,Di kiapital niem Di Vali
