text,text_clean,text_ents
"Mb챗n챤 nzap채 nd챗, t챤 d청n챤a s척 p챘p챘e, me g챦 ""Nzap채 t챤 Jacob"" !",Mb챗n챤 nzap채 nd챗 t챤 d청n챤a s척 p챘p챘e me g챦 Nzap채 t챤 Jacob,Mb챗n챤 nzap채 nd챗 t챤 d청n챤a s척 p챘p챘e me g챦 Nzap채 t챤 Jacob
"Na versëe ukü, lo kîri lo tene : ""Ngîâ ayeke na zo sô ""Nzapä tî Jacob"" ayeke na lo, tî sâra na lo"".",Na versëe ukü lo kîri lo tene Ngîâ ayeke na zo sô Nzapä tî Jacob ayeke na lo tî sâra na lo,Na versëe ukü lo kîri lo tene Ngîâ ayeke na zo sô Nzapä tî Jacob ayeke na lo tî sâra na lo
"""Nzapä tî Jacob""... [[Sô]] Nzapä wa laâ ?",Nzapä tî Jacob Sô Nzapä wa laâ,Nzapä tî Jacob Sô Nzapä wa laâ
"1) KĂ–TĂŹ TĂŽ ""NZAPĂ„ TĂŽ JACOB"" AYEKE TIRI TĂ‹TĂŽ [[Ă‚ZO]] TĂŽ LO Jacob ayeke zo töngana mbï na mo.",KĂTĂŹ TĂŽ NZAPĂ „ TĂŽ JACOB AYEKE TIRI TĂ‹TĂŽ Ă‚ZO TĂŽ LO Jacob ayeke zo töngana mbï na mo,KĂTĂŹ TĂŽ NZAPĂ „ TĂŽ JACOB AYEKE TIRI TĂ‹TĂŽ Ă‚ZO TĂŽ LO Jacob ayeke zo töngana mbï na mo
"Töngasô, yê tî dûnîa awara lo mîngi.",Töngasô yê tî dûnîa awara lo mîngi,Töngasô yê tî dûnîa awara lo mîngi
"[[Lo gä]] même ndurü na kwâ, lêgë otâ kwê, me Nzapä ayeke na lo, na akânga lêgë na Esaü, yayâ tî lo, wala na Laban, kôya tî lo, tî fâa lo (dîko Genèse 27 - 35, töngana mo yê).",Lo gä même ndurü na kwâ lêgë otâ kwê me Nzapä ayeke na lo na akânga lêgë na Esaü yayâ tî lo wala na Laban kôya tî lo tî fâa lo dîko Genèse töngana mo yê,Lo_gä même ndurü na kwâ lêgë otâ kwê me Nzapä ayeke na lo na akânga lêgë na Esaü yayâ tî lo wala na Laban kôya tî lo tî fâa lo dîko Genèse töngana mo yê
"S척 atene p챘p챘, Jacob ayeke zo t챤 s채r채ng철 g챦 nz철n챤 l창kw챗, na y창 fin챤 t챤 lo !",S척 atene p챘p챘 Jacob ayeke zo t챤 s채r채ng철 g챦 nz철n챤 l창kw챗 na y창 fin챤 t챤 lo,S척 atene p챘p챘 Jacob ayeke zo t챤 s채r채ng철 g챦 nz철n챤 l창kw챗 na y창 fin챤 t챤 lo
"횏 h챤nga kw챗 : Mb챘t챦 t챤 Nzap채 afa lo t철ngana zo t챤 h챦ng철-l챗, z청sk창 na ta창 l창 n챤 s척 Nzap채 ak챤o lo !",횏 h챤nga kw챗 Mb챘t챦 t챤 Nzap채 afa lo t철ngana zo t챤 h챦ng철l챗 z청sk창 na ta창 l창 n챤 s척 Nzap채 ak챤o lo,횏 h챤nga kw챗 Mb챘t챦 t챤 Nzap채 afa lo t철ngana zo t챤 h챦ng철l챗 z청sk창 na ta창 l창 n챤 s척 Nzap채 ak챤o lo
"G챦 na ndo s척 la창 s챦 lo h챤nga y챗 s척 챦r챦 n챤 aw체 ""gr창ce t챤 Nzapa"", na lo z챤a s챦철n챤 s채r채ng철-y챗 t챤 lo b챤an챤-b챤an챤.",G챦 na ndo s척 la창 s챦 lo h챤nga y챗 s척 챦r챦 n챤 aw체 gr창ce t챤 Nzapa na lo z챤a s챦철n챤 s채r채ng철y챗 t챤 lo b챤an챤b챤an챤,G챦 na ndo s척 la창 s챦 lo h챤nga y챗 s척 챦r챦 n챤 aw체 gr창ce t챤 Nzapa na lo z챤a s챦철n챤 s채r채ng철y챗 t챤 lo b챤an챤b챤an챤
"Nd창li t챤 ndoy챗e t챤 Nzap채 t챘t챤 챘 창zo t챤 s챦철n챤 t철ngana Jacob p챘p챘, fad챘 zo wa la창 s챦 as철-kw창, zo wa ?",Nd창li t챤 ndoy챗e t챤 Nzap채 t챘t챤 챘 창zo t챤 s챦철n챤 t철ngana Jacob p챘p챘 fad챘 zo wa la창 s챦 as철kw창 zo wa,Nd창li t챤 ndoy챗e t챤 Nzap채 t챘t챤 챘 창zo t챤 s챦철n챤 t철ngana Jacob p챘p챘 fad챘 zo wa la창 s챦 as철kw창 zo wa
"[[Sô]], ""Nzapä tî Jacob"" nî laâ :  - [[Lo]] yeke K철t채 Nzap채 s척 as창ra y챗 kw챗, me [[Lo]] yeke ndur체 na ter챗 t챤 zo : k척l챦, wala w창l챦 ; m챗leng챗, wala k철t채 zo ; waz챦ng채, wala zo t챤 [[mosoro]] ; k철t채 zo t챤 k철dr철, wala s챗ng챗 zo t챤 k철dr철 ; - [[Lo]] yeke f창a ngbanga fad챘-fad챘 p챘p챘 na li t챤 wa-s챦철kp채r챦, me [[Lo]] gi l챗g챘 t챤 s척o lo k척zon챤 na y창 y챗 t챤 ngang체 awe, s챦, fad챘s척, [[Lo]] fa Ter챗 t챤 [[Lo]] pol챗l챗 na zo n챤, t챤 g채 Wa-b채t채ng철 lo t챘t챤 l창kw챗-lakw챗, g챦 t철ngana zo n챤 ay챗 !",Sô Nzapä tî Jacob nî laâ Lo yeke K철t채 Nzap채 s척 as창ra y챗 kw챗 me Lo yeke ndur체 na ter챗 t챤 zo k척l챦 wala w창l챦 m챗leng챗 wala k철t채 zo waz챦ng채 wala zo t챤 mosoro k철t채 zo t챤 k철dr철 wala s챗ng챗 zo t챤 k철dr철 Lo yeke f창a ngbanga fad챘fad챘 p챘p챘 na li t챤 was챦철kp채r챦 me Lo gi l챗g챘 t챤 s척o lo k척zon챤 na y창 y챗 t챤 ngang체 awe s챦 fad챘s척 Lo fa Ter챗 t챤 Lo pol챗l챗 na zo n챤 t챤 g채 Wab채t채ng철 lo t챘t챤 l창kw챗lakw챗 g챦 t철ngana zo n챤 ay챗,Sô Nzapä tî Jacob nî laâ Lo yeke K철t채 Nzap채 s척 as창ra y챗 kw챗 me Lo yeke ndur체 na ter챗 t챤 zo k척l챦 wala w창l챦 m챗leng챗 wala k철t채 zo waz챦ng채 wala zo t챤 mosoro k철t채 zo t챤 k철dr철 wala s챗ng챗 zo t챤 k철dr철 Lo yeke f창a ngbanga fad챘fad챘 p챘p챘 na li t챤 was챦철kp채r챦 me Lo gi l챗g챘 t챤 s척o lo k척zon챤 na y창 y챗 t챤 ngang체 awe s챦 fad챘s척 Lo fa Ter챗 t챤 Lo pol챗l챗 na zo n챤 t챤 g채 Wab채t채ng철 lo t챘t챤 l창kw챗lakw챗 g챦 t철ngana zo n챤 ay챗
"2) YĂŠ [[Ă”KO]] TĂŽ KARA ""NZAPĂ„ TĂŽ JACOB"" AYEKE [[Ă”KO]] [[PĂ‹PĂ‹E]] [[Mo]] y챗 t챤 ke t챗n챘 s척 ?",YĂŠ Ă ” KO TĂŽ KARA NZAPĂ „ TĂŽ JACOB AYEKE Ă ” KO PĂ‹PĂ‹E Mo y챗 t챤 ke t챗n챘 s척,YĂŠ Ă ” KO TĂŽ KARA NZAPĂ „ TĂŽ JACOB AYEKE Ă ” KO PĂ‹PĂ‹E Mo y챗 t챤 ke t챗n챘 s척
"M청 mb챗n챤 t채ngo, mo d챤ko Exode 6 : 1, 3 k척zon챤, na fad챘 mo b창a, s척, Nzap채 [[Lo]]-Mven챤, [[Lo]] f창a ser챗ka na g척 t챤 [[Lo]] na Mo챦se, s챗ng챗-s챗ng챗 wakwa t챤 [[Lo]], [[Lo]] tene : ""Fad챘s척, fad챘 mo b창a y챗 s척 Mb챦 y챗 t챤 s창ra na Pharaon ; t챘t챤 at창a lo y챗, wala lo y챗 p챘p챘, fad챘 lo z챤a 창zo t챤 Mb챦, 창la gwe ; lo y챗, wala lo y챗 p챘p챘, fad챘 lo tumba 창la na k철dr철 t챤 lo"" (vers챘e 1).",M청 mb챗n챤 t채ngo mo d챤ko Exode k척zon챤 na fad챘 mo b창a s척 Nzap채 LoMven챤 Lo f창a ser챗ka na g척 t챤 Lo na Mo챦se s챗ng챗s챗ng챗 wakwa t챤 Lo Lo tene Fad챘s척 fad챘 mo b창a y챗 s척 Mb챦 y챗 t챤 s창ra na Pharaon t챘t챤 at창a lo y챗 wala lo y챗 p챘p챘 fad챘 lo z챤a 창zo t챤 Mb챦 창la gwe lo y챗 wala lo y챗 p챘p챘 fad챘 lo tumba 창la na k철dr철 t챤 lo vers챘e,M청 mb챗n챤 t채ngo mo d챤ko Exode k척zon챤 na fad챘 mo b창a s척 Nzap채 LoMven챤 Lo f창a ser챗ka na g척 t챤 Lo na Mo챦se s챗ng챗s챗ng챗 wakwa t챤 Lo Lo tene Fad챘s척 fad챘 mo b창a y챗 s척 Mb챦 y챗 t챤 s창ra na Pharaon t챘t챤 at창a lo y챗 wala lo y챗 p챘p챘 fad챘 lo z챤a 창zo t챤 Mb챦 창la gwe lo y챗 wala lo y챗 p챘p챘 fad챘 lo tumba 창la na k철dr철 t챤 lo vers챘e
"S척 ay챗 t챤 tene, y챗 ag채 ngang체 na Pharaon [[awe]] b챤an챤, t챘t챤 k철t챦 t챤 Nzap채 al철nd철 [[awe]], t챤 tiri bir채 na lo nd창li t챤 Isra챘l.",S척 ay챗 t챤 tene y챗 ag채 ngang체 na Pharaon awe b챤an챤 t챘t챤 k철t챦 t챤 Nzap채 al철nd철 awe t챤 tiri bir채 na lo nd창li t챤 Isra챘l,S척 ay챗 t챤 tene y챗 ag채 ngang체 na Pharaon awe b챤an챤 t챘t챤 k철t챦 t챤 Nzap채 al철nd철 awe t챤 tiri bir채 na lo nd창li t챤 Isra챘l
"[[Me]] mo l체t챦 g챦 na ndo s척 p챘p챘e, t챘t챤 vers챘e 3 atene : ""Mbï fa terê tî Mbï na Abraham, na Isaac, na Jacob, töngana ""Nzapä tî Ngangü Ahön Kwê, me âla hînga Mbï na lêgê tî Ïrï tî Mbï ""l'Eternel"" pëpëe"".",Me mo l체t챦 g챦 na ndo s척 p챘p챘e t챘t챤 vers챘e atene Mbï fa terê tî Mbï na Abraham na Isaac na Jacob töngana Nzapä tî Ngangü Ahön Kwê me âla hînga Mbï na lêgê tî Ïrï tî Mbï lEternel pëpëe,Me mo l체t챦 g챦 na ndo s척 p챘p챘e t챘t챤 vers챘e atene Mbï fa terê tî Mbï na Abraham na Isaac na Jacob töngana Nzapä tî Ngangü Ahön Kwê me âla hînga Mbï na lêgê tî Ïrï tî Mbï lEternel pëpëe
"T철ngana mo gi nd창 t챤 t챘n챘 s척 nz철n챤, fad챘 mo b창a, s척, Nzap채 afa Ter챗 t챤 [[Lo]] na Abraham na 창-al챘 t챤 lo g챦 t철ngana ""Nzap채 t챤 Ngang체 Ah철n Kw챗"", t챘t챤 a yeke nz철n챤 [[Lo]] fa na Abraham, s척, 창nzap채 t챤 창k철tar채 t챤 lo, s척 lo yeke samb챗la 창la s척, ayeke y챗 척ko p챘p챘 na l챗 t챤 Nzap채 t챤 Yay창, [[Lo]] s척 [[Lo]] s창ra y챗 kw챗 ; 창la yeke m챗me 창nzap채 p챘p챘e, me g챦 창ying철-s챦철n챤, s척 Nzap채 atumba 창la giriri awe na gbe t챤 l챗 t챤 Lo.",T철ngana mo gi nd창 t챤 t챘n챘 s척 nz철n챤 fad챘 mo b창a s척 Nzap채 afa Ter챗 t챤 Lo na Abraham na 창al챘 t챤 lo g챦 t철ngana Nzap채 t챤 Ngang체 Ah철n Kw챗 t챘t챤 a yeke nz철n챤 Lo fa na Abraham s척 창nzap채 t챤 창k철tar채 t챤 lo s척 lo yeke samb챗la 창la s척 ayeke y챗 척ko p챘p챘 na l챗 t챤 Nzap채 t챤 Yay창 Lo s척 Lo s창ra y챗 kw챗 창la yeke m챗me 창nzap채 p챘p챘e me g챦 창ying철s챦철n챤 s척 Nzap채 atumba 창la giriri awe na gbe t챤 l챗 t챤 Lo,T철ngana mo gi nd창 t챤 t챘n챘 s척 nz철n챤 fad챘 mo b창a s척 Nzap채 afa Ter챗 t챤 Lo na Abraham na 창al챘 t챤 lo g챦 t철ngana Nzap채 t챤 Ngang체 Ah철n Kw챗 t챘t챤 a yeke nz철n챤 Lo fa na Abraham s척 창nzap채 t챤 창k철tar채 t챤 lo s척 lo yeke samb챗la 창la s척 ayeke y챗 척ko p챘p챘 na l챗 t챤 Nzap채 t챤 Yay창 Lo s척 Lo s창ra y챗 kw챗 창la yeke m챗me 창nzap채 p챘p챘e me g챦 창ying철s챦철n챤 s척 Nzap채 atumba 창la giriri awe na gbe t챤 l챗 t챤 Lo
"Na t챤 fa ta창 Ngang체 t챤 [[Lo]] na g챦g챦, [[Lo]] m청 Abraham na k철dr철 t챤 lo, Ur, [[Lo]] gwe na lo z청sk창 na [[Canaan]], m챗me na [[Egypte]], na [[Lo]] k챤ri na lo na s챤r챤r챤 na [[Canaan]] ; [[Lo]] m청 na lo ndo t챤 s창ra k철dr철 da, na [[Lo]] bata lo na y창 y챗 kw챗, z청sk창 lo kw챤i na s챤r챤r챤, na y창 mb채k척ro t챤 lo, na pek척 t챤 w창l챦 t챤 lo Sara.",Na t챤 fa ta창 Ngang체 t챤 Lo na g챦g챦 Lo m청 Abraham na k철dr철 t챤 lo Ur Lo gwe na lo z청sk창 na Canaan m챗me na Egypte na Lo k챤ri na lo na s챤r챤r챤 na Canaan Lo m청 na lo ndo t챤 s창ra k철dr철 da na Lo bata lo na y창 y챗 kw챗 z청sk창 lo kw챤i na s챤r챤r챤 na y창 mb채k척ro t챤 lo na pek척 t챤 w창l챦 t챤 lo Sara,Na t챤 fa ta창 Ngang체 t챤 Lo na g챦g챦 Lo m청 Abraham na k철dr철 t챤 lo Ur Lo gwe na lo z청sk창 na Canaan m챗me na Egypte na Lo k챤ri na lo na s챤r챤r챤 na Canaan Lo m청 na lo ndo t챤 s창ra k철dr철 da na Lo bata lo na y창 y챗 kw챗 z청sk창 lo kw챤i na s챤r챤r챤 na y창 mb채k척ro t챤 lo na pek척 t챤 w창l챦 t챤 lo Sara
"[[Lo]] s창ra ng창 na Isaac, m챗leng챗 t챤 Abraham, t철ngana s척 [[Lo]] s창ra na bab창 t챤 lo 창nd철 giriri : y챗 kw챗 s척 Isaac abi mab척ko t챤 lo da, ag채 g챦 nz철n챤 na lo, z청sk창 na l창 t챤 kw창 t챤 lo.",Lo s창ra ng창 na Isaac m챗leng챗 t챤 Abraham t철ngana s척 Lo s창ra na bab창 t챤 lo 창nd철 giriri y챗 kw챗 s척 Isaac abi mab척ko t챤 lo da ag채 g챦 nz철n챤 na lo z청sk창 na l창 t챤 kw창 t챤 lo,Lo s창ra ng창 na Isaac m챗leng챗 t챤 Abraham t철ngana s척 Lo s창ra na bab창 t챤 lo 창nd철 giriri y챗 kw챗 s척 Isaac abi mab척ko t챤 lo da ag채 g챦 nz철n챤 na lo z청sk창 na l창 t챤 kw창 t챤 lo
"Jacob, 청se m챗leng챗 t챤 Isaac, as창ra h챦ng철-l챗 : lo nz챦 ndo t챤 yay창 na t챦t챤 Esa체, k척zo 챤t채 t챤 lo t챤 k척l챦, na lo kp챘, lo gwe na ndo t챤 k척ya t챤 lo Laban.",Jacob 청se m챗leng챗 t챤 Isaac as창ra h챦ng철l챗 lo nz챦 ndo t챤 yay창 na t챦t챤 Esa체 k척zo 챤t채 t챤 lo t챤 k척l챦 na lo kp챘 lo gwe na ndo t챤 k척ya t챤 lo Laban,Jacob 청se m챗leng챗 t챤 Isaac as창ra h챦ng철l챗 lo nz챦 ndo t챤 yay창 na t챦t챤 Esa체 k척zo 챤t채 t챤 lo t챤 k척l챦 na lo kp챘 lo gwe na ndo t챤 k척ya t챤 lo Laban
"K창, y챗 t챤 h챦ng철-l챗 ng창 awara lo, me lo ngb창 t챤 s창ra h챦ng철-l챗 ng창 l창kw챗, na Nzap채 t챤 bab창 t챤 lo Isaac as창ra na lo, na abata fin챤 t챤 lo na t챦t챤 Laban, ng창 na t챦t챤 챤t채 t챤 lo Esa체, z청sk창 am청 na lo ndo t챤 dut챦 ng창 da, na [[Canaan]], s챗se t챤 tar채 t챤 lo Abraham.",K창 y챗 t챤 h챦ng철l챗 ng창 awara lo me lo ngb창 t챤 s창ra h챦ng철l챗 ng창 l창kw챗 na Nzap채 t챤 bab창 t챤 lo Isaac as창ra na lo na abata fin챤 t챤 lo na t챦t챤 Laban ng창 na t챦t챤 챤t채 t챤 lo Esa체 z청sk창 am청 na lo ndo t챤 dut챦 ng창 da na Canaan s챗se t챤 tar채 t챤 lo Abraham,K창 y챗 t챤 h챦ng철l챗 ng창 awara lo me lo ngb창 t챤 s창ra h챦ng철l챗 ng창 l창kw챗 na Nzap채 t챤 bab창 t챤 lo Isaac as창ra na lo na abata fin챤 t챤 lo na t챦t챤 Laban ng창 na t챦t챤 챤t채 t챤 lo Esa체 z청sk창 am청 na lo ndo t챤 dut챦 ng창 da na Canaan s챗se t챤 tar채 t챤 lo Abraham
"Birä sô Nzapä tî Ngangü Ahön Kwê atiri na li tî Joseph, mêlengê tî [[Jacob]], akîri aso, ahön yê kwê !",Birä sô Nzapä tî Ngangü Ahön Kwê atiri na li tî Joseph mêlengê tî Jacob akîri aso ahön yê kwê,Birä sô Nzapä tî Ngangü Ahön Kwê atiri na li tî Joseph mêlengê tî Jacob akîri aso ahön yê kwê
"Na [[Egypte]], Joseph asïgï na da tî kânga, na lo gä Kôzo Gbelê-Gbïä tî Pharaon, na babâ tî lo, na tanga tî âîtä tî lo, na âsöngö tî âla kwê, amû pekô tî lo ka na [[Egypte]].",Na Egypte Joseph asïgï na da tî kânga na lo gä Kôzo GbelêGbïä tî Pharaon na babâ tî lo na tanga tî âîtä tî lo na âsöngö tî âla kwê amû pekô tî lo ka na Egypte,Na Egypte Joseph asïgï na da tî kânga na lo gä Kôzo GbelêGbïä tî Pharaon na babâ tî lo na tanga tî âîtä tî lo na âsöngö tî âla kwê amû pekô tî lo ka na Egypte
"K창, 창la g채 창ngb창a t챤 Pharaon.",K창 창la g채 창ngb창a t챤 Pharaon,K창 창la g채 창ngb창a t챤 Pharaon
"[[Me]] Nzap채 t챤 Ngang체 Ah철n Kw챗 ayeke leke ter챗 t챤 [[Lo]], t챤 z챤 창la na y창 ngb창a, t챤 k챤ri na 창la na [[Canaan]], k철dr철 s척 창nd철 [[Lo]] d챘b채 y창ng창 t챤 [[Lo]] t챤 m청 na 창-al챘 t챤 Abraham.",Me Nzap채 t챤 Ngang체 Ah철n Kw챗 ayeke leke ter챗 t챤 Lo t챤 z챤 창la na y창 ngb창a t챤 k챤ri na 창la na Canaan k철dr철 s척 창nd철 Lo d챘b채 y창ng창 t챤 Lo t챤 m청 na 창al챘 t챤 Abraham,Me Nzap채 t챤 Ngang체 Ah철n Kw챗 ayeke leke ter챗 t챤 Lo t챤 z챤 창la na y창 ngb창a t챤 k챤ri na 창la na Canaan k철dr철 s척 창nd철 Lo d챘b채 y창ng창 t챤 Lo t챤 m청 na 창al챘 t챤 Abraham
"D챤ko Gen챔se, sab챘tere 12 z청sk창 as챦 na tanga t챤 sab챘tere t챤 b청ku n챤 kw챗 (sab챘tere 50), na fad챘 mo-mven챤 mo b창a mar채 t챤 bir채 s척 Nzap채 ah챤nga t챤 tiri nd창li t챤 창zo t챤 Lo.",D챤ko Gen챔se sab챘tere z청sk창 as챦 na tanga t챤 sab챘tere t챤 b청ku n챤 kw챗 sab챘tere na fad챘 momven챤 mo b창a mar채 t챤 bir채 s척 Nzap채 ah챤nga t챤 tiri nd창li t챤 창zo t챤 Lo,D챤ko Gen챔se sab챘tere z청sk창 as챦 na tanga t챤 sab챘tere t챤 b청ku n챤 kw챗 sab챘tere na fad챘 momven챤 mo b창a mar채 t챤 bir채 s척 Nzap채 ah챤nga t챤 tiri nd창li t챤 창zo t챤 Lo
[[Mo]] b창a창 ?,Mo b창a창,Mo b창a창
"Mb챗n챤 nzap채 척ko na d청n챤a, t챤 s창ra kp챦ngb채 y챗 t철ngas척 nd창li t챤 창zo s척 ayeke samb챗la lo, ayeke p챘p챘e.",Mb챗n챤 nzap채 척ko na d청n챤a t챤 s창ra kp챦ngb채 y챗 t철ngas척 nd창li t챤 창zo s척 ayeke samb챗la lo ayeke p챘p챘e,Mb챗n챤 nzap채 척ko na d청n챤a t챤 s창ra kp챦ngb채 y챗 t철ngas척 nd창li t챤 창zo s척 ayeke samb챗la lo ayeke p챘p챘e
"L창s척 : nye la창 s챦 akara mo na y창 fin챤 t챤 mo, nye ?",L창s척 nye la창 s챦 akara mo na y창 fin챤 t챤 mo nye,L창s척 nye la창 s챦 akara mo na y창 fin챤 t챤 mo nye
"Gbô ""Nzapä tî Abraham, tî Isaac, na tî Jacob"" töngana taâ Nzapä sô [[Lo]] lîngbi tëtî mo, bîrî, lâsô, na kekerêke.",Gbô Nzapä tî Abraham tî Isaac na tî Jacob töngana taâ Nzapä sô Lo lîngbi tëtî mo bîrî lâsô na kekerêke,Gbô Nzapä tî Abraham tî Isaac na tî Jacob töngana taâ Nzapä sô Lo lîngbi tëtî mo bîrî lâsô na kekerêke
"Mû bê tî mo kwê gï na [[Lo]] ôko, atâa kwâ ayeke ara mo !",Mû bê tî mo kwê gï na Lo ôko atâa kwâ ayeke ara mo,Mû bê tî mo kwê gï na Lo ôko atâa kwâ ayeke ara mo
"Töngana [[Lo]] fa na mo marä tî Ngangü tî [[Lo]] sô pëpë, mo îri mbï, mo bi kamëlä na lê tî mbï îtâ tî mo.",Töngana Lo fa na mo marä tî Ngangü tî Lo sô pëpë mo îri mbï mo bi kamëlä na lê tî mbï îtâ tî mo,Töngana Lo fa na mo marä tî Ngangü tî Lo sô pëpë mo îri mbï mo bi kamëlä na lê tî mbï îtâ tî mo
"B) FIN횓 횕R횕 T횓 NZAP횆 : ""L'ETERNEL"" Tî sô nî sô, mo dîko Exode 6 : 2, mo bâa !",B FIN횓 횕R횕 T횓 NZAP횆 LETERNEL Tî sô nî sô mo dîko Exode mo bâa,B FIN횓 횕R횕 T횓 NZAP횆 LETERNEL Tî sô nî sô mo dîko Exode mo bâa
"K척zo f채ng철 챦r챦 s척 na zo, la창 !",K척zo f채ng철 챦r챦 s척 na zo la창,K척zo f채ng철 챦r챦 s척 na zo la창
"Na 챦r챦 s척 atene : ""Zo s척 [[Lo]] yeke ngb창 na fin챤, t챘t챤 l창kw챗-l창kw챗 ; l챗 t챤 [[Lo]] ayeke b창a 창nde kw창 l창 척ko p챘p챘e"" !",Na 챦r챦 s척 atene Zo s척 Lo yeke ngb창 na fin챤 t챘t챤 l창kw챗l창kw챗 l챗 t챤 Lo ayeke b창a 창nde kw창 l창 척ko p챘p챘e,Na 챦r챦 s척 atene Zo s척 Lo yeke ngb창 na fin챤 t챘t챤 l창kw챗l창kw챗 l챗 t챤 Lo ayeke b창a 창nde kw창 l창 척ko p챘p챘e
"S척, y챗 ?",S척 y챗,S척 y챗
"Na mb창g챘, [[Lo]] yeke [[Lo]] t챤 Ngang체 Ah철n Kw챗 ; na mb챗n챤 mb창g챘 ng창, [[Lo]] yeke kw챤i 창nde l창 척ko p챘p챘e !",Na mb창g챘 Lo yeke Lo t챤 Ngang체 Ah철n Kw챗 na mb챗n챤 mb창g챘 ng창 Lo yeke kw챤i 창nde l창 척ko p챘p챘e,Na mb창g챘 Lo yeke Lo t챤 Ngang체 Ah철n Kw챗 na mb챗n챤 mb창g챘 ng창 Lo yeke kw챤i 창nde l창 척ko p챘p챘e
"Na t철ngana Lo yeke ngb창 na fin챤 t챘t챤 l창kw챗-l창kw챗, s척 atene, fad챘 mab척ko t챤 [[Lo]] t챤 Ngang체 Ah철n Kw챗 az챤a t챤 s창ra na mo, m챗me t챘t챤 mb챗n챤 nz챤na-ngbonga 척ko, p챘p챘e !",Na t철ngana Lo yeke ngb창 na fin챤 t챘t챤 l창kw챗l창kw챗 s척 atene fad챘 mab척ko t챤 Lo t챤 Ngang체 Ah철n Kw챗 az챤a t챤 s창ra na mo m챗me t챘t챤 mb챗n챤 nz챤nangbonga 척ko p챘p챘e,Na t철ngana Lo yeke ngb창 na fin챤 t챘t챤 l창kw챗l창kw챗 s척 atene fad챘 mab척ko t챤 Lo t챤 Ngang체 Ah철n Kw챗 az챤a t챤 s창ra na mo m챗me t챘t챤 mb챗n챤 nz챤nangbonga 척ko p챘p챘e
"B챦 na l창, mo yeke na t챦t챤 [[Lo]] !",B챦 na l창 mo yeke na t챦t챤 Lo,B챦 na l창 mo yeke na t챦t챤 Lo
"B챦 na l창, l챗 t챤 [[Lo]] ayeke na nd철 t챤 mo !",B챦 na l창 l챗 t챤 Lo ayeke na nd철 t챤 mo,B챦 na l창 l챗 t챤 Lo ayeke na nd철 t챤 mo
"At창a kw챤i ag채 : mo yeke g챦 na t챦t챤 Lo, t챘t챤 l창kw챗-l창kw챗 !",At창a kw챤i ag채 mo yeke g챦 na t챦t챤 Lo t챘t챤 l창kw챗l창kw챗,At창a kw챤i ag채 mo yeke g챦 na t챦t챤 Lo t챘t챤 l창kw챗l창kw챗
"Mb챗n챤 [[mosoro]] t챤 h철n ""Nzap채 t챤 Jacob"", na ""l'Eternel"", ayeke da창 ?",Mb챗n챤 mosoro t챤 h철n Nzap채 t챤 Jacob na lEternel ayeke da창,Mb챗n챤 mosoro t챤 h철n Nzap채 t챤 Jacob na lEternel ayeke da창
"Fad챘 zo s척 ayeke t챤 [[Lo]], 창d챘k철ng철 na k철t채 ng챤창 na b챗 p챘p챘, ngbanga t챤 nye ?",Fad챘 zo s척 ayeke t챤 Lo 창d챘k철ng철 na k철t채 ng챤창 na b챗 p챘p챘 ngbanga t챤 nye,Fad챘 zo s척 ayeke t챤 Lo 창d챘k철ng철 na k철t채 ng챤창 na b챗 p챘p챘 ngbanga t챤 nye
"III) KĂ–[[TĂ]]„ [[TĂ‹NĂ‹]] TĂŽ BATA [[NA]] BĂŠ D챤ko g챦 tanga t챤 창vers챘e t챤 psaume s척 : a l철nd철 na vers챘e 6 z청sk창 na vers챘e 10, na fad챘 mo-mven챤 mo b창a 창y챗 kw챗 s척 Nzap채 t챤 Jacob, Nzap채 t챤 L창kw챗-L창kw챗, al챤ngbi s창ra na s챗se, na p철p철 t챤 챘 zo.",III KĂTĂ „ TĂ‹NĂ‹ TĂŽ BATA NA BĂŠ D챤ko g챦 tanga t챤 창vers챘e t챤 psaume s척 a l철nd철 na vers챘e z청sk창 na vers챘e na fad챘 momven챤 mo b창a 창y챗 kw챗 s척 Nzap채 t챤 Jacob Nzap채 t챤 L창kw챗L창kw챗 al챤ngbi s창ra na s챗se na p철p철 t챤 챘 zo,III KĂTĂ „ TĂ‹NĂ‹ TĂŽ BATA NA BĂŠ D챤ko g챦 tanga t챤 창vers챘e t챤 psaume s척 a l철nd철 na vers챘e z청sk창 na vers챘e na fad챘 momven챤 mo b창a 창y챗 kw챗 s척 Nzap채 t챤 Jacob Nzap채 t챤 L창kw챗L창kw챗 al챤ngbi s창ra na s챗se na p철p철 t챤 챘 zo
"Lo yeke tiri birä gï ndâli tî zo ôko pëpëe, me ndâli tî gbâ tî âzo kwê, na ndo sô, na ndo kâ, sô ayeke na yâ pönö.",Lo yeke tiri birä gï ndâli tî zo ôko pëpëe me ndâli tî gbâ tî âzo kwê na ndo sô na ndo kâ sô ayeke na yâ pönö,Lo yeke tiri birä gï ndâli tî zo ôko pëpëe me ndâli tî gbâ tî âzo kwê na ndo sô na ndo kâ sô ayeke na yâ pönö
