text,text_clean,text_ents
Es kapitel citii a' [[Ankara]].,Es kapitel citii a Ankara,Es kapitel citii a Ankara
Aarmanya esa kuntrii i' [[Asya]].,Aarmanya esa kuntrii i Asya,Aarmanya esa kuntrii i Asya
[[Yerevan]] es t' kapitel o' kuntrii.,Yerevan es t kapitel o kuntrii,Yerevan es t kapitel o kuntrii
T' kapitel citii es Lilongwe.,T kapitel citii es Lilongwe,T kapitel citii es Lilongwe
"T' Eserbeyjani manat ([[Eserbeyjani]]: ""Azərbaycan manatı"", symbol: ₼, ISO 4217: AZN) es t' ofishil [[kurencii]] o' [[Eserbeyjan]].",T Eserbeyjani manat Eserbeyjani Azərbaycan manatı symbol ₼ ISO AZN es t ofishil kurencii o Eserbeyjan,T Eserbeyjani manat Eserbeyjani Azərbaycan manatı symbol ₼ ISO AZN es t ofishil kurencii o Eserbeyjan
"Fijian (Fijian: """") esa Austronesian laenghwij o' t' Malayo-Polynesian family tal'n b' soom 350 000–450 000 etnik Fijians as a natiw laenghwij.",Fijian Fijian esa Austronesian laenghwij o t MalayoPolynesian family taln b soom etnik Fijians as a natiw laenghwij,Fijian Fijian esa Austronesian laenghwij o t MalayoPolynesian family taln b soom etnik Fijians as a natiw laenghwij
"T' 2013 Konstitushun maeked Fijian as an ofishol laenghwij o' Fiji, wit' Inglish an [[Hindi]] tuu, an deir es diskushun abaut establishin et as t' ""nashunal laenghwij"", alla Inglish an Hindi wil stey ofishol.",T Konstitushun maeked Fijian as an ofishol laenghwij o Fiji wit Inglish an Hindi tuu an deir es diskushun abaut establishin et as t nashunal laenghwij alla Inglish an Hindi wil stey ofishol,T Konstitushun maeked Fijian as an ofishol laenghwij o Fiji wit Inglish an Hindi tuu an deir es diskushun abaut establishin et as t nashunal laenghwij alla Inglish an Hindi wil stey ofishol
Fijian esa VOS laenghwij.,Fijian esa VOS laenghwij,Fijian esa VOS laenghwij
"[[A]] pidjiniz'd form es used b' mani [[Indo]]-Fijians an etnik Chinese a' dem ailen, whiil Pidgin Hindustani es used b' mani rural etnik Fijians.",A pidjinizd form es used b mani IndoFijians an etnik Chinese a dem ailen whiil Pidgin Hindustani es used b mani rural etnik Fijians,A pidjinizd form es used b mani IndoFijians an etnik Chinese a dem ailen whiil Pidgin Hindustani es used b mani rural etnik Fijians
T' consonant fonemes o' Fijian es as shown i' t' followin tabul: T' consonent writ'n ⟨dr⟩ haufs bin describ'd as a prenasaliz'd trill [nr] o trill'd fricativ [ndr].,T consonant fonemes o Fijian es as shown i t followin tabul T consonent writn ⟨dr⟩ haufs bin describd as a prenasalizd trill nr o trilld fricativ ndr,T consonant fonemes o Fijian es as shown i t followin tabul T consonent writn ⟨dr⟩ haufs bin describd as a prenasalizd trill nr o trilld fricativ ndr
"Tho, ets onli rarlii pronouns'd [[wit]]' a trill'd reliis; t' primarii feachure distinguishin et f' ⟨d⟩ es tat ets postalveolar, [ɳɖ], insteado' dental/alveolar.",Tho ets onli rarlii pronounsd wit a trilld reliis t primarii feachure distinguishin et f ⟨d⟩ es tat ets postalveolar ɳɖ insteado dentalalveolar,Tho ets onli rarlii pronounsd wit a trilld reliis t primarii feachure distinguishin et f ⟨d⟩ es tat ets postalveolar ɳɖ insteado dentalalveolar
T' sowns [p] an [f] okkur onli i' loanwords f' otha laenghwijs.,T sowns p an f okkur onli i loanwords f otha laenghwijs,T sowns p an f okkur onli i loanwords f otha laenghwijs
T' sowns [x] an [h] onli okkur f' talas f' serten rejins o' t' kuntrii.,T sowns x an h onli okkur f talas f serten rejins o t kuntrii,T sowns x an h onli okkur f talas f serten rejins o t kuntrii
"Notis t' differens i' place o' articulayshun b'twiin t' voic'd-voiceles fricativ payrs: bilabial [β] vs. labiodental [f], an dental [ð] vs. alveolar [s].",Notis t differens i place o articulayshun btwiin t voicdvoiceles fricativ payrs bilabial β vs labiodental f an dental ð vs alveolar s,Notis t differens i place o articulayshun btwiin t voicdvoiceles fricativ payrs bilabial β vs labiodental f an dental ð vs alveolar s
Dem wowel fonemes es:,Dem wowel fonemes es,Dem wowel fonemes es
Ai Hiva Oa esa [[ailen]] i' t' [[Pesifik Oshen]].,Ai Hiva Oa esa ailen i t Pesifik Oshen,Ai Hiva Oa esa ailen i t Pesifik Oshen
Atuona es ofishol kapitel on t' ailen.,Atuona es ofishol kapitel on t ailen,Atuona es ofishol kapitel on t ailen
"Durban (Zulu: ""eThekwini"") es t' therd biges citii i' [[Sowth Afreka]].",Durban Zulu eThekwini es t therd biges citii i Sowth Afreka,Durban Zulu eThekwini es t therd biges citii i Sowth_Afreka
I' es t' biges citii i' t' province o' KwaZulu-Natal.,I es t biges citii i t province o KwaZuluNatal,I es t biges citii i t province o KwaZuluNatal
"Alessandro Francesco Tommaso Antonio Mandsonii (Maach 7, 1785 — Mieh 22, 1873) es wan [[italiian]] riiter, awtoo o' t' novel «""I"" ""promessi sposi»,"" wan o' t' authors o' modeen Italiian laengwij.",Alessandro Francesco Tommaso Antonio Mandsonii Maach — Mieh es wan italiian riiter awtoo o t novel « I promessi sposi » wan o t authors o modeen Italiian laengwij,Alessandro Francesco Tommaso Antonio Mandsonii Maach — Mieh es wan italiian riiter awtoo o t novel « I promessi sposi » wan o t authors o modeen Italiian laengwij
Uro (€; EUR) esa kurencii i' [[Urup]].,Uro € EUR esa kurencii i Urup,Uro € EUR esa kurencii i Urup
"Aragon, formelii t' Komunitii o' Aragon esa ortonamus komunitii i' [[Spain]].",Aragon formelii t Komunitii o Aragon esa ortonamus komunitii i Spain,Aragon formelii t Komunitii o Aragon esa ortonamus komunitii i Spain
Zaragoza es t' kapitel.,Zaragoza es t kapitel,Zaragoza es t kapitel
Italii esa kuntrii i' [[Urup]].,Italii esa kuntrii i Urup,Italii esa kuntrii i Urup
T' kapitel citii es Rome.,T kapitel citii es Rome,T kapitel citii es Rome
Marlon Brando (1924-2004) es waas wun Merikan akter.,Marlon Brando es waas wun Merikan akter,Marlon Brando es waas wun Merikan akter
Tokelau esa dapendint teritrii o' Nyuu Ziilan i' t' sowthern Pesifik Oshen.,Tokelau esa dapendint teritrii o Nyuu Ziilan i t sowthern Pesifik Oshen,Tokelau esa dapendint teritrii o Nyuu Ziilan i t sowthern Pesifik Oshen
"Et konsist a' trii tropikal koral atols (Atafu, Nukunonu an Fakaofo), wit' a kombin'd lan airea a' 10 km2 (4 sq mi).",Et konsist a trii tropikal koral atols Atafu Nukunonu an Fakaofo wit a kombind lan airea a km sq mi,Et konsist a trii tropikal koral atols Atafu Nukunonu an Fakaofo wit a kombind lan airea a km sq mi
T' kapitel rotaits yialii b'twiin dem trii atols.,T kapitel rotaits yialii btwiin dem trii atols,T kapitel rotaits yialii btwiin dem trii atols
"Tokelau lys north o' dem Samoan Ailen, iist o' Tuwaluu, sowth o' dem Phoenix Ailen, sowthwest o' dem mor distent Line Ailen, an northwest o' dem Cook Ailen.",Tokelau lys north o dem Samoan Ailen iist o Tuwaluu sowth o dem Phoenix Ailen sowthwest o dem mor distent Line Ailen an northwest o dem Cook Ailen,Tokelau lys north o dem Samoan Ailen iist o Tuwaluu sowth o dem Phoenix Ailen sowthwest o dem mor distent Line Ailen an northwest o dem Cook Ailen
"Swains Ailen es jiiografikalii par o' Tokelau, but es subjekt t' a kurrent teritrorial dispuut an es kurentlii amminister'd b' dem Yunitid Staits as par o' Merikan Samoa.",Swains Ailen es jiiografikalii par o Tokelau but es subjekt t a kurrent teritrorial dispuut an es kurentlii amministerd b dem Yunitid Staits as par o Merikan Samoa,Swains Ailen es jiiografikalii par o Tokelau but es subjekt t a kurrent teritrorial dispuut an es kurentlii amministerd b dem Yunitid Staits as par o Merikan Samoa
"Tokelau haufs a popyulayshun a' aproksimatelii 1503 piopel, t' forth-smaales popyulayshun a' eni sowyern stait o dependsii.",Tokelau haufs a popyulayshun a aproksimatelii piopel t forthsmaales popyulayshun a eni sowyern stait o dependsii,Tokelau haufs a popyulayshun a aproksimatelii piopel t forthsmaales popyulayshun a eni sowyern stait o dependsii
"As a' t' 2019 census, abaut 48%o' dem piopel i' [[Tokelau]] wer born i' an otha kuntrii, mostlii i' [[Samoa]] an [[Nyuu Ziilan]].",As a t census abaut o dem piopel i Tokelau wer born i an otha kuntrii mostlii i Samoa an Nyuu Ziilan,As a t census abaut o dem piopel i Tokelau wer born i an otha kuntrii mostlii i Samoa an Nyuu Ziilan
"T' kuntrii haufs a lif ekspansatii a' 69, komparable [[wit]]' otha Oceanian ailen kuntriis.",T kuntrii haufs a lif ekspansatii a komparable wit otha Oceanian ailen kuntriis,T kuntrii haufs a lif ekspansatii a komparable wit otha Oceanian ailen kuntriis
Aproksimatelii 94% a' t' popyulayshun tal Tokelauan as a fas laenghwij.,Aproksimatelii a t popyulayshun tal Tokelauan as a fas laenghwij,Aproksimatelii a t popyulayshun tal Tokelauan as a fas laenghwij
"T' kuntrii haufs t' smaales ekonomii i' t' werl, alla ets a liida i' renyuuable enerjii, b'in t' fas 100% sola power'd nayshun i' t' werld.",T kuntrii haufs t smaales ekonomii i t werl alla ets a liida i renyuuable enerjii bin t fas sola powerd nayshun i t werld,T kuntrii haufs t smaales ekonomii i t werl alla ets a liida i renyuuable enerjii bin t fas sola powerd nayshun i t werld
"T' motto a' [[Tokelau]] es ""[[Tokelau]] mo te Atua"", wich miins ""[[Tokelau]] f' t' Almitii.""",T motto a Tokelau es Tokelau mo te Atua wich miins Tokelau f t Almitii,T motto a Tokelau es Tokelau mo te Atua wich miins Tokelau f t Almitii
"Skotlund ([[Inglish]]: ""Scotland"", [[Skots]]: ""Scotland"", Skottish Gaelic: ""Alba"") esa kuntrii i' north o' t' [[Yunitid Kingdum]].",Skotlund Inglish Scotland Skots Scotland Skottish Gaelic Alba esa kuntrii i north o t Yunitid Kingdum,Skotlund Inglish Scotland Skots Scotland Skottish Gaelic Alba esa kuntrii i north o t Yunitid Kingdum
T' kapitel citii es Edinburgh.,T kapitel citii es Edinburgh,T kapitel citii es Edinburgh
 <ns>0</ns>  <revision></revision>  <parentid>43317</parentid>  <timestamp>2021-12-14T17:43:08Z</timestamp>  <contributor></contributor>  <username>Alefar</username>    <comment>Added prime minister.</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Wallis an Futuna (Wallisian: ʻUvea mo Futuna; [[French]]: Wallis-et-Futuna) esa ailen [[dapendincii]] i' a' [[Pesifik Oshen]].,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameAlefarusername commentAdded prime ministercomment modelwikitextmodel formattextxwikiformat Wallis an Futuna Wallisian ʻUvea mo Futuna French WallisetFutuna esa ailen dapendincii i a Pesifik Oshen,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameAlefarusername commentAdded prime ministercomment modelwikitextmodel formattextxwikiformat Wallis an Futuna Wallisian ʻUvea mo Futuna French WallisetFutuna esa ailen dapendincii i a Pesifik Oshen
"Josiif Vissarionovich Stalin (Jughashvilii) ([[Rushan]]: ""Иосиф Виссарионович Сталин""; Jorjan: იოსებ ვიზარიანოვიჩი სტალინი) wos [[Rushan]] revolyuushanar, t' sekan liida o' [[YoSSR]] (1924 — 1953).",Josiif Vissarionovich Stalin Jughashvilii Rushan Иосиф Виссарионович Сталин Jorjan იოსებ ვიზარიანოვიჩი სტალინი wos Rushan revolyuushanar t sekan liida o YoSSR —,Josiif Vissarionovich Stalin Jughashvilii Rushan Иосиф Виссарионович Сталин Jorjan იოსებ ვიზარიანოვიჩი სტალინი wos Rushan revolyuushanar t sekan liida o YoSSR —
"Deir esa kuult o' personalitii o' Stalin, daa wos kriyaitiid i' 20-s iyas o' XX cenchurii.",Deir esa kuult o personalitii o Stalin daa wos kriyaitiid i s iyas o XX cenchurii,Deir esa kuult o personalitii o Stalin daa wos kriyaitiid i s iyas o XX cenchurii
Nikita Khruschov traaii'd tuu konkeer et.,Nikita Khruschov traaiid tuu konkeer et,Nikita Khruschov traaiid tuu konkeer et
"T' Tasman Sii esa saf iin t' Pasifik Oshen, bitwiin [[Ostrielya]] an [[Nyuu Ziilan]].",T Tasman Sii esa saf iin t Pasifik Oshen bitwiin Ostrielya an Nyuu Ziilan,T Tasman Sii esa saf iin t Pasifik Oshen bitwiin Ostrielya an Nyuu Ziilan
" es d' tenth manth a' d' iya, d' sekan manth a' [[ortam]] en d' sekan manth a' [[spring]].",es d tenth manth a d iya d sekan manth a ortam en d sekan manth a spring,es d tenth manth a d iya d sekan manth a ortam en d sekan manth a spring
S' therti wan dieh in Oktoeba.,S therti wan dieh in Oktoeba,S therti wan dieh in Oktoeba
Endya esa kuntrii i' [[Asya]].,Endya esa kuntrii i Asya,Endya esa kuntrii i Asya
"A' kapitel citii ulla kapitel toen (ulla simpli kapitel) es t' munisipaelitii enjoyin primarii statyuus i' a' stait, [[kuntrii]], prouvins, ulla taedha region as ets siit a' gaverment.",A kapitel citii ulla kapitel toen ulla simpli kapitel es t munisipaelitii enjoyin primarii statyuus i a stait kuntrii prouvins ulla taedha region as ets siit a gaverment,A kapitel citii ulla kapitel toen ulla simpli kapitel es t munisipaelitii enjoyin primarii statyuus i a stait kuntrii prouvins ulla taedha region as ets siit a gaverment
El Salvador esa kuntrii i' [[Sentril Merika]].,El Salvador esa kuntrii i Sentril Merika,El Salvador esa kuntrii i Sentril_Merika
Liberia esa kuntrii i' t' west o' [[Afreka]].,Liberia esa kuntrii i t west o Afreka,Liberia esa kuntrii i t west o Afreka
"Harn esa wan paat o' bodii, t' end o' aarm, an ets a' prehensilitii.",Harn esa wan paat o bodii t end o aarm an ets a prehensilitii,Harn esa wan paat o bodii t end o aarm an ets a prehensilitii
"Uni praimats sach as hyuumans, chimpansiis, mankiis, lemuurs hauf t' harn, but deir esa saam ekslyushens: koalas, rakuuns andem.",Uni praimats sach as hyuumans chimpansiis mankiis lemuurs hauf t harn but deir esa saam ekslyushens koalas rakuuns andem,Uni praimats sach as hyuumans chimpansiis mankiis lemuurs hauf t harn but deir esa saam ekslyushens koalas rakuuns andem
T' hyuuman harn normallii haufs 4 fingas an a tuumb.,T hyuuman harn normallii haufs fingas an a tuumb,T hyuuman harn normallii haufs fingas an a tuumb
"Et haufs 27 bouns, nor inkluden t' sesamoiid boun, t' namba o' wich wariies b'twiin piopel.",Et haufs bouns nor inkluden t sesamoiid boun t namba o wich wariies btwiin piopel,Et haufs bouns nor inkluden t sesamoiid boun t namba o wich wariies btwiin piopel
"Independens ulla endependens esa politikl libetii, suverenitii.",Independens ulla endependens esa politikl libetii suverenitii,Independens ulla endependens esa politikl libetii suverenitii
"[[Sowth Sudan]] esa t' kuntrii, gain't independens i' 2011.",Sowth Sudan esa t kuntrii gaint independens i,Sowth_Sudan esa t kuntrii gaint independens i
"Ai Etlantic Oshen esa bidy o' salt wata betwiien [[Urup]], Antartica an Merika (Sawth an North).",Ai Etlantic Oshen esa bidy o salt wata betwiien Urup Antartica an Merika Sawth an North,Ai Etlantic Oshen esa bidy o salt wata betwiien Urup Antartica an Merika Sawth an North
Es sekan biges o' em oshen.,Es sekan biges o em oshen,Es sekan biges o em oshen
Andreas Engberg esa theolojist.,Andreas Engberg esa theolojist,Andreas Engberg esa theolojist
Algeria esa kuntrii i' [[Afreka]].,Algeria esa kuntrii i Afreka,Algeria esa kuntrii i Afreka
T' kapitel citii es Algiers.,T kapitel citii es Algiers,T kapitel citii es Algiers
"T' popyuulashun a' 40,400,000.",T popyuulashun a,T popyuulashun a
T' Repablik a' (also spelt Belau) esa ailen kuntrii i' [[Pesifik Oshen]].,T Repablik a also spelt Belau esa ailen kuntrii i Pesifik Oshen,T Repablik a also spelt Belau esa ailen kuntrii i Pesifik_Oshen
"Skots ([[Inglish]]: ""Scots"", Scots: ""Scots"", Skottish Gaelic: ""Albais"") es a laenghwij spokan i' [[Skotlund]].",Skots Inglish Scots Scots Scots Skottish Gaelic Albais es a laenghwij spokan i Skotlund,Skots Inglish Scots Scots Scots Skottish Gaelic Albais es a laenghwij spokan i Skotlund
I' es spokan as a sekan laenghwij b' ovaa wan million piopl i' Skotlund.,I es spokan as a sekan laenghwij b ovaa wan million piopl i Skotlund,I es spokan as a sekan laenghwij b ovaa wan million piopl i Skotlund
T' dialek o' Ulster Skots es spokan i' Northan Airiland.,T dialek o Ulster Skots es spokan i Northan Airiland,T dialek o Ulster Skots es spokan i Northan Airiland
"Bradley Cooper (born January 5, 1975) es wun Merikan akter.",Bradley Cooper born January es wun Merikan akter,Bradley Cooper born January es wun Merikan akter
Gaeta esa toen i' [[Italii]].,Gaeta esa toen i Italii,Gaeta esa toen i Italii
Welingtan es t' kapitel a' [[Nyuu Ziilan]].,Welingtan es t kapitel a Nyuu Ziilan,Welingtan es t kapitel a Nyuu_Ziilan
"Afrikaans (Afrekaans) esa laenghwij spokn b' Afrikaners i' [[Namibia]], [[Sowth Afreka]], [[Botswana]], [[Zambia]] an [[Zimbabwe]].",Afrikaans Afrekaans esa laenghwij spokn b Afrikaners i Namibia Sowth Afreka Botswana Zambia an Zimbabwe,Afrikaans Afrekaans esa laenghwij spokn b Afrikaners i Namibia Sowth Afreka Botswana Zambia an Zimbabwe
Moriori esa Polynesian laenghwij mos rilii riilated t' Nyuu Ziilan Maaori.,Moriori esa Polynesian laenghwij mos rilii riilated t Nyuu Ziilan Maaori,Moriori esa Polynesian laenghwij mos rilii riilated t Nyuu Ziilan Maaori
"Ets natiw laenghwij o' dem Moriori, t' endijenus piopel o' dem Chattam Ailen (Moriori: ""Rēkohu"") — an arkipelago o' [[Nyuu Ziilan]], sowth iist o' Nyuu Ziilan's Sowth Ailen.",Ets natiw laenghwij o dem Moriori t endijenus piopel o dem Chattam Ailen Moriori Rēkohu — an arkipelago o Nyuu Ziilan sowth iist o Nyuu Ziilans Sowth Ailen,Ets natiw laenghwij o dem Moriori t endijenus piopel o dem Chattam Ailen Moriori Rēkohu — an arkipelago o Nyuu_Ziilan sowth iist o Nyuu Ziilans Sowth Ailen
T' las spiika wos [[Hirawanu Tapu]].,T las spiika wos Hirawanu Tapu,T las spiika wos Hirawanu_Tapu
Dem Chatham [[Ailen's]] fas Yuripiin kontakt wos lorngf' [[William R. Broughton]] o' t' [[Yunitid Kingdum]] huu lan'd a' 29 Nowemba 1791 an klaim'd dem ailen.,Dem Chatham Ailens fas Yuripiin kontakt wos lorngf William R Broughton o t Yunitid Kingdum huu land a Nowemba an klaimd dem ailen,Dem Chatham Ailens fas Yuripiin kontakt wos lorngf William R Broughton o t Yunitid Kingdum huu land a Nowemba an klaimd dem ailen
"Hii reniem'd hiis shep, HMS ""Chetem"".",Hii reniemd hiis shep HMS Chetem,Hii reniemd hiis shep HMS Chetem
Broughton's shep salan intaamerii'd lorngf' dem laaidiis o' Moriori.,Broughtons shep salan intaameriid lorngf dem laaidiis o Moriori,Broughtons shep salan intaameriid lorngf dem laaidiis o Moriori
"T' enwayshun f' Taranaaki haufd a hewii empakt a' Moriori popyulayshun, kulchur an laenghwij, lorngf' onli 101 Moriori steyin i' 1862, an few tork'n t' laenghwij b' t' 1870s.",T enwayshun f Taranaaki haufd a hewii empakt a Moriori popyulayshun kulchur an laenghwij lorngf onli Moriori steyin i an few torkn t laenghwij b t s,T enwayshun f Taranaaki haufd a hewii empakt a Moriori popyulayshun kulchur an laenghwij lorngf onli Moriori steyin i an few torkn t laenghwij b t s
"[[Tho]], [[Samuel Deighton]], Resident Magistrate a' dem Chathams f' 1873 t' 1891, complii'd a short wokabyularii o' dem Moriori werd, lorngf' deir ekwiwalents i' Māori an Inglish.",Tho Samuel Deighton Resident Magistrate a dem Chathams f t compliid a short wokabyularii o dem Moriori werd lorngf deir ekwiwalents i Māori an Inglish,Tho Samuel Deighton Resident Magistrate a dem Chathams f t compliid a short wokabyularii o dem Moriori werd lorngf deir ekwiwalents i Māori an Inglish
"T' wokabyularii wos publish'd as an appendiks o' [[Michael King's]] ""Moriori: [[A]] Salan Rediiscower'd"".",T wokabyularii wos publishd as an appendiks o Michael Kings Moriori A Salan Rediiscowerd,T wokabyularii wos publishd as an appendiks o Michael_Kings Moriori A Salan Rediiscowerd
T' big kilin o' t' Moriori salan okkur'd durin t' fawl o' 1835.,T big kilin o t Moriori salan okkurd durin t fawl o,T big kilin o t Moriori salan okkurd durin t fawl o
T' enwayshun o' dem Chatham [[Ailen]] left dem Moriori salan an deir kulchur t' dy of.,T enwayshun o dem Chatham Ailen left dem Moriori salan an deir kulchur t dy of,T enwayshun o dem Chatham Ailen left dem Moriori salan an deir kulchur t dy of
Dos huu surwiiw'd wos iider kept as slaaws o t' Moriori wer wetls wos nor saankshun'd t' marrii otha Moriori o hauf letl salan wit'i' deir raas.,Dos huu surwiiwd wos iider kept as slaaws o t Moriori wer wetls wos nor saankshund t marrii otha Moriori o hauf letl salan witi deir raas,Dos huu surwiiwd wos iider kept as slaaws o t Moriori wer wetls wos nor saankshund t marrii otha Moriori o hauf letl salan witi deir raas
Dis kaus'd deir salan an deir laenghwij t' b' endanjer'd.,Dis kausd deir salan an deir laenghwij t b endanjerd,Dis kausd deir salan an deir laenghwij t b endanjerd
Deir wos onli 101 Moriori salan left outta 2 000 huu haufd surwiiw'd i' 1863.,Deir wos onli Moriori salan left outta huu haufd surwiiwd i,Deir wos onli Moriori salan left outta huu haufd surwiiwd i
"T' laenghwij wos riimeik'd f' [[Barry Barclay's]] 2000 film dokumentarii ""T' Featas o' Piis"", i' a riimeikin o' Moriori kontakt lorngf' Pākehā an Māori.",T laenghwij wos riimeikd f Barry Barclays film dokumentarii T Featas o Piis i a riimeikin o Moriori kontakt lorngf Pākehā an Māori,T laenghwij wos riimeikd f Barry_Barclays film dokumentarii T Featas o Piis i a riimeikin o Moriori kontakt lorngf Pākehā an Māori
"I' 2001, as paat o' a kulchural riiwiwal moowment, Moriori piopel b'gan attempts t' riiwiwe t' laenghwij, an kompiil'd a daatabeis o' dem Moriori werd.",I as paat o a kulchural riiwiwal moowment Moriori piopel bgan attempts t riiwiwe t laenghwij an kompiild a daatabeis o dem Moriori werd,I as paat o a kulchural riiwiwal moowment Moriori piopel bgan attempts t riiwiwe t laenghwij an kompiild a daatabeis o dem Moriori werd
Deya esa POLLEX (Polynesian Lexicon [[Project]] Online) daatabeis o' dem Moriori werd tuu.,Deya esa POLLEX Polynesian Lexicon Project Online daatabeis o dem Moriori werd tuu,Deya esa POLLEX Polynesian Lexicon Project Online daatabeis o dem Moriori werd tuu
"T' 2006 [[Nyuu Ziilan]] sens's show'd 945 salan choosin t' include ""Moriori"" amonst deya traib'l affiliayshuns, compar'd t' 35 salan i' t' 1901 sens's.",T Nyuu Ziilan senss showd salan choosin t include Moriori amonst deya traibl affiliayshuns compard t salan i t senss,T Nyuu_Ziilan senss showd salan choosin t include Moriori amonst deya traibl affiliayshuns compard t salan i t senss
Klasifikayshun.,Klasifikayshun,Klasifikayshun
"Wan hipotesis tat wos diskredited i' t' 1960s an 1970s staited dem Moriori salan wos distinkt f' dem Māori set'las o' [[Nyuu Ziilan]], an anotha hipotesis amon dem aarkaeolojists huu biiliew'd tat dem Moriori piopel huu set'l'd a' dem [[Chatham]] [[Ailen]] wos orijinalii Māori.",Wan hipotesis tat wos diskredited i t s an s staited dem Moriori salan wos distinkt f dem Māori setlas o Nyuu Ziilan an anotha hipotesis amon dem aarkaeolojists huu biiliewd tat dem Moriori piopel huu setld a dem Chatham Ailen wos orijinalii Māori,Wan hipotesis tat wos diskredited i t s an s staited dem Moriori salan wos distinkt f dem Māori setlas o Nyuu_Ziilan an anotha hipotesis amon dem aarkaeolojists huu biiliewd tat dem Moriori piopel huu setld a dem Chatham Ailen wos orijinalii Māori
"T' jiiniaalojikel histrei o' t' Moriori laenghwij ekspooses t' Proto-tahitic subgroup tat separaits i't' dem for laenghwijs: Tahitian, Rarotongan, Tuamotuan, an Māori.",T jiiniaalojikel histrei o t Moriori laenghwij ekspooses t Prototahitic subgroup tat separaits it dem for laenghwijs Tahitian Rarotongan Tuamotuan an Māori,T jiiniaalojikel histrei o t Moriori laenghwij ekspooses t Prototahitic subgroup tat separaits it dem for laenghwijs Tahitian Rarotongan Tuamotuan an Māori
Moriori es konsidired a dialekt o' Maori.,Moriori es konsidired a dialekt o Maori,Moriori es konsidired a dialekt o Maori
Dem tuu laenghwij shar a riilated fonolojikal form.,Dem tuu laenghwij shar a riilated fonolojikal form,Dem tuu laenghwij shar a riilated fonolojikal form
"Débora Lima Falabella (barn Febyuweri 22, 1979) es wun Breselyan aktress.",Débora Lima Falabella barn Febyuweri es wun Breselyan aktress,Débora Lima Falabella barn Febyuweri es wun Breselyan aktress
Wienna es t' kapitel citii a' [[Ostriya]].,Wienna es t kapitel citii a Ostriya,Wienna es t kapitel citii a Ostriya
Maenajemant esa jawb paeple cean dea.,Maenajemant esa jawb paeple cean dea,Maenajemant esa jawb paeple cean dea
Mara esa toen i' [[Italii]].,Mara esa toen i Italii,Mara esa toen i Italii
T' popylaushun a' 2008 iya esa 808 piopel.,T popylaushun a iya esa piopel,T popylaushun a iya esa piopel
Habitat esa kansept yoozd i ikalajii wich inkludz t pisiki spas an abiatik fakters thet afekt an ekosistem an i wa ditermin t distrebyooshen o' papyelashens o' pertikyeler kemyoonitii.,Habitat esa kansept yoozd i ikalajii wich inkludz t pisiki spas an abiatik fakters thet afekt an ekosistem an i wa ditermin t distrebyooshen o papyelashens o pertikyeler kemyoonitii,Habitat esa kansept yoozd i ikalajii wich inkludz t pisiki spas an abiatik fakters thet afekt an ekosistem an i wa ditermin t distrebyooshen o papyelashens o pertikyeler kemyoonitii
"Skotish laenghwij inflyuuens o' t' Norfuk laenghwij es nor musa big, buthh et iksiists said 2 o' t' ""HMS Baunti"" matiniis kaem from [[Skotlund]].",Skotish laenghwij inflyuuens o t Norfuk laenghwij es nor musa big buthh et iksiists said o t HMS Baunti matiniis kaem from Skotlund,Skotish laenghwij inflyuuens o t Norfuk laenghwij es nor musa big buthh et iksiists said o t HMS Baunti matiniis kaem from Skotlund
"As a' eksampel o' em Skotish werd i' t' Norfuk laenghwij, et ken bii ""wattawieh"", ""hiiw"", ""drehg"" andem.",As a eksampel o em Skotish werd i t Norfuk laenghwij et ken bii wattawieh hiiw drehg andem,As a eksampel o em Skotish werd i t Norfuk laenghwij et ken bii wattawieh hiiw drehg andem
"Ushuaia ([[Spanish]]: ""Ushuaia"") esa citii i' [[Aajentiina]].",Ushuaia Spanish Ushuaia esa citii i Aajentiina,Ushuaia Spanish Ushuaia esa citii i Aajentiina
"T' popyulayshun a' 56,956 (2010).",T popyulayshun a,T popyulayshun a
"Gukovo ([[Rushan]]: ""Гуково"") esa toen i' Rostov Oblast i' [[Rusha]], t' populayshun a' 66 332 (2017).",Gukovo Rushan Гуково esa toen i Rostov Oblast i Rusha t populayshun a,Gukovo Rushan Гуково esa toen i Rostov Oblast i Rusha t populayshun a
Taatu esa citii i' [[Estonya]].,Taatu esa citii i Estonya,Taatu esa citii i Estonya
"Nyuukaasel ([[Inglish]]: ""Newcastle"") (ulla ""Nyuukastel"") es t' sekan biges citii i' [[Nyuu Sauth Wiels]], aafta Sidnii.",Nyuukaasel Inglish Newcastle ulla Nyuukastel es t sekan biges citii i Nyuu Sauth Wiels aafta Sidnii,Nyuukaasel Inglish Newcastle ulla Nyuukastel es t sekan biges citii i Nyuu Sauth Wiels aafta Sidnii
I' es t' biges non-kapitel citii i' [[Ostrielya]].,I es t biges nonkapitel citii i Ostrielya,I es t biges nonkapitel citii i Ostrielya
"I' es neiimed aafta Nyuucastle-upon-Tyne, a citii i' [[Ingland]].",I es neiimed aafta NyuucastleuponTyne a citii i Ingland,I es neiimed aafta NyuucastleuponTyne a citii i Ingland
