qcode	count	label	qcodes_broader
Q12891322	1	Guillaume Raoul	['Q5']
Q1028664	23	Bear River	['Q15127012']
Q5336715	5	Eddyville	['Q17343829']
Q1615013	37	Hinojos	['Q2074737']
Q56158	100	Georges Bizet	['Q5']
Q12894120	1	Mario Delatour	['Q5']
Q2416252	25	Granby	['Q15127012']
Q48146	117	398	['Q577']
Q5853655	4	Extraño en su pueblo	['Q5398426']
Q996433	34	Smyrna	['Q15127012']
Q635581	14	Tommaso Ceva	['Q5']
Q748629	22	786	['Q21199', 'Q50707', 'Q13366104']
Q87475391	4	Mehdi Barsaoui	['Q5']
Q761544	15	Carl Pomerance	['Q5']
Q1143418	12	Culkin	['Q4167410']
Q982020	28	West Lake Hills	['Q1093829']
Q6679	156	1492	['Q577', 'Q217036']
Q3208614	2	The Wolberg Family	['Q11424']
Q11579	121	kelvin	['Q223662', 'Q68723978', 'Q69197847', 'Q82047053']
Q681022	29	Elk Falls	['Q1093829']
Q952768	28	Forest City	['Q1093829']
Q279881	10	Cane	['Q5398426']
Q1016	306	Libya	['Q6256', 'Q3624078', 'Q51576574']
Q39906	91	.cg	['Q14296', 'Q42032']
Q20559597	1	Michael Brudent	['Q5']
Q778335	34	Fremont	['Q1093829']
Q2880151	23	Smithville	['Q15127012']
Q12153720	3	La vraie vie des profs	['Q11424']
Q154353	68	François Arago	['Q5']
Q11515424	2	Momoko Kaechi	['Q5']
Q1913213	34	Sigourney	['Q1093829']
Q1924160	38	Morris	['Q1093829']
Q844024	32	Artibonite	['Q62127']
Q2363569	22	Liberty	['Q751708']
Q230417	28	Zurich	['Q1093829']
Q23408	92	Bouvet Island	['Q23442', 'Q1048835', 'Q5260616']
Q2081755	25	Menno	['Q1093829']
Q982470	27	Petronila	['Q1093829']
Q7408277	2	Sam Vandervelde	['Q5']
Q756267	41	Atlantic	['Q1093829']
Q15869	169	Freddie Mercury	['Q5']
Q605567	8	Lisette Morelos	['Q5']
Q11083	107	large intestine	['Q103812529', 'Q112826905']
Q3289503	25	Orme	['Q15127012']
Q1414535	16	957	['Q21199', 'Q50707', 'Q13366129']
Q3710682	25	Mexico	['Q486972', 'Q15127012']
Q3599338	7	544	['Q4167410']
Q21034500	8	Bubble Gum	['Q5398426']
Q2203159	25	Gilbert	['Q15127012']
Q2444021	27	Partridge	['Q1093829']
Q67605	31	Cardiff	['Q15127012']
Q499375	24	Daru	['Q515']
Q12890533	1	Evelyne Cenoud	['Q5']
Q315591	39	Sōsuke Uno	['Q5']
Q5042051	5	Carlos Espejel	['Q5']
Q3441288	8	Mama, There's A Man in Your Bed	['Q11424']
Q774746	25	Muldrow	['Q15127012']
Q2573030	28	Parker	['Q1093829']
Q21030810	4	Nassim Si Ahmed	['Q5']
Q969068	28	Superior	['Q15127012']
Q18694580	1	Yvette Farraudiere	['Q5']
Q2749646	33	Hyden	['Q1093829']
Q560598	8	Edward Burr Van Vleck	['Q5']
Q2301206	13	Life and Nothing But	['Q11424']
Q34267	102	Międzyrzec Podlaski	['Q2616791']
Q49757	151	poet	['Q28640']
Q2668783	21	Holloway	['Q751708']
Q3450163	20	Waltham	['Q15127012']
Q3882	151	Manama	['Q515', 'Q1549591']
Q493282	7	I Am Legend	['Q5398426']
Q19881635	8	2015 Haitian presidential election	['Q858439']
Q1934160	33	Brayton	['Q1093829']
Q196076	20	Bonifacio	['Q24764']
Q15140296	11	Lucille George-Wout	['Q5']
Q2643579	32	Falls City	['Q63440326']
Q782096	16	926	['Q21199', 'Q50707', 'Q13366104']
Q1885409	12	Ellington	['Q15219655']
Q57982258	32	The Call of the Wild	['Q11424']
Q2049587	24	Dwight	['Q1093829']
Q2346627	31	Brookston	['Q1093829']
Q25026	14	Gyebaek	['Q5398426']
Q3449712	19	Hope	['Q2154459']
Q835537	56	Reznos	['Q2074737']
Q966237	13	Féodor Atkine	['Q5']
Q594275	41	General Santos	['Q29946056']
Q18470859	4	El medio pelo	['Q5398426']
Q530231	31	Espaillat Province	['Q913337']
Q620629	88	deism	['Q2198855', 'Q2728698', 'Q2915955', 'Q4818719']
Q973936	35	Henrietta	['Q1093829']
Q484814	13	Forbidden Passions	['Q5398426']
Q2837374	30	Lake City	['Q1093829']
Q14617924	4	Cadena braga	['Q5398426']
Q868848	38	Golden Valley	['Q1093829']
Q12894989	1	Orville Keane	['Q5']
Q269881	22	Suzy Delair	['Q5']
Q238924	24	Mary Kay Place	['Q5']
Q6315685	24	Jussie Smollett	['Q5']
Q2508987	14	cinema of Belgium	['Q67515288']
Q3458103	18	East Nassau	['Q751708', 'Q55237813']
Q579613	32	Marseilles	['Q1093829']
Q2440961	31	Blackey	['Q1093829']
Q35925	28	Tabuk	['Q106078286']
Q942768	33	Lawler	['Q1093829']
Q5405	137	1226	['Q577']
Q998587	36	Parma Heights	['Q1093829']
Q1931362	35	Goodland	['Q1093829']
Q286920	8	Winston McAnuff	['Q5']
Q41737	21	Basista	['Q24764']
Q488134	57	Ontario	['Q1549591', 'Q13218357']
Q185892	1	creep limit	['Q206175']
Q80029	34	Smiths Station	['Q1093829']
Q1183147	24	Pillow	['Q777120']
Q1373927	25	Shenandoah	['Q15127012']
Q2805012	25	Ridgeville	['Q15127012']
Q927886	20	Meridian	['Q486972']
Q1275768	73	Fred Rogers	['Q5']
Q1973306	21	Holliday	['Q751708']
Q1569520	28	Verona	['Q15221373']
Q525669	24	Elmwood	['Q751708']
Q1966807	23	Cloverdale	['Q486972']
Q5612	144	1302	['Q577']
Q7287630	2	Ralph Henstock	['Q5']
Q3557679	7	Victoria Bedos	['Q5']
Q3018364	4	David Marsais	['Q5']
Q18601569	4	list of Malian writers	['Q13406463']
Q1511212	1	Oldtown	['Q1093829']
Q25231	144	Svalbard	['Q33837', 'Q10864048', 'Q26934845']
Q3449505	20	Verona Island	['Q15127012']
Q91638	9	Heinz-Otto Peitgen	['Q5']
Q74394	25	Fresno	['Q498162']
Q20044514	7	1013	['Q4167410']
Q30930	121	157	['Q577']
Q16234565	4	Christiano François	['Q5']
Q12892349	2	Kimberly Sellers	['Q5']
Q2662033	29	Morrill	['Q1093829']
Q1181480	22	Paxtang	['Q777120']
Q391369	59	Semestene	['Q747074']
Q80479	103	Herpestidae	['Q16521']
Q2073681	30	Colony	['Q1093829']
Q3473414	2	Sarah Sanders	['Q5']
Q442965	19	Angélica María	['Q5']
Q12965925	21	27 May 2008	['Q2587', 'Q47150325']
Q1514440	30	Mansfield	['Q15127012']
Q493095	22	Libon	['Q24764']
Q6127284	2	Jamaica Committee	['Q7210356']
Q983426	41	Winnemucca	['Q62049', 'Q1093829']
Q73001	14	Georg Hamel	['Q5']
Q2725770	31	Trenton	['Q751708']
Q966470	47	Estepa	['Q2074737']
Q4029609	4	1962	['Q4167410']
Q12898314	1	Wilfrid Frido Austin	['Q5']
Q2404078	23	Woodford	['Q15127012']
Q3104475	4	Gesner Armand	['Q5']
Q2823120	3	Achille de Rochambeau	['Q5']
Q12512	114	St. Peter's Basilica	['Q124936', 'Q317557', 'Q570116', 'Q1492823', 'Q2319498', 'Q2713379', 'Q15487029']
Q6897	147	1639	['Q235673', 'Q3186692']
Q536415	23	Wynton Kelly	['Q5']
Q1295496	30	Monseñor Nouel Province	['Q913337']
Q501766	51	Murfreesboro	['Q62049', 'Q1093829', 'Q1549591']
Q178882	78	Kristen Bell	['Q5']
Q2493311	8	Mis 3 Hermanas	['Q5398426']
Q1893660	28	Bogue	['Q1093829']
Q5651099	5	Un Esposo para Estela	['Q5398426']
Q3568839	10	William Nadylam	['Q5']
Q8008389	2	William Edge	['Q22808320']
Q1947659	32	Castana	['Q1093829']
Q958488	28	Arapahoe	['Q1093829']
Q130655	25	Villanueva de la Concepción	['Q2074737']
Q25702574	1	Rudy Plaate	['Q5']
Q3438016	5	Henk Dorgelo	['Q5']
Q12894767	1	Nemours Vincent	['Q5']
Q399	324	Armenia	['Q6256', 'Q3624078']
Q213160	22	Leyte	['Q24764']
Q1003689	37	Waveland	['Q1093829']
Q3151593	3	Beyond Suspicion	['Q11424']
Q7756265	5	The Passion of Ayn Rand	['Q11424']
Q16551	208	Vermont	['Q35657']
Q16945935	1	Chrismonor Thelusma	['Q5']
Q950542	13	Gilles Carle	['Q5']
Q2430177	12	Pilate	['Q3685462']
Q13753	43	Bukidnon	['Q24746']
Q1201	159	Saarland	['Q1221156']
Q575427	31	Colona	['Q1093829']
Q2222940	31	Waynesboro	['Q1093829']
Q3448314	21	Mariaville	['Q15127012']
Q2384715	27	Portis	['Q1093829']
Q2459054	25	Welsh	['Q15127012']
Q20050804	2	1569	['Q4167410']
Q51520	37	The Passion of Joan of Arc	['Q226730']
Q12893558	1	Llayron Clarkson	['Q5']
Q5574228	15	Gnetum africanum	['Q16521']
Q9631	92	ovary	['Q103812529', 'Q112826905']
Q1028023	31	Westerly	['Q2154459']
Q663	191	aluminium	['Q11344', 'Q11426', 'Q214609', 'Q113681859']
Q30033	23	Conner	['Q24764']
Q2026767	22	Hildebran	['Q15127012']
Q6007550	5	Maximiliano y Carlota	['Q5398426']
Q2572436	20	Pomfret	['Q2154459']
Q578645	31	Nason	['Q1093829']
Q1913454	33	Fenton	['Q1093829']
Q913989	27	La usurpadora	['Q5398426']
Q1506187	28	Colton	['Q15127012']
Q920210	23	Taneyville	['Q751708']
Q20563691	1	Wagner Lalanne	['Q5']
Q25284	113	parsley	['Q16521', 'Q207123']
Q2308230	24	Fremont	['Q15127012']
Q16101	46	Braintree	['Q1093829']
Q978897	26	Mobeetie	['Q1093829']
Q125904	87	Edward Norton	['Q5']
Q299968	24	Miki Manojlović	['Q5']
Q2551356	32	4	['Q4167410']
Q834561	53	Valdenebro	['Q2074737']
Q6194	137	1366	['Q577']
Q600122	25	Solen	['Q1093829']
Q47402126	10	About Time	['Q5398426']
Q30463	128	908	['Q577']
Q277221	20	Alexander Markovich Polyakov	['Q5']
Q314197	20	Salcedo	['Q24764']
Q233	302	Malta	['Q6256', 'Q3624078']
Q13616	97	Matera	['Q747074']
Q16945870	1	Cameau Anderson	['Q5']
Q1016937	24	Burrillville	['Q15127012']
Q5696151	4	Anita de Montemar	['Q5398426']
Q106357649	5	Delicious	['Q11424']
Q1344	53	opera	['Q188451', 'Q862597', 'Q7777573', 'Q112248470']
Q1417640	7	War Admiral	['Q726']
Q20050941	2	1716	['Q4167410']
Q738229	38	Williamsburg	['Q62049', 'Q1093829']
Q437189	29	Silvana Pampanini	['Q5']
Q375191	15	László Szabó	['Q5']
Q891796	28	Max Greenfield	['Q5']
Q30176	122	658	['Q577']
Q37349	115	Dalai Lama	['Q4164871', 'Q15904441']
Q974158	18	Cayemites	['Q23442']
Q795401	28	Spring Valley	['Q751708', 'Q55237813']
Q2639827	26	Delaware	['Q15127012']
Q5673107	2	Amor sincero	['Q5398426']
Q3430563	5	2	['Q29961325']
Q1387726	54	Luis Fonsi	['Q5']
Q2270375	11	Alphonse de Polignac	['Q5']
Q632546	31	Bertrand's postulate	['Q65943']
Q12965938	13	9 November 2008	['Q2991', 'Q47150325']
Q1657562	40	Torres	['Q2074737']
Q2315814	18	Phillipstown	['Q751708']
Q20046895	5	1307	['Q4167410']
Q3599969	7	839	['Q4167410']
Q2451171	30	Cotton Plant	['Q1093829']
Q1714	27	Lamitan	['Q106078286']
Q680832	14	Baldassarre Boncompagni	['Q5']
Q967324	38	Glendive	['Q1093829']
Q20013070	2	Amaranta Ruiz	['Q5']
Q5273293	11	Dick Purcell	['Q5']
Q5997494	4	Marianela	['Q5398426']
Q229134	51	Christine Baranski	['Q5']
Q484615	75	Ethan Hawke	['Q5']
Q1187041	37	State College	['Q777120']
Q727975	28	Spragueville	['Q1093829']
Q403985	15	Ponce	['Q4167410']
Q6164259	3	Vivir sin ti	['Q5398426']
Q3470687	6	Dixville	['Q1394476']
Q30526	119	689	['Q577']
Q12891070	1	Gladys Cabarus	['Q5']
Q118417	3	Cox's timepiece	['Q376']
Q34836	146	Ulysses S Grant	['Q5']
Q1373531	22	Boykins	['Q15127012']
Q65321833	12	Benjamin Voisin	['Q5']
Q5956467	10	Hymenocardia acida	['Q16521']
Q48214	107	Near East	['Q82794', 'Q3502482']
Q83310	112	house mouse	['Q16521']
Q349857	34	Christopher McDonald	['Q5']
Q54377174	11	La Reina del Flow	['Q5398426']
Q957268	21	Agar	['Q15127012']
Q5923567	2	Iván Tamayo Arocha	['Q5']
Q2638365	8	Albert Lambert	['Q5']
Q14079	2	liana	['Q2355817']
Q982372	41	Dalhart	['Q1093829']
Q173688	22	Macrohon	['Q24764']
Q27349	4	dentist	['Q3922583', 'Q12737077', 'Q108300140']
Q3708949	5	Hiawatha	['Q74047']
Q930705	11	Einar Hille	['Q5']
Q324937	35	Mikhail Kalatozov	['Q5']
Q2601458	12	list of diplomatic missions of Haiti	['Q13406463']
Q3490980	3	Sophie Lellouche	['Q5']
Q375892	11	Roman Catholic Diocese of Hinche	['Q3146899']
Q241256	62	Civet	['Q16521']
Q312556	98	Jeff Bezos	['Q5']
Q2603465	32	Sprague	['Q1093829']
Q30875	210	Oscar Wilde	['Q5']
Q10955242	7	338	['Q4167410']
Q2412143	30	Belton	['Q1093829']
Q16342	3	XML Schema	['Q2115', 'Q235557', 'Q1043076']
Q617608	16	Apango	['Q486972']
Q15696860	7	Patricia Bernal	['Q5']
Q501789	34	Colonial Heights	['Q1266818']
Q2092	206	1917	['Q235687', 'Q3186692']
Q76716	79	Karl Lagerfeld	['Q5']
Q3245993	17	Akan	['Q15127012']
Q250447	18	Nothing to Declare	['Q11424']
Q43458	24	Mahatao	['Q24764']
Q1013236	14	South Hackensack	['Q7830213']
Q21648929	2	Christèle Tual	['Q5']
Q6878	160	1714	['Q235687', 'Q3186692']
Q12898251	1	Wanda Patterson	['Q5']
Q5675179	3	Andrea Guzmán	['Q5']
Q1414667	16	830	['Q21199', 'Q50707', 'Q13366104']
Q93310	42	list of municipalities in Soria	['Q13406463']
Q228725	46	Cynthia Nixon	['Q5']
Q24836	123	85	['Q577']
Q2431273	25	Otis	['Q15127012']
Q12457	139	International System of Units	['Q232405', 'Q317623', 'Q1334738', 'Q99734981']
Q44237	82	Mendoza	['Q515', 'Q15284', 'Q1549591']
Q2444373	28	Dawson	['Q1093829']
Q12891973	3	Jeremi	['Q4167410']
Q109860507	3	Rose	['Q11424']
Q2424972	29	Shannon	['Q15127012']
Q15375017	10	Vitex doniana	['Q16521']
Q1940870	21	Mount Summit	['Q486972']
Q79549	33	Montevallo	['Q1093829']
Q2046170	26	Peach Orchard	['Q515']
Q1613295	42	Arjonilla	['Q2074737']
Q377905	24	Sebring	['Q532']
Q1912300	29	Sodaville	['Q63440326']
Q2093590	29	Malone	['Q15127012']
Q106622	8	Hans Petersson	['Q5']
Q62755	23	Kawit	['Q24764']
Q1086532	25	Hampton	['Q486972', 'Q2911266']
Q3234429	3	Les papas du dimanche	['Q11424']
Q396443	12	180	['Q4167410']
Q41035	91	.lk	['Q42032']
Q1086248	12	Zona Central, Rio de Janeiro	['Q1367821']
Q963737	26	Levasy	['Q1093829']
Q3529973	2	Tiwony	['Q5']
Q630828	19	760	['Q21199', 'Q50707', 'Q190890', 'Q13366104']
Q19562	136	1130	['Q577']
Q2569446	12	Roseaux	['Q3685462']
Q370110	34	Keith Mitchell	['Q5']
Q1807149	23	Satartia	['Q751708']
Q985264	37	Sebastopol	['Q1093829']
Q3709821	14	Wells	['Q15127012', 'Q106071004']
Q12886865	2	1805	['Q4167410']
Q105393862	34	Titane	['Q11424']
Q16946026	1	Claude Jean Desgrottes	['Q5']
Q3708733	16	Gaines	['Q15127012', 'Q106071004']
Q955486	29	Taos	['Q1093829']
Q2419426	22	Rindge	['Q15127012']
Q329485	51	Parkersburg	['Q62049', 'Q1093829']
Q356472	21	Guinsiliban	['Q24764']
Q84567215	4	10 jours sans maman	['Q11424']
Q42530	103	tropics	['Q82794']
Q3452826	18	Village of the Branch	['Q751708']
Q1787261	28	Louisville	['Q751708']
Q6602	181	Strasbourg	['Q484170', 'Q902814', 'Q1549591']
Q4668133	2	Abner Genece	['Q5']
Q2618803	25	Colome	['Q1093829']
Q130069	39	Kanab	['Q62049', 'Q1093829']
Q3263771	6	Joseph Philippe Lemercier Laroche	['Q5']
Q1268766	26	Grayson Valley	['Q498162', 'Q17343829']
Q3600061	7	898	['Q4167410']
Q4262700	5	Louisiane Saint Fleurant	['Q5']
Q994475	39	Lamar	['Q62049', 'Q1093829']
Q1370937	21	Robert Simson	['Q5']
Q463557	52	Rand Paul	['Q5']
Q3476929	21	Dixmont	['Q15127012']
Q1374077	25	Damascus	['Q15127012']
Q181232	65	anode	['Q4897819']
Q2281419	14	Camp-Perrin	['Q3685462']
Q626786	22	Libacao	['Q24764']
Q1179572	10	1941	['Q4167410']
Q19132	25	ר	['Q11862728', 'Q41662005']
Q83193	116	lettuce	['Q16521']
Q3708363	15	Maryland	['Q15127012', 'Q106071004']
Q200520	41	MI	['Q4167410']
Q2499823	16	Anse d'Hainault Arrondissement	['Q1665357']
Q6935869	8	Mundo de juguete	['Q5398426']
Q965460	29	Fairfield	['Q15127012']
Q2019248	30	Scotts Mills	['Q63440326']
Q189602	64	Missoula	['Q62049', 'Q1093829']
Q998905	33	St. Ansgar	['Q1093829']
Q20559016	1	Mario-Martin Fabien	['Q5']
Q5460735	8	Florence Nightingale David	['Q5']
Q3708699	14	Veteran	['Q15127012', 'Q106071004']
Q3240441	27	Canistota	['Q1093829']
Q961970	10	Philippe Le Guay	['Q5']
Q828684	16	991	['Q21199', 'Q49008', 'Q13366129']
Q10280031	12	Fantine Thó	['Q5']
Q10984462	4	Meinhard Edwin Mayer	['Q5']
Q658863	23	West Mayfield	['Q777120']
Q15727723	2	Agathe Dronne	['Q5']
Q909741	24	temperature measurement	['Q12453']
Q1916590	25	Chatham	['Q751708']
Q505549	56	Redwood City	['Q62049', 'Q1093829', 'Q13218391']
Q15890282	4	La Virgen de la Calle	['Q5398426']
Q3473382	17	Summit	['Q498162']
Q970232	28	Bangs	['Q1093829']
Q33023	121	149	['Q577']
Q157154	72	Plantago major	['Q16521', 'Q157957', 'Q190903']
Q20563804	1	Yves Joseph	['Q5']
Q2012404	21	Stratford	['Q15127012']
Q12890548	1	F Bernardin	['Q5']
Q20561839	1	Robert Bozeman	['Q5']
Q4873233	5	Battleship Island	['Q23442']
Q61107576	1	Pilar Ixquic Mata	['Q5']
Q385146	29	Palm Beach Shores	['Q15127012']
Q492811	34	Andover	['Q1093829']
Q3709122	4	Luckner Lazard	['Q5']
Q4505456	7	Lloyd N. Trefethen	['Q5']
Q439314	68	Alicia Vikander	['Q5']
Q2482296	29	Lucas	['Q1093829']
Q978602	19	Grand Acres	['Q498162']
Q16646258	3	Josepha	['Q11424']
Q118946	4	Kielsterdiep	['Q12284']
Q956750	23	Harrisburg	['Q751708']
Q20558257	1	Lyonel Saint Eloi	['Q5']
Q108939072	4	Nobody Has to Know	['Q11424']
Q981677	27	Granger	['Q1093829']
Q141080	31	Santa Colomba de Somoza	['Q2074737']
Q185271	47	flag of Papua New Guinea	['Q186516']
Q12894858	1	Nuestra Senora de la Luz, Avan	['Q486972']
Q2304585	32	Londonderry	['Q486972', 'Q15127012']
Q155493	18	Philippe Léotard	['Q5']
Q6377892	4	Katrin Wehrheim	['Q5']
Q531446	36	Clermont	['Q1093829']
Q12889769	1	Earl Owen Embree	['Q5']
Q1670492	5	Viard	['Q4167410']
Q12892125	9	Joséphine Guidy Wandja	['Q5']
Q79230	30	Lakeview	['Q1093829']
Q2025327	20	Belgium	['Q15221242']
Q646484	42	Algona	['Q62049', 'Q1093829']
Q3474017	3	Kernville	['Q74047', 'Q17343829']
Q560449	7	374	['Q4167410']
Q46573	77	Lacuna Coil	['Q215380']
Q1885472	12	Kelly	['Q15127012']
Q12886536	5	1250	['Q4167410']
Q2155347	35	Ocoee	['Q1093829']
Q257551	28	Soko	['Q5']
Q6802481	4	McNary	['Q17343829']
Q367285	15	Bridgewater Township	['Q7830213']
Q42863	85	.vc	['Q42032']
Q3338912	6	Yo no creo en los Hombres	['Q5398426']
Q657295	21	Pleasant Hills	['Q777120']
Q762743	39	Marana	['Q486972', 'Q15127012']
Q9080428	6	Sueños y caramelos	['Q5398426']
Q1570097	27	Tomahawk	['Q1093829', 'Q15221373']
Q2196389	20	Richview	['Q751708']
Q3300994	2	Maurice Lamy	['Q5']
Q12889339	1	Curtis Means	['Q5']
Q564959	9	618	['Q4167410']
Q7693271	6	Ted Harris	['Q5']
Q658160	10	Myriam Boyer	['Q5']
Q1457985	27	Tonanitla Municipality	['Q1952852']
Q16832005	10	Margaux Chatelier	['Q5']
Q720530	28	Noah Emmerich	['Q5']
Q2407984	7	Gwendoline Hamon	['Q5']
Q7139118	3	Parlons Grand-mère	['Q24862']
Q27949148	15	Voice	['Q5398426']
Q3045962	24	Jackman	['Q15127012']
Q3515373	2	Tanya Saint-Val	['Q5']
Q18213910	3	Lycée Alexandre Dumas	['Q2511322']
Q2866245	2	As Thiam	['Q5']
Q12897632	2	Tanniemola Liverpool	['Q5']
Q15051771	17	Bel Ami	['Q5398426']
Q1843651	27	Trenton	['Q15127012']
Q29992	128	802	['Q577']
Q529830	31	Jenkins	['Q1093829']
Q3458197	17	Middleville	['Q751708', 'Q55237813']
Q819	290	Laos	['Q6256', 'Q123480', 'Q465613', 'Q849866', 'Q3624078']
Q816739	38	Matoury	['Q484170']
Q52475	39	Taylorsville	['Q1093829']
Q23021437	2	Romane Portail	['Q5']
Q3173661	9	Jean Metellus	['Q5']
Q60232783	2	Sébastien Pouderoux	['Q5']
Q21001770	2	Astrid Gruber	['Q5']
Q2221815	14	Belladère	['Q902814', 'Q3685462']
Q17003709	18	Girlhood	['Q11424']
Q628777	37	Bennett	['Q1093829']
Q761883	21	Wander Johannes de Haas	['Q5']
Q441099	29	C. H. D. Buys Ballot	['Q5']
Q978747	28	Carmine	['Q1093829']
Q3223883	4	The Milk of Human Kindness	['Q11424']
Q5106903	2	Chris Holmes	['Q5']
Q558070	37	pelvic inflammatory diseases	['Q112193867']
Q68564	32	Santa Elena de Jamuz	['Q2074737', 'Q3257686']
Q844819	38	Bad Education	['Q11424']
Q49239	85	Toledo	['Q62049', 'Q1093829', 'Q1549591']
Q57227	60	Wolfgang Paul	['Q5']
Q1927672	32	Pilot Mound	['Q1093829']
Q2409133	14	Thanu Padmanabhan	['Q5']
Q913209	44	Kokomo	['Q1093829']
Q1375723	27	Appomattox	['Q62049', 'Q15127012']
Q12897798	1	Tony Moïse	['Q5']
Q12892060	1	John Gilmore	['Q5']
Q555642	14	Ivo Garrani	['Q5']
Q243007	63	Naperville	['Q110071194']
Q12888894	1	Chris Dixon	['Q5']
Q373229	22	Oak City	['Q15127012']
Q3474152	4	Applegate	['Q17343829']
Q12886473	5	1134	['Q4167410']
Q203249	68	Guru Granth Sahib	['Q179461', 'Q47461344']
Q753858	38	Intertropical Convergence Zone	['Q82794']
Q1936063	12	Amancio	['Q515', 'Q558330']
Q2030963	24	Cross Hill	['Q486972', 'Q15127012']
Q1477575	13	Smithfield Foods	['Q891723', 'Q4830453', 'Q6881511']
Q981698	27	Leroy	['Q1093829']
Q3240154	27	Ocimum americanum	['Q16521']
Q170362	50	Greater Concepción	['Q1907114']
Q2005284	34	Canby	['Q63440326']
Q1837140	22	West Mansfield	['Q751708']
Q6747	155	1606	['Q235670', 'Q3186692']
Q833477	57	Narros	['Q2074737']
Q12896023	1	Raymond Moise	['Q5']
Q5832278	5	Encadenados	['Q5398426']
Q482954	33	North Logan	['Q1093829']
Q16219562	9	Eden	['Q11424']
Q976759	38	Kountze	['Q1093829']
Q61315	47	Pope County	['Q11774062']
Q3459786	18	Tannersville	['Q751708', 'Q55237813']
Q2416696	22	Rowe	['Q15127012']
Q2127994	28	Thedford	['Q751708']
Q3709964	4	Brian Hartley	['Q5']
Q16946163	2	Erold Saint-Louis	['Q5']
Q59669	50	Tho Xuan Airport	['Q1248784', 'Q94993988']
Q1981616	28	Leola	['Q1093829']
Q979156	31	Danbury	['Q1093829']
Q5709706	5	Helmut Maier	['Q5']
Q2130302	31	Cayce	['Q1093829']
Q2166562	22	McConnells	['Q15127012']
Q1932470	34	Gilman	['Q1093829']
Q2564761	24	Rock Island	['Q15127012']
Q2224744	30	Bird City	['Q1093829']
Q961835	29	Madison	['Q1093829']
Q2382911	21	Casstown	['Q751708']
Q974334	32	Corinth	['Q1093829']
Q945890	25	Pierre Brasseur	['Q5']
Q61745	26	Walter Gerlach	['Q5']
Q2250956	29	St. George	['Q1093829']
Q211274	61	Polish People's Republic	['Q3024240']
Q1868852	25	Barton	['Q2154459']
Q269546	19	Kewaskum	['Q15221242']
Q1185640	27	New Brighton	['Q777120']
Q1133274	33	Bellefonte	['Q62049', 'Q777120']
Q2229176	27	Harahan	['Q1093829', 'Q98449544']
Q7108215	6	Oswego	['Q17343829']
Q538688	35	Middleburg Heights	['Q1093829']
Q979506	26	Coolidge	['Q486972', 'Q15127012']
Q1128	149	radium	['Q11344', 'Q113681859']
Q16946533	1	Jahko Lion	['Q5']
Q472653	52	Annona reticulata	['Q16521']
Q2066600	5	Bushman	['Q5']
Q386551	24	Jean Marc Gaspard Itard	['Q5']
Q1983555	22	Dowell	['Q751708']
Q1886435	10	Peeksville	['Q15219655']
Q3708508	12	Leyden	['Q15127012', 'Q106071004']
Q1398892	11	R. H. Bing	['Q5']
Q799863	29	Bagdad	['Q498162']
Q11369	15	molecule	['Q72070508']
Q1884408	13	Edgewater	['Q15127012']
Q12966135	16	4 October 2010	['Q2929', 'Q47150325']
Q1187153	21	Honey Brook	['Q777120']
Q1131567	23	Blain	['Q777120']
Q58471554	3	Soufiane Guerrab	['Q5']
Q2092769	30	Raiford	['Q15127012']
Q453620	26	Yara Shahidi	['Q5']
Q6056158	10	Pablo Lyle	['Q5']
Q51127	56	Carl Theodor Dreyer	['Q5']
Q12894360	1	Meressier	['Q5']
Q2572461	20	Hampton	['Q15127012']
Q460843	19	Claire Coffee	['Q5']
Q65881	37	Cleveland	['Q15127012']
Q187974	31	Santa Juana	['Q1840161', 'Q25412763']
Q272074	55	Snake River	['Q4022']
Q409960	15	767	['Q4167410']
Q18351786	9	Amores con trampa	['Q5398426']
Q85518588	5	Alexis Manenti	['Q5']
Q5793089	4	Cuando los hijos se van	['Q5398426']
Q818459	22	Benz Velo	['Q3231690']
Q3326664	2	Mouvement democratique populaire	['Q7278']
Q6439	139	1448	['Q577']
Q962034	31	Memphis	['Q1093829']
Q4768590	11	Anne Manie	['Q17343829']
Q41824	90	.tm	['Q42032']
Q1886065	12	Orienta	['Q15127012']
Q13704	45	Caraga	['Q24698']
Q202726	38	Franklin	['Q1093829']
Q11580530	2	Maika Shiratori	['Q5']
Q11739	130	Lahore	['Q515', 'Q56061', 'Q174844', 'Q902814', 'Q1549591', 'Q1637706', 'Q27554677', 'Q50330360']
Q16945962	1	Crossley Enrique	['Q5']
Q3240380	32	Waurika	['Q1093829']
Q2407253	33	Cochran	['Q1093829', 'Q76514543']
Q490744	58	Alameda	['Q1093829', 'Q13218391']
Q575470	37	Mount Carroll	['Q62049', 'Q1093829']
Q1256	141	Liguria	['Q16110']
Q2654506	24	Remington	['Q15127012']
Q634	7	planet	['Q17444909']
Q347408	29	Christopher Gorham	['Q5']
Q2229208	29	Nerstrand	['Q1093829']
Q6405354	5	Carolina Sepúlveda	['Q5']
Q224244	34	Torres	['Q4167410']
Q2666477	20	Carey	['Q751708']
Q756027	6	Métisse	['Q215380']
Q6069	135	1342	['Q577']
Q590426	10	Barrera de amor	['Q5398426']
Q664234	16	Itinéraire d'un enfant gâté	['Q11424']
Q979382	38	Clarendon	['Q1093829']
Q606808	12	Glenmore	['Q15219655']
