text,text_preprocessed,LEN,label
"York University (YU) ta un skol akademiko situa na [[Toronto]], [[Ontario]], [[Canada]].",York University ta un skol akademiko situa na Toronto Ontario Canada,11,15
"François Gérard Georges Nicolas Hollande (Rouen, [[12 di ougùstùs]] [[1954]]) ta un politiko franses, kende tabata presidente di [[Fransia]] di 15 di mei 2012 te ku 14 di mei 2017.",François Gérard Georges Nicolas Hollande ta un politiko franses kende tabata presidente di Fransia di di mei te ku di mei,21,345
"The Carpenters tabata un duo vokal i instrumental merikano, formá pa e rumannan Richard (n. 1946) i Karen Carpenter (n. 1950 - f. [[1983]]).",The Carpenters tabata un duo vokal i instrumental merikano formá pa e rumannan Richard i Karen Carpenter,17,289
E rumannan a muda di New Haven (Connecticut) pa Downey ([[California]]) na aña 1963 unda na a kuminsa presentá komo duo na 1965.,E rumannan a muda di New Haven pa Downey na aña unda na a kuminsa presentá komo duo na,19,350
Nan ta un di e duonan mas famoso i aklamá den e historia di musika pop i a skor hits tanto na Merka komo na [[Oropa]].,Nan ta un di e duonan mas famoso i aklamá den e historia di musika pop i a skor hits tanto na Merka komo na Oropa,26,235
Jamanota ta e sero mas haltu di [[Aruba]].,Jamanota ta e sero mas haltu di Aruba,8,227
Jamanota tin un altura di 189 meter y ta situa den [[Parke Nacional Arikok]].,Jamanota tin un altura di meter y ta situa den Parke_Nacional_Arikok,11,258
"Pesaro ta un siudadnan den e sentral parti di [[Italia]], den e region di Marcas.",Pesaro ta un siudadnan den e sentral parti di Italia den e region di Marcas,15,262
E musika ta un kombinashon di entre otro salsa y [[merengue]].,E musika ta un kombinashon di entre otro salsa y merengue,11,258
[[Kapital]] di Dinamarka ta [[Kopenhagen]].,Kapital di Dinamarka ta Kopenhagen,5,134
"Dinamarka ta forma parti di [[Skandinavia]], un supregion den Nort-Oropa.",Dinamarka ta forma parti di Skandinavia un supregion den NortOropa,10,76
Awendia Birma ta miho konosi bou di su nomber nobo ku ta [[Myanmar]].,Awendia Birma ta miho konosi bou di su nomber nobo ku ta Myanmar,13,453
ora tòch un obheto kontaminá); of transmishon via aire (ora e mikro-[[organismo]] por sobrebibi den aire pa tempo largo).,ora tòch un obheto kontaminá of transmishon via aire,9,333
"Stanisław Herman Lem (nase 12.09.1921 na [[Lviv]], morto 27.03.2006 na Kraków) - eskritor polako di siencia ficcion.",Stanisław Herman Lem eskritor polako di siencia ficcion,8,365
"Hamburg (nomber ofisial: ""Freie und Hansestadt Hamburg"") ta un siudat-estado den parti nort di [[Alemania]].",Hamburg ta un siudatestado den parti nort di Alemania,9,419
E ta e di dos siudat mas grandi di [[Alemania]] y e di ocho mas grandi di [[Union Oropeo]].,E ta e di dos siudat mas grandi di Alemania y e di ocho mas grandi di Union Oropeo,19,332
"E ta un idioma oficial na [[Rusia]], [[Belarus]], Kazachstan, Kyrgyzstan, [[Uzbekistan]], Abkhazia, Sur Osetia y Transnistia.",E ta un idioma oficial na Rusia Belarus Kazachstan Kyrgyzstan Uzbekistan Abkhazia Sur Osetia y Transnistia,16,408
"Vocalnan: А, Е, Ё, И, Й, [[О]], У, Ы, Э, Ю, Я. Consonantenan: Б, В, Г, Д, Ж, З, К, Л, М, Н, О, П, Р, С, Т, Ф, Х, Ц, Ч, Ш ,Щ, Ъ, Ь Gramatica.",Vocalnan А Е Ё И Й О У Ы Э Ю Я Consonantenan Б В Г Д Ж З К Л М Н О П Р С Т Ф Х Ц Ч Ш Щ Ъ Ь Gramatica,37,420
"Manera [[Latin]] y otro idioma rond mundo, ta uza un sort'i sistema den sustantivo, adhetivo y pronomber.",Manera Latin y otro idioma rond mundo ta uza un sorti sistema den sustantivo adhetivo y pronomber,17,465
Den [[caso nominativo]] ta uza pa mustra cu un palabra ta e suheto di e frase.,Den caso_nominativo ta uza pa mustra cu un palabra ta e suheto di e frase,15,356
Den [[caso acusativo]] ta obheto directo.,Den caso_acusativo ta obheto directo,5,333
"Ora ta bira plural, no ta duna muchu atencion, con [[tal]] cu e sistema ta concerni.",Ora ta bira plural no ta duna muchu atencion con tal cu e sistema ta concerni,16,465
Loke ta describi palabra masculino en general ta caba cu -ый of -ий y loke ta describi palabra neutral en [[general]] ta caba cu -ое of -ее.,Loke ta describi palabra masculino en general ta caba cu ый of ий y loke ta describi palabra neutral en general ta caba cu ое of ее,27,124
Loke ta den plural en [[general]] e ta caba cu -ые or -ие.,Loke ta den plural en general e ta caba cu ые or ие,13,113
[[Nan]] ta cambia dependiendo di e frase/caso.,Nan ta cambia dependiendo di e frasecaso,7,74
"Tanki Leendert (of ""Tanki Lender"") ta un bario na [[Aruba]] y hunto cu Noord ta forma un di e ocho districto di e isla.",Tanki Leendert ta un bario na Aruba y hunto cu Noord ta forma un di e ocho districto di e isla,21,356
"Tanki Leendert ta di origin un pueblo indjan pre-colombiano di 450x400 meter y esun mas chikito entre e cuater pueblo indjan conoci na Aruba: [[Tanki Flip]], [[Santa Cruz]] y [[Savaneta]].",Tanki Leendert ta di origin un pueblo indjan precolombiano di x meter y esun mas chikito entre e cuater pueblo indjan conoci na Aruba Tanki_Flip Santa Cruz y Savaneta,29,183
Orkàn Dean a kuminsa [[11 di ougùstùs]] [[2007]] na kosta di [[Afrika]].,Orkàn Dean a kuminsa _di_ougùstùs na kosta di Afrika,9,30
Dia [[18 di ougùstùs]] el a bira un orkàn di kategoria 3.,Dia _di_ougùstùs el a bira un orkàn di kategoria,9,225
"Cheremule ta un siudad na [[Sardegna]], [[Italia]].",Cheremule ta un siudad na Sardegna Italia,7,89
Katmandu ta [[kapital]] di [[Nepal]].,Katmandu ta kapital di Nepal,5,84
"Tennessee ta un di e sinkuenta (50) estadonan di [[Estadonan Uni di Merka]], i tin un poblashon di 6,600,299 habitante (2015).",Tennessee ta un di e sinkuenta estadonan di Estadonan_Uni_di_Merka i tin un poblashon di habitante,15,29
E kapital di Tennessee ta [[Nashville]].,E kapital di Tennessee ta Nashville,6,134
"Arezzo ta un siudadnan den e sentral parti di [[Italia]], ku un poblashon di 99.587 hende (2016), den e region di [[Toscana]].",Arezzo ta un siudadnan den e sentral parti di Italia ku un poblashon di hende den e region di Toscana,20,314
Ost-Timor ta un pais den kontinente [[Asia]].,OstTimor ta un pais den kontinente Asia,7,421
E [[kapital]] di pais ta e siudad [[Dili]].,E kapital di pais ta e siudad Dili,8,27
"E otro parti di e isla ta pertenese na [[Indonesia]], apesar cu tin un exclave cu ta pertense na Ost-Timor.",E otro parti di e isla ta pertenese na Indonesia apesar cu tin un exclave cu ta pertense na OstTimor,20,465
[[Pero]] no ta tur persona natural tin e mesun derechi i obligashon.,Pero no ta tur persona natural tin e mesun derechi i obligashon,12,131
Oropa Sentral - ta parti sentral di [[kontinente]] europeo.,Oropa Sentral ta parti sentral di kontinente europeo,8,131
"Inclui e paisnan: [[Alemania]], [[Polonia]], Republika Checa, [[Slovakia]], [[Hungria]], [[Austria]] i [[Suisa]].",Inclui e paisnan Alemania Polonia Republika Checa Slovakia Hungria Austria i Suisa,12,130
Su [[kapital]] ta [[Bregenz]].,Su kapital ta Bregenz,4,422
"Un par di elemento komun ta [[heru]], [[koper]], [[plata]], [[oro]], [[hidrógeno]], [[karbon]], [[nitrogeno]] i [[oksígeno]].",Un par di elemento komun ta heru koper plata oro hidrógeno karbon nitrogeno i oksígeno,15,188
"Otro di hidrogeno i [[helium]] den e [[universo]], ku ta kere ku a wordu traha dor di e ""Big Bang"", mayoria di e elementonan ta keré ku a wordu traha dor di prosesonan mas despues.",Otro di hidrogeno i helium den e universo ku ta kere ku a wordu traha dor di e Big Bang mayoria di e elementonan ta keré ku a wordu traha dor di prosesonan mas despues,35,400
"Tur elemento ta wordu hinká den e [[tabèl periódiko]], basa riba e number di atóm den nan nukleo.",Tur elemento ta wordu hinká den e tabèl_periódiko basa riba e number di atóm den nan nukleo,17,192
"Montana (State of Montana) ta un di e sinkuenta (50) estadonan di e pais [[Estadonan Uni di Merka]] , i tin un poblashon di 967,440.",Montana ta un di e sinkuenta estadonan di e pais Estadonan_Uni_di_Merka i tin un poblashon di,16,329
"Ku un area di tera di 381,087 km kuadrado, e estado ta e di 4 mas grandi den estadonan uni despues di [[Alaska]],[[Teksas]] i [[California]].",Ku un area di tera di km kuadrado e estado ta e di mas grandi den estadonan uni despues di AlaskaTeksas i California,23,10
"E estado ta gréns na e pais di [[Canada]] na nort na parti oeste e ta gréns e estadonan di North Dakota anto South Dakota, na parti suit [[Wyoming]] i parti suitwést ta keda e estado di [[Idaho]] E topografia di e estado ta hopi defersika, e ta di splits den 3 region, parti west i parti oeste.",E estado ta gréns na e pais di Canada na nort na parti oeste e ta gréns e estadonan di North Dakota anto South Dakota na parti suit Wyoming i parti suitwést ta keda e estado di Idaho E topografia di e estado ta hopi defersika e ta di splits den region parti west i parti oeste,57,65
"Semestene ta un siudad na [[Sardegna]], [[Italia]].",Semestene ta un siudad na Sardegna Italia,7,89
"Noemi, nòmber artistiko di Veronica Scopelliti (n. 25 di yanuari [[1982]] na [[Roma]]) ta un kantante, kantautora i kompositora di [[Italia]].",Noemi nòmber artistiko di Veronica Scopelliti ta un kantante kantautora i kompositora di Italia,14,349
Telearuba ta e planta nashonal di television di [[Aruba]] y e prome planta di television Arubiano.,Telearuba ta e planta nashonal di television di Aruba y e prome planta di television Arubiano,16,384
"Telearuba ta den aire for di 29 di september 1963 y tabata forma parti huntu cu [[Telecuracao]] di Antilliaanse Televisie Maatschappij N.V. Inisialmente transmishon tabata riba kanal 12, pero poko tempo despues a pasa esaki pa kanal 13.",Telearuba ta den aire for di di september y tabata forma parti huntu cu Telecuracao di Antilliaanse Televisie Maatschappij NV Inisialmente transmishon tabata riba kanal pero poko tempo despues a pasa esaki pa kanal,34,348
"Ascoli Piceno ta un siudadnan den e sentral parti di [[Italia]], den e region di Marcas.",Ascoli Piceno ta un siudadnan den e sentral parti di Italia den e region di Marcas,16,262
"Sir Winston Leonard Spencer Churchill, (n. 30 di november 1874, Woodstock, [[Inglatera]] - f. [[24 di yanüari]] [[1965]], [[London]]) tabata un estadista britániko ku a sirbi komo [[promé minister]] di [[Reino Uni]] durante di dos Guera Mundial, di 1940 pa 1945 i un biaha mas di 1951 pa 1955.",Sir Winston Leonard Spencer Churchill tabata un estadista britániko ku a sirbi komo promé_minister di Reino Uni durante di dos Guera Mundial di pa i un biaha mas di pa,30,200
"E ta ekestendi for di e Arktiko na parti nort te ku e Oceano Sur na parti suit, mará dor di [[Asia]] anto [[Australia]] na parti west, anto Merka na parti ost.",E ta ekestendi for di e Arktiko na parti nort te ku e Oceano Sur na parti suit mará dor di Asia anto Australia na parti west anto Merka na parti ost,32,65
"Czechia (""Česko"") / Czech Republic (""Česká republika"") ta un país den [[Oropa]].",Czechia Czech Republic ta un país den Oropa,8,124
E [[kapital]] di Czechia ta [[Praga]] (Prague).,E kapital di Czechia ta Praga,6,151
"PL Kyodan o Iglesia di Libertat Perfekto (パーフェクト リバティー教団, Pāfekuto Ribatī Kyōdan) ta un movementu religioso internashonal ku a desaroyá fo'i kultura zen budista di [[Hapon]] den komienso di siglo 20.",PL Kyodan o Iglesia di Libertat Perfekto ta un movementu religioso internashonal ku a desaroyá foi kultura zen budista di Hapon den komienso di siglo,25,40
"PL no ta posee un buki dibino (manera un [[beibel]]), sino PL ta dispone di 21 preseptonan, kual a keda promulga dia 29 di september 1947 dor di Tokuchika Miki.",PL no ta posee un buki dibino sino PL ta dispone di preseptonan kual a keda promulga dia di september dor di Tokuchika Miki,24,63
"Ancona ta un siudadnan den e sentral parti di [[Italia]], kapital di region di Marcas.",Ancona ta un siudadnan den e sentral parti di Italia kapital di region di Marcas,15,262
FC Twente ta e club di futbòl di Enschede ([[Hulanda]]).,FC Twente ta e club di futbòl di Enschede,9,423
"Praktikantenan ta adora Haile Selassie I, emperor di Ethiopia (1039-1974), den mesun manera ku [[Hesus]] i [[Dios]].",Praktikantenan ta adora Haile Selassie I emperor di Ethiopia den mesun manera ku Hesus i Dios,16,257
Mayoria elemento di Rastafari ta reflekta e origen na [[Jamaica]] i Ethiopia.,Mayoria elemento di Rastafari ta reflekta e origen na Jamaica i Ethiopia,12,289
"Rastafari ta kontene varios elemento di Kristian, manera e eksistiensia di un Dios, yamá Jah, ku a manda su yu divino enkarná [[Tera]] den forma di Hesus (Yeshua) i a manifestá su mes den e persona divino Haile Selassie I. Rastafari ta aksepta gran parti di Bijbel, aunke nan ta sali for di punto di bista ku e mensahe i interpretashon a wòrdu alterá.",Rastafari ta kontene varios elemento di Kristian manera e eksistiensia di un Dios yamá Jah ku a manda su yu divino enkarná Tera den forma di Hesus i a manifestá su mes den e persona divino Haile Selassie I Rastafari ta aksepta gran parti di Bijbel aunke nan ta sali for di punto di bista ku e mensahe i interpretashon a wòrdu alterá,63,86
"E ta proklama Zion, referiendo na Ethiopia, komo e luga di nasementu di humanidad i for di kuminsamentu di e manera di biba ta hasi un yamada pa repatriá pa Zion, e Tera Primintí i Shelu riba [[Tera]].",E ta proklama Zion referiendo na Ethiopia komo e luga di nasementu di humanidad i for di kuminsamentu di e manera di biba ta hasi un yamada pa repatriá pa Zion e Tera Primintí i Shelu riba Tera,38,128
"Otro fuente a kalkula ku na 2000, nan tabata forma un 5% di henter populashon di [[Jamaica]] òf supone ku tin alrededor di 100.000 Rastafari na Jamaica.",Otro fuente a kalkula ku na nan tabata forma un di henter populashon di Jamaica òf supone ku tin alrededor di Rastafari na Jamaica,24,44
E mata tin un distribushon natural na Sentro i [[Sur Amérika]] i den e area di Karibe.,E mata tin un distribushon natural na Sentro i Sur_Amérika i den e area di Karibe,16,258
"E ta konosi riba e islanan [[Aruba]], [[Kòrsou]], [[Boneiru]], [[Saba]], [[Sint Eustatius]] i [[Sint Maarten]].",E ta konosi riba e islanan Aruba Kòrsou Boneiru Saba Sint Eustatius i Sint Maarten,15,442
"""Passiflora foetida"" ta loke ta yama na [[hulandes]] ‘passievrucht’ òf ‘markiesa’, [[ingles]] ‘stinking passionflower’, [[português]] ‘maracujá’ i na [[spaño]] ‘maracuyá’.",Passiflora foetida ta loke ta yama na hulandes ‘ passievrucht ’ òf ‘ markiesa ’ ingles ‘ stinking passionflower ’ português ‘ maracujá ’ i na spaño ‘ maracuyá ’,30,408
"Ta uza shoshori komo remedi di tera, [[entre]] otro pa mucha chikito ora su bariga ta rijs dor di awa di djente.",Ta uza shoshori komo remedi di tera entre otro pa mucha chikito ora su bariga ta rijs dor di awa di djente,22,247
"Lista di [[promé minister]] di [[Antias Hulandes]], un funshon ku a keda ofisialmente introdusi ku e [[Statuut pa e Reino Hulandes]].",Lista di promé_minister di Antias Hulandes un funshon ku a keda ofisialmente introdusi ku e Statuut pa e Reino Hulandes,20,289
"Cayenne of Caiena ta e [[kapital]] di Guiana Franses, un region ultramar i un departamentu di [[Fransia]] situa den Sur Amerika.",Cayenne of Caiena ta e kapital di Guiana Franses un region ultramar i un departamentu di Fransia situa den Sur Amerika,21,229
"San Marino, ofisialmente e E mas serena Republika di San Marino"" ""([[Italiano]]: Serenissima Repubblica di San Marino), ta un mikroestado soberano den e parti sur di [[Oropa]].",San Marino ofisialmente e E mas serena Republika di San Marino ta un mikroestado soberano den e parti sur di Oropa,21,274
E ta un pais sin frontera maritimo ku ta rondoná pa [[Italia]].,E ta un pais sin frontera maritimo ku ta rondoná pa Italia,12,147
E ta e di tres estado mas chikitu di Oropa despues di [[Siudad Vatikano]] i [[Monaco]].,E ta e di tres estado mas chikitu di Oropa despues di Siudad_Vatikano i Monaco,15,511
E [[kapital]] di San Marino ta e siudat San Marino.,E kapital di San Marino ta e siudat San Marino,10,27
"Chuchubi (""Mimus gilvus""), ta un para ku ta biba na e parti suit di [[Mexico]] te na e parti nort di [[Brazil]], den e Antianan Chiki i otro isla den Karibe.",Chuchubi ta un para ku ta biba na e parti suit di Mexico te na e parti nort di Brazil den e Antianan Chiki i otro isla den Karibe,29,65
E ta endemiko na e [[Islanan ABC]].,E ta endemiko na e Islanan_ABC,6,424
Podisé ta hende a introdusí e paranan akí na [[Panama]] i Trinidad.,Podisé ta hende a introdusí e paranan akí na Panama i Trinidad,12,350
"California ta un di e sinkuenta (50) estado di [[Estadonan Uni di Merka]], i tin un poblashon di 36.961.664 habitante.",California ta un di e sinkuenta estado di Estadonan_Uni_di_Merka i tin un poblashon di habitante,15,29
E [[kapital]] di California ta Sacramento.,E kapital di California ta Sacramento,6,445
[[Los Angeles]] ta e siudat mas grandi di California.,Los_Angeles ta e siudat mas grandi di California,8,427
"Otro siudatnan grandi ta San Francisco, San Diego, Fresno, [[San Jose]], y Oakland.",Otro siudatnan grandi ta San Francisco San Diego Fresno San_Jose y Oakland,12,393
"Radio Television New Song, mas konosi komo su nòmber chiki RTNS ta un planta christian di televishon na [[Kòrsou]].",Radio Television New Song mas konosi komo su nòmber chiki RTNS ta un planta christian di televishon na Kòrsou,19,398
"Bernardito H. (Ben) Leito (n. [[6 di febrüari]] [[1923]] na [[Kòrsou]] - september [[1996]]) tabata un ekonomista, topámtenar, politiko i gobernante kurasoleño.",Bernardito H Leito tabata un ekonomista topámtenar politiko i gobernante kurasoleño,11,431
Ben Leito a lanta na [[Otrobanda]].,Ben Leito a lanta na Otrobanda,6,110
Ku e edat di 15 aña ela sali pa [[Hulanda]] unda e ta kompleta su HBS na [[Leiden]].,Ku e edat di aña ela sali pa Hulanda unda e ta kompleta su HBS na Leiden,17,167
Den e periodo desde 1965 ela okupa tambe e puesto di presidente-komisario di Banko Sentral di Antias Hulandes (BNA) i [[presidente]] di Konseho Sosial Ekonómiko di Antias Hulandes (SER).,Den e periodo desde ela okupa tambe e puesto di presidentekomisario di Banko Sentral di Antias Hulandes i presidente di Konseho Sosial Ekonómiko di Antias Hulandes,26,413
"3 riba lista di KVP pa e elekshon di [[Parlamento di Antias Hulandes]], pero no ta logra atkeri asiento.",riba lista di KVP pa e elekshon di Parlamento_di_Antias_Hulandes pero no ta logra atkeri asiento,15,188
Leito tabata [[gezaghebber]] interino di Kòrsou di 1968 pa 1970 i foi 30 di desèmber 1969 [[gobernador]] interino di Antias Hulandes.,Leito tabata gezaghebber interino di Kòrsou di pa i foi di desèmber gobernador interino di Antias Hulandes,17,7
Un aña despues di [[Trinta di Mei]] e ta wordu instalá komo e prome gobernador afro-kurasoleño den historia di Antias.,Un aña despues di Trinta_di_Mei e ta wordu instalá komo e prome gobernador afrokurasoleño den historia di Antias,18,365
Previamente mester a revoka e nombramentu di [[Efraïn Jonckheer]] komo susesor di gobernador Cola Debrot.,Previamente mester a revoka e nombramentu di Efraïn_Jonckheer komo susesor di gobernador Cola Debrot,14,425
"Tanto Jonckheer komo gobièrnu antiano a bai den apelashon kontra e desishon di revokashon di gobièrnu  [[hulandes]], pero nan no a haya sosten.",Tanto Jonckheer komo gobièrnu antiano a bai den apelashon kontra e desishon di revokashon di gobièrnu hulandes pero nan no a haya sosten,23,40
[[Leito]] ta fayese na september 1996 na edat di 73 aña.,Leito ta fayese na september na edat di aña,9,219
"Tempio Pausania ta un siudad na [[Sardegna]], [[Italia]].",Tempio Pausania ta un siudad na Sardegna Italia,8,156
"Sarah-Quita Najive Offringa, (n. 4 di juli [[1991]] na [[Aruba]]) ta un deportista profesional Arubiano den e ramo di windsurfing.",SarahQuita Najive Offringa ta un deportista profesional Arubiano den e ramo di windsurfing,13,186
"Un pelicula documental riba Sarah-Quita Offringa titula ""Cabeibusha, the Curly Gem"" a wordo estrena dia 2 di oktober 2015 como parti di e ""Windsurf World Cup Sylt"" na [[Alemania]].",Un pelicula documental riba SarahQuita Offringa titula Cabeibusha the Curly Gem a wordo estrena dia di oktober como parti di e Windsurf World Cup Sylt na Alemania,27,43
"Offringa a wordo condecora ""ridder"" den [[Orden di Oranje-Nassau]] na 2013, den cual aña e tabata e condecorado mas hoben na un edad di 21 aña.",Offringa a wordo condecora ridder den Orden_di_OranjeNassau na den cual aña e tabata e condecorado mas hoben na un edad di aña,22,460
"Hunto cu e deportistanan talentoso [[Xander Bogaerts]], Shanayah Howell y Chiara Petrocchi, el a keda honra na 2019 cu un stampia di 220 cent di Post Aruba den e serie di deporte diseña pa Armando Goedgedrag.",Hunto cu e deportistanan talentoso Xander_Bogaerts Shanayah Howell y Chiara Petrocchi el a keda honra na cu un stampia di cent di Post Aruba den e serie di deporte diseña pa Armando Goedgedrag,33,426
Djabierna santo ta dia [[10 di aprel]] i Pasku grandi dia 12 i 13 di aprel.,Djabierna santo ta dia _di_aprel i Pasku grandi dia i di aprel,12,357
"Brua ta un nomber ku ta wordu usa na [[Aruba]], [[Boneiru]] y Korsou pa tur surto di praktikanan ku ta of ta aperenta sobre natural.",Brua ta un nomber ku ta wordu usa na Aruba Boneiru y Korsou pa tur surto di praktikanan ku ta of ta aperenta sobre natural,25,82
1968 ta un shrikkeljaar kuminsando riba un djaluna riba e [[kalènder gregoriano]].,ta un shrikkeljaar kuminsando riba un djaluna riba e kalènder_gregoriano,10,355
Uruguay ta un pais ta keda na parti zùit di e kontinente [[Sur Amérika]].,Uruguay ta un pais ta keda na parti zùit di e kontinente Sur_Amérika,13,506
E [[kapital]] di Uruguay ta [[Montevidéu]].,E kapital di Uruguay ta Montevidéu,6,134
"Zhengzhou ta [[kapital]] di Henan, [[China]].",Zhengzhou ta kapital di Henan China,6,295
"Maldivas ta un pais den [[Asia]], tin un area di 298 kilometer kuadrá i un populashon di 393 253 (2015).",Maldivas ta un pais den Asia tin un area di kilometer kuadrá i un populashon di,16,55
"Pisa ta un siudadnan den e sentral parti di [[Italia]], ku un poblashon di 90.834 hende, den e region di [[Toscana]].",Pisa ta un siudadnan den e sentral parti di Italia ku un poblashon di hende den e region di Toscana,20,314
"Milwaukee ta e siudat mas grandi den e estado di [[Wisconsin]], e di 31 siudat mas poblá di [[Estadonan Uni di Merka]] i e di 39 region mas poblá den Merka.",Milwaukee ta e siudat mas grandi den e estado di Wisconsin e di siudat mas poblá di Estadonan Uni di Merka i e di region mas poblá den Merka,29,10
N.V. Elmar o ELMAR ta e compania nacional distribuidor di coriente di [[Aruba]].,NV Elmar o ELMAR ta e compania nacional distribuidor di coriente di Aruba,13,112
Fundá na 1989 su sede prinsipal ta na [[Santiago di Chile]].,Fundá na su sede prinsipal ta na Santiago_di_Chile,8,393
Verona ta un siudad den [[Italia]].,Verona ta un siudad den Italia,6,302
Gueni of guene ta un [[idioma]] afrikano ku tabata papia na [[Kòrsou]].,Gueni of guene ta un idioma afrikano ku tabata papia na Kòrsou,12,185
Gueni a eksistí pa un temporada banda di [[papiamentu]] komo idioma popular i probablemente komo lenga sekreto di e pueblo afrikano na Kòrsou i Boneiru.,Gueni a eksistí pa un temporada banda di papiamentu komo idioma popular i probablemente komo lenga sekreto di e pueblo afrikano na Kòrsou i Boneiru,25,63
"Oklahoma ta un di e sinkuenta (50) estadonan di e pais [[Estadonan Uni di Merka]], i tin un poblashon di 181,295 habitante (2015).",Oklahoma ta un di e sinkuenta estadonan di e pais Estadonan_Uni_di_Merka i tin un poblashon di habitante,17,29
E [[kapital]] di Oklahoma ta Oklahoma City.,E kapital di Oklahoma ta Oklahoma City,7,134
[[Oklahoma City]] ta e siudat mas grandi di [[Oklahoma]].,Oklahoma_City ta e siudat mas grandi di Oklahoma,8,427
"Lista di Ministro di Turismo di [[Aruba]] desde prome di januari 1986, eventualmente combina cu un o mas cartera.",Lista di Ministro di Turismo di Aruba desde prome di januari eventualmente combina cu un o mas cartera,18,365
Nort Macedonia ta un pais den [[Oropa]].,Nort Macedonia ta un pais den Oropa,7,428
E [[kapital]] di e pais ta e [[Skopje]].,E kapital di e pais ta e Skopje,8,489
Stockholm ta e [[kapital]] i e suidat mas grandi di Suecia.,Stockholm ta e kapital i e suidat mas grandi di Suecia,11,123
E pablabra kolonialismo ta referi na e periodo den historia entre e Siglo 15 anto e [[Siglo 20]] ora nashonan oropeo a establese kolonianan riba otro kontinentenan.,E pablabra kolonialismo ta referi na e periodo den historia entre e Siglo anto e Siglo_ ora nashonan oropeo a establese kolonianan riba otro kontinentenan,25,40
"Israel ta un pais den kontinente [[Asia]], region Medio Oriente.",Israel ta un pais den kontinente Asia region Medio Oriente,10,421
E [[kapital]] di e pais ta e siudad [[Herusalem]].,E kapital di e pais ta e siudad Herusalem,9,27
"COVID-19​ (abreviashon [[ingles]] di: ""coronavirus disease 2019""), tambe konosí komo malesa di [[coronavirus]], ta un malesa kontagioso okashona pa e vírus [[SARS-CoV-2]].",COVID​ tambe konosí komo malesa di coronavirus ta un malesa kontagioso okashona pa e vírus SARSCoV,16,398
Durante e epidemia di [[Wuhan]] na [[2019]] el a wordu detektá pa prome biaha durante diagnósis di pulmonia di coronavirus.,Durante e epidemia di Wuhan na el a wordu detektá pa prome biaha durante diagnósis di pulmonia di coronavirus,19,135
Yanüari Febrüari [[Mart]]<br/> 15 - [[Joseph Stalin]] Aprel Mei Yüni Yüli Ougùstùs Sèptèmber Oktober Novèmber Desèmber,Yanüari Febrüari Martbr Joseph Stalin Aprel Mei Yüni Yüli Ougùstùs Sèptèmber Oktober Novèmber Desèmber,14,13
"Willem Cornelis Jacobus (Boeli) van Leeuwen ([[Kòrsou]], 10 di oktober [[1922]] - 28 di november [[2007]]) tabata outor i poeta antiano.",Willem Cornelis Jacobus van Leeuwen tabata outor i poeta antiano,10,429
"Albany ta [[kapital]] di [[New York]], un estado di [[Estadonan Uni di Merka]].",Albany ta kapital di New York un estado di Estadonan Uni di Merka,13,266
"Punda ta e parti pariba di [[Willemstad]], e kapital di [[Kòrsou]].",Punda ta e parti pariba di Willemstad e kapital di Kòrsou,11,492
"Huntu ku [[Otrobanda]] Punda ta forma e kapital di Kòrsou i ántes di Antia Hulandes, Willemstad.",Huntu ku Otrobanda Punda ta forma e kapital di Kòrsou i ántes di Antia Hulandes Willemstad,16,22
"Despues, hulandesnan a konkistá e isla i duna [[West Indische Compagnie]] komo propiedat pa goberná na aña 1634, bou di e lider Johan van Walbeek, E aña ei a kuminsá traha un fòrti yamá Fort Amsterdam parti pariba di St. Annabaai riba e peninsula di 'de Punt'.",Despues hulandesnan a konkistá e isla i duna West_Indische_Compagnie komo propiedat pa goberná na aña bou di e lider Johan van Walbeek E aña ei a kuminsá traha un fòrti yamá Fort Amsterdam parti pariba di St Annabaai riba e peninsula di de Punt,44,400
"For di 1886 Punda ta konektá ku Otrabanda via e brug di ponton, [[Koningin Emmabrug]], i for di 1974 tambe via [[Koningin Julianabrug]].",For di Punda ta konektá ku Otrabanda via e brug di ponton Koningin_Emmabrug i for di tambe via Koningin Julianabrug,20,276
"Leonel Antonio Fernández Reyna ([[Santo Domingo]], 26 desember [[1953]]) ta un abogado, akademiko i politiko dominikano.",Leonel Antonio Fernández Reyna ta un abogado akademiko i politiko dominikano,11,431
E tabata presidente di [[Republika Dominikano]] durante tres periodo: di 1996 pa 2000; di 2004 pa 2008 y di 2008 pa 2012.,E tabata presidente di Republika_Dominikano durante tres periodo di pa di pa y di pa,15,469
Nordico bieu tabata un lenga papiá na Nort [[Oropa]].,Nordico bieu tabata un lenga papiá na Nort Oropa,9,68
Compas ta un instrumento di nabegacion pa haya direccion [[parti]] nort.,Compas ta un instrumento di nabegacion pa haya direccion parti nort,11,131
"E aplicacion specifico di un compas di [[magnet]] ta inclui un gimbal pa uzo den e boto, conoci como compas di barco. """,E aplicacion specifico di un compas di magnet ta inclui un gimbal pa uzo den e boto conoci como compas di barco,22,183
Si no ta existente den e lista di vocabulario di [[Papiamento]] ta libremente di cambi'e y pone den e otrografia corecto.,Si no ta existente den e lista di vocabulario di Papiamento ta libremente di cambie y pone den e otrografia corecto,21,8
Esaki ta un lista di klub di futbòl na [[Aruba]].,Esaki ta un lista di klub di futbòl na Aruba,10,471
