text,text_preprocessed,LEN,label
[[Sourinanm]]-an gen pou kod :,Sourinanman gen pou kod,4,302
"[[Domínikos Theotokópoulos]], nonmen [[El Greco]], sa roun pent, skiltò ké architèk, né an 1541 atè [[Candie]], an Crèt, alò oun posésyon di Répiblik di Véniz, é mouri 7 avril 1614, atè [[Tolède]].",Domínikos_Theotokópoulos nonmen El Greco sa roun pent skiltò ké architèk né an atè Candie an Crèt alò oun posésyon di Répiblik di Véniz é mouri avril atè Tolède,28,2
"[[So]] òv piktiral, sentèz di mannyèrism rounésan é di lar byzantin, sa karaktérizé pa dé fòrm alonjé é dé koulò viv.",So òv piktiral sentèz di mannyèrism rounésan é di lar byzantin sa karaktérizé pa dé fòrm alonjé é dé koulò viv,21,324
"Papouazi oksidantal, an endonézyen Papua Barat, sa roun provens d'[[Endonézi]] sitchwé annan parti ègstrèm-oksidantal di Nouvèl-Giné ki ka roukouvri tout pénensil dit Vogelkop (« tèt di zozo ») ké zil anvironant.",Papouazi oksidantal an endonézyen Papua Barat sa roun provens dEndonézi sitchwé annan parti ègstrèmoksidantal di NouvèlGiné ki ka roukouvri tout pénensil dit Vogelkop ké zil anvironant,26,104
[[A]] roun [[motò]] à konbisyon èstèrn ki ka transfòrmé énèrji tèrmik-a di vapò d'lo-a (prodjwit pa roun oben dé chodjé) an énèrji mékanik.,A roun motò à konbisyon èstèrn ki ka transfòrmé énèrji tèrmika di vapò dloa an énèrji mékanik,17,188
"Kou pronmyé sours d'énèrji mékanik ki métrizé pa wonm-an (kontrèrman à énèrji-a dilo-a, dé maré oben di [[van]], ki ka nésésité dé sit èspésyal é ki nou pa pouvé aksyonnen à doumann-an), li té gen roun enpòrtans majò majeure lò di révolisyon endistriyèl-a.",Kou pronmyé sours dénèrji mékanik ki métrizé pa wonman li té gen roun enpòrtans majò majeure lò di révolisyon endistriyèla,20,333
"[[Mè]] o xxe syèk, machin à vapò té siplanté pa tirbin-an à vapò, motò élèktrik-a ké motò à konbisyon entèrn pou fourni énèrji mékanik-a.",Mè o xxe syèk machin à vapò té siplanté pa tirbinan à vapò motò élèktrika ké motò à konbisyon entèrn pou fourni énèrji mékanika,24,284
"Konsèp-a di diskriminasyon sosyal ka fè so aparisyon à laswit-a dé lit politik pou égalité-a di drwè ant wonm-yan ki ka abouti annan laplipa dé péyi ògsidantal o koumansman di ségonn motché di xxe syèk à abolisyon progrésiv-a dé diférans légal di trétman (finisman di kolonizasyon-an, di ségrégasyon-an o [[Étazini]], etc.",Konsèpa di diskriminasyon sosyal ka fè so aparisyon à laswita dé lit politik pou égalitéa di drwè ant wonmyan ki ka abouti annan laplipa dé péyi ògsidantal o koumansman di ségonn motché di xxe syèk à abolisyon progrésiva dé diférans légal di trétman finisman di kolonizasyonan di ségrégasyonan o Étazini etc,51,240
"[[J.-K.]]), nonmen osi sivilizasyon harappéyenn, sa roun sivilizasyon di Antikité-a don lè jéyografik-a ka étann prensipalman so kò annan valé di flèv [[Indus]] annan anba-kontinan endjen(otour di [[Pakistan]] modèrn).",JK nonmen osi sivilizasyon harappéyenn sa roun sivilizasyon di Antikitéa don lè jéyografika ka étann prensipalman so kò annan valé di flèv Indus annan anbakontinan endjen,26,329
"Bliyé pa Listwè-a jouk so roudékouvèrt annan lannen-yan 1920, sivilizasyon di [[Indus]] ka ranjé so kò parmi so kontanporenn-yan, [[Mézopotami]]-a ké [[Éjip]] ansyen-yan, kou roun dé tout pronmyé sivilizasyon, [[sala]] ki sa défini pa aparisyon-an di lavil, di agrikiltir-a, di ékritir-a, etc.",Bliyé pa Listwèa jouk so roudékouvèrt annan lannenyan sivilizasyon di Indus ka ranjé so kò parmi so kontanporennyan Mézopotamia ké Éjip ansyenyan kou roun dé tout pronmyé sivilizasyon sala ki sa défini pa aparisyonan di lavil di agrikiltira di ékritira etc,41,218
"Oryantasyon di aktivité politik-a oben parapolitik ka vizé o rèspè, à protèksyon-an, prézervasyon-an oben réstorasyon-an di anvironnman-an annan roun fòrm ki [[trè]] pousé.",Oryantasyon di aktivité politika oben parapolitik ka vizé o rèspè à protèksyonan prézervasyonan oben réstorasyonan di anvironnmanan annan roun fòrm ki trè pousé,23,333
"James Lovelock, pè di téyori [[Gaïa]]-a, sa roun dé rouprézantan pli sélèb-ya di sa dòktrin.",James Lovelock pè di téyori Gaïaa sa roun dé rouprézantan pli sélèbya di sa dòktrin,15,58
Sa mouvman éko-santrik gen kou [[projè]] konsèrvasyon-an di lanatir-a é « rèspè »-a dé lékilib natirèl.,Sa mouvman ékosantrik gen kou projè konsèrvasyonan di lanatira é « rèspè » a dé lékilib natirèl,17,333
"Endouism-an (hindi : hindu dharm ; devanāgarī : [[हिन्दू धर्म]] ; tamoul : இந்து சமயம் ; « rélijyon endou »), oben sanatana dharma,(sanskrit IAST : sanātanadharma, an ékritir devanāgarī : सनातनधर्म ; « Lalwa Étèrnèl »), sa roun dé pli ansyenn rélijyon di monn ki òkò pratiké ki pa [[gen]] ni fondatò ni enstitisyon klérikal.",Endouisman oben sanatana dharma sa roun dé pli ansyenn rélijyon di monn ki òkò pratiké ki pa gen ni fondatò ni enstitisyon klérikal,23,193
"An matématik, oun fraksyon sa roun sèrten nonm di par konsidéré aprè divizyon-an di roun nonm antché an [[parti]] égal.",An matématik oun fraksyon sa roun sèrten nonm di par konsidéré aprè divizyonan di roun nonm antché an parti égal,20,220
"[[Pa]] lègzanp, fraksyon-an 56/8 ka dézigné kosyan-an di 56 pa 8.",Pa lègzanp fraksyonan ka dézigné kosyanan di pa,8,38
Li sa égal à 7 [[pas]] 7 × 8 = 56.,Li sa égal à pas ×,6,303
"[[Annan]] sa fraksyon, 56 sa aplé nimératò é 8 dénominatò-a.",Annan sa fraksyon sa aplé nimératò é dénominatòa,8,89
"sa roun anno ki entèg, nou pouvé kréyé kò-a dé fraksyon di [[A.]]",sa roun anno ki entèg nou pouvé kréyé kòa dé fraksyon di A,13,335
"[[So]] éléman-yan ka noté so kò (pa analoji o fraksyon d'antché rélatif) {\displaystyle {\frac {a}{b}}} é ka posédé menm propriyété opératwè (sonm, prodjwi, senplifikasyon, ...) ki fraksyon-yan di ℚ.",So élémanyan ka noté so kò displaystyle frac ab é ka posédé menm propriyété opératwè ki fraksyonyan di ℚ,19,114
"Istwè di [[Latè]]-a ka kouvri aprosikmativman 4,5 milyar di lannen (4 567 000 000 lannen), dipi fòrmasyon-an di [[Latè]] à partir di nébiléz solèr jouk jòdla.",Istwè di Latèa ka kouvri aprosikmativman milyar di lannen dipi fòrmasyonan di Latè à partir di nébiléz solèr jouk jòdla,20,324
"An ralantisan (roufrédisman) oun [[parti]] di sa énèrji sa divini matchè-a anba fòrm di d'atom di deutérium, d'hélium 4 é di lithium 7 : a nikléyosentèz primòrdjal-a.",An ralantisan oun parti di sa énèrji sa divini matchèa anba fòrm di datom di deutérium dhélium é di lithium a nikléyosentèz primòrdjala,23,99
[[A]] étandou-a di dansité kazi nil ki ka séparé las-ya.,A étandoua di dansité kazi nil ki ka séparé lasya,10,233
"Soulon andrwa-ya di lèspas-a ki dézigné, nou kalifyé li tchèkfwè di lèspas kislinèr, entèrplanétèr, entèrstélèr (oben entèrsidéral) ké entèrgalaktik pou dézigné pli présizéman vid èspasyal-a ki sa délimité rèspèktivman pa sistenm-an [[Latè]]-Lalin, planèt-ya, zétwèl-ya ké galaksi-ya.",Soulon andrwaya di lèspasa ki dézigné nou kalifyé li tchèkfwè di lèspas kislinèr entèrplanétèr entèrstélèr ké entèrgalaktik pou dézigné pli présizéman vid èspasyala ki sa délimité rèspèktivman pa sistenman LatèLalin planètya zétwèlya ké galaksiya,34,32
"À diférans-a di roun idantité, oun ékwasyon sa roun égalité ki [[pas]] nésésèrman vrè pou tout valò posib-ya ki pouvé varyab.",À diféransa di roun idantité oun ékwasyon sa roun égalité ki pas nésésèrman vrè pou tout valò posibya ki pouvé varyab,21,211
"An byoloji, sélèksyon natirèl-a sa roun dé mékanism [[motò]] di évolisyon-an dé lèspès ki ka èspilké siksè rouprodiktif diféransyèl-a ant dé endividi di roun menm lèspès ké siksè diféransyèl dé jenn ki prézan annan roun popilasyon.",An byoloji sélèksyon natirèla sa roun dé mékanism motò di évolisyonan dé lèspès ki ka èspilké siksè rouprodiktif diféransyèla ant dé endividi di roun menm lèspès ké siksè diféransyèl dé jenn ki prézan annan roun popilasyon,36,337
"Sistenm entèrnasyonal d'inité (abrégé an [[SE]]), ensi purée di sistenm métrik, sa sistenm d'inité ki pli larjman anplwa o monn (li pa ofisyèlman itilizé o [[Étazini]], o [[Libérya]] é an [[Birmani]]).",Sistenm entèrnasyonal dinité ensi purée di sistenm métrik sa sistenm dinité ki pli larjman anplwa o monn,17,194
[[A]] roun sistenm désimal (nouka pasé di roun inité à so miltip-ya oben anba-miltip-ya à lèd-a di pwisans di 10) sof pou mizour-a di tan é d'ang.,A roun sistenm désimal sof pou mizoura di tan é dang,11,111
"[[A]] Konférans jénéral-a dé pwa mizour, ki ka rasanblé dé délégé dé Léta manm di Konvansyon di [[Mèt]]-a, ki ka désidé di so évolisyon, tout kat [[lan]], à [[Pari]].",A Konférans jénérala dé pwa mizour ki ka rasanblé dé délégé dé Léta manm di Konvansyon di Mèta ki ka désidé di so évolisyon tout kat lan à Pari,29,324
"Abrévyasyon-an di « Sistenm entèrnasyonal » sa [[SI]], pé enpòrt lanng ki itilizé.",Abrévyasyonan di « Sistenm entèrnasyonal » sa SI pé enpòrt lanng ki itilizé,13,298
[[Nòrm]] entèrnasyonal-a [[ISO]] 80000-1:2009 ka dékri inté-ya di Sistenm entèrnasyonal é roukoumandasyon pou anplwa-a di yé miltip é di sèrtenn ròt inité.,Nòrm entèrnasyonala ISO ka dékri intéya di Sistenm entèrnasyonal é roukoumandasyon pou anplwaa di yé miltip é di sèrtenn ròt inité,21,260
"Zil di Pak, an rapanui Rapa Nui (« Gran Rapa »), an espagnol Isla de Pascua, sa roun zil di Chili izolé andan sid-ès di [[loséyan Pasifik]], partikilyèrman koni pou so èstati monimental (moaï) ké so ékritir oséyanyenn inik (Rongo-Rongo).",Zil di Pak an rapanui Rapa Nui an espagnol Isla de Pascua sa roun zil di Chili izolé andan sidès di loséyan_Pasifik partikilyèrman koni pou so èstati monimental ké so ékritir oséyanyenn inik,33,44
"[[Jordani]], an form longu Rwayom hachémit di [[Jordani]] (an arab Al-ʾUrdunn, [[الأردن]] é Al-Mamlakah al-ʾUrdunniyyah al-Hāshimiyyah, [[المملكة الأردنيّة الهاشميّة]]), sa roun péyi di [[Azi]] oksidantal.",Jordani an form longu Rwayom hachémit di Jordani sa roun péyi di Azi oksidantal,14,127
[[So]] kapital sa [[Amman]].,So kapital sa Amman,4,304
"Lègsprésyon syans di lavi é di [[Latè]] (SLL) sa itilizé annan Sistèm édikatif fransé pou dézigné ansègnman ki gen [[trè]] pou byoloji-a, pou jéyoloji-a é o sijè konèks.",Lègsprésyon syans di lavi é di Latè sa itilizé annan Sistèm édikatif fransé pou dézigné ansègnman ki gen trè pou byolojia pou jéyolojia é o sijè konèks,27,44
"An 1802, Prémyé [[konsil]] [[Bonaparte]] ka kréyé lisé-ya, annan lakèl, soulon so arété d'òrganizasyon pédagojik, « nou ké anségné ésansyelman laten-an (é an anèks listwè ké jéyografi) ké matématik-ya (ki ka anglobé tchèk nosyon di fizik, chimi, listwè natirèl é minéraloji) ».",An Prémyé konsil Bonaparte ka kréyé liséya annan lakèl soulon so arété dòrganizasyon pédagojik « nou ké anségné ésansyelman latenan ké matématikya »,23,243
"[[Shen Kuo]] (chinwa : 沈括 ; pinyin : [[Shěn Kuò]], Wade-Giles Shen K'uo, [[EFEO]] Chen K'ouo), Shen Guo, [[Shen Kua]] oben òkò [[Shen Gua]], né an 1031 atè [[Hangzhou]] é mouri an 1095 à Zhenjiang, sa roun syantifik polimat chinwa, fonksyonèr gouvèlmantal anba dinasti Song-an (960-1279).",Shen_Kuo Shen Guo Shen Kua oben òkò Shen Gua né an atè Hangzhou é mouri an à Zhenjiang sa roun syantifik polimat chinwa fonksyonèr gouvèlmantal anba dinasti Songan,28,2
"Galilé (an italyen : [[Galileo Galilei]]), né koté Piseen 1564 é mouri koté [[Arcetri]], prè di [[Florence]], 8 janvyé 1642 (77 lan), sa roun matématisyen, jéyomèt, fizisyen ké astronom italyen di xviie syèk.",Galilé né koté Piseen é mouri koté Arcetri prè di Florence janvyé sa roun matématisyen jéyomèt fizisyen ké astronom italyen di xviie syèk,23,53
"Homo sapiens (« wonm savan »), kominéman aplé Wonm modèrn, « Wonm », « Wonm anatomikman modèrn », « moun », sa oun lèspès di [[primat]] ki aparèt i té gen anviron 315 000 lan é ki ka apartni a fanmi-a dé hominidé.",Homo sapiens kominéman aplé Wonm modèrn « Wonm » « Wonm anatomikman modèrn » « moun » sa oun lèspès di primat ki aparèt i té gen anviron lan é ki ka apartni a fanmia dé hominidé,37,44
"Oun Fanmi sa oun kominoté di moun réini pa dé lyen di paranté ekzistan andan tout sé sosyété imen-yan, sélon antropològ [[Claude Lévi-Strauss]].",Oun Fanmi sa oun kominoté di moun réini pa dé lyen di paranté ekzistan andan tout sé sosyété imenyan sélon antropològ Claude_LéviStrauss,22,213
"Jéyografi-a (di grèk ansyen γεωγραφία – geographia, konpozé di « η γη » (hê gê) ([[Latè]]) é « γραφειν » (graphein) dékri, épi di laten geographia, litéralman amòrfwazé pa « désen di [[Latè]] ») sa roun syans ki gen pou òbjè dèskripsyon di [[Latè]] é an partikilyé étid-a dé fénomèn fizik, byolojik é di moun ki ka prodjwi so kò asou glòb térès.",Jéyografia é « γραφειν » dékri épi di laten geographia litéralman amòrfwazé pa « désen di Latè » sa roun syans ki gen pou òbjè dèskripsyon di Latè é an partikilyé étida dé fénomèn fizik byolojik é di moun ki ka prodjwi so kò asou glòb térès,47,323
"Pòrtay di enfòrmasyon jéyografik di gouvèrnman di [[Québec]] ka défini jéyografi-a kou « roun syans di konésans-a di laspè atchwèl, natirèl é di moun di sirfas térès.",Pòrtay di enfòrmasyon jéyografik di gouvèrnman di Québec ka défini jéyografia kou « roun syans di konésansa di laspè atchwèl natirèl é di moun di sirfas térès,27,323
"Boukliyé gwiyannen oben plato dé Gwiyann ka konstitchwé oun réjyon di [[Lanmérik di Sid]], ki sitchwé asou lakot nò-lès-a.",Boukliyé gwiyannen oben plato dé Gwiyann ka konstitchwé oun réjyon di Lanmérik_di_Sid ki sitchwé asou lakot nòlèsa,17,224
"[[Plato dé Gwiyann]] ka étann so kò asou sis péy ; di lwès an lès : [[Mon]] [[Roraima]] (ki sitchwé à lentèrsègsyon-an dé frontchè di [[Gwiyannan]], di [[Vénézwéla]] é di [[Brézil]]) té lontan konsidéré kou pwen kilminan-an di plato, ké 2 810 mèt di laltitid, mé a anfèt [[Pico da Neblina]] (2 995 m), ki sitchwé asou frontchè-a ant [[Brézil]] ké [[Vénézwéla]].",Plato_dé_Gwiyann ka étann so kò asou sis péy di lwès an lès Mon Roraima té lontan konsidéré kou pwen kilminanan di plato ké mèt di laltitid mé a anfèt Pico da Neblina ki sitchwé asou frontchèa ant Brézil ké Vénézwéla,40,329
"Danbwa gwiyannen-an sa pa so natir similè à sa-a di [[Lanmanzonni]], don li sa roun prolonjman.",Danbwa gwiyannenan sa pa so natir similè à saa di Lanmanzonni don li sa roun prolonjman,16,324
"Li ka konpòrté plizyò park ké zonn ki protéjé : o [[Vénézwéla]] park nasyonnal-ya di Canaima, Parima Tapirapecó ké Serranía [[La Neblina]] ; o sant di [[Gwiyannan]] danbwa Iwokrama ké park nasyonnal di [[Kaieteur]] é o Sid di péy zonn-yan ki protéjé di Kanuku é di Kanashen ; o [[Sourinanm]] park Brownsberg ké rézèrv natirèl di [[Sourinanm]] santral ; o [[Brézil]] park nasyonnal di mon [[Roraima]] é dé montangn Tumucumaque, sa dannyé fika annan kontinwité-a di park anmanzonnyen di [[Lagwiyann]].",Li ka konpòrté plizyò park ké zonn ki protéjé o Vénézwéla park nasyonnalya di Canaima Parima Tapirapecó ké Serranía La Neblina o sant di Gwiyannan danbwa Iwokrama ké park nasyonnal di Kaieteur é o Sid di péy zonnyan ki protéjé di Kanuku é di Kanashen o Sourinanm park Brownsberg ké rézèrv natirèl di Sourinanm santral o Brézil park nasyonnal di mon Roraima é dé montangn Tumucumaque sa dannyé fika annan kontinwitéa di park anmanzonnyen di Lagwiyann,76,240
"Litosfè-a, kòk èstèrn-an ki rijid di [[Latè]]-a ki konstitchwé di krout-a di roun [[parti]] di manto sipèryò, sa sibdivizé an plak, nonmen tèktonik oben litosférik.",Litosfèa kòk èstèrnan ki rijid di Latèa ki konstitchwé di krouta di roun parti di manto sipèryò sa sibdivizé an plak nonmen tèktonik oben litosférik,25,44
"Rézo téléfonik konmité (ou RTK) sa rézo istorik di [[téléfonn]] fiks, annan lakèl roun pòs d'aboné sa rélyé à oun [[konmitatò téléfonik]] di rézo piblik pa roun pèr di fil alimanté an batri santral entégral (bouk lokal-a).",Rézo téléfonik konmité sa rézo istorik di téléfonn fiks annan lakèl roun pòs daboné sa rélyé à oun konmitatò téléfonik di rézo piblik pa roun pèr di fil alimanté an batri santral entégral,33,270
"Èsplorasyon-an di Lalin-an té roun dé lòbjèktif di mounité-a dipi ki [[sala]] konprann ki Lalin-an té kò sélès-a ki pi pròch di [[Latè]]-a. Roun dé lègzanp ki pli flagran ki sa famé roman-an di [[Jules Verne]], ""De la [[Terre]] à la Lune"", ékri an 1865, oben pli résaman album-yan di Hergé, ""Objectif Lune"" (1953) ké ""On a marché sur la Lune"" (1954).",Èsplorasyonan di Lalinan té roun dé lòbjèktif di mounitéa dipi ki sala konprann ki Lalinan té kò sélèsa ki pi pròch di Latèa Roun dé lègzanp ki pli flagran ki sa famé romanan di Jules Verne De la Terre à la Lune ékri an oben pli résaman albumyan di Hergé Objectif Lune ké On a marché sur la Lune,59,78
"Oun granmoun sa oun endividi biolojikman stab ki; [[aki]] so matirité sèkswèl, sa siksésib di rouprodjwi so kò.",Oun granmoun sa oun endividi biolojikman stab ki aki so matirité sèkswèl sa siksésib di rouprodjwi so kò,18,299
[[Pasaj]]-a a faz-a di granmoun sa aki lò jenn-an ka atenn so matirité.,Pasaja a faza di granmoun sa aki lò jennan ka atenn so matirité,13,172
"Arabi saoudit (an arab : العربيّة [[السّعودية]], Al-‘Arabiyyah as-Sa‘ūdiyyah?",Arabi saoudit an arab العربيّة السّعودية Al ‘ Arabiyyah asSa ‘ ūdiyyah,12,251
"), an form long Rwayom d'Arabi saoudit (an arab : المملكة العربيّة [[السّعودية]], Al-Mamlakah al-‘Arabiyyah as-Sa‘ūdiyyah?",an form long Rwayom dArabi saoudit an arab المملكة العربيّة السّعودية AlMamlakah al ‘ Arabiyyah asSa ‘ ūdiyyah,18,251
"), sa roun monarchi islamik dirijé pa fanmi [[Saoud]] dipi so kréyasyon an 1932 pa [[Ibn Séoud]].",sa roun monarchi islamik dirijé pa fanmi Saoud dipi so kréyasyon an pa Ibn Séoud,15,172
Marchan vénisyen-an [[Nicolò de' Conti]] ka vizité lavil-a di [[Vijayanagar]] ([[Lenn]]).,Marchan vénisyenan Nicolò_de_Conti ka vizité lavila di Vijayanagar,8,334
"[[Jésus]] di [[Nazareth]] sa roun Jwif di [[Galilée]], né ant lannen 7 é lannen 5 av.",Jésus di Nazareth sa roun Jwif di Galilée né ant lannen é lannen av,14,122
"I ka aparèt annan sèrk di [[Jean le Baptiste]] anvan di angajé so kò, antouré di disip, andan roun kourt karyèr di prédikasyon itinérant di roun a dé lan é démi, ésansyèlman an Galilé, an pratikan gérizon é ègzòrsism.",I ka aparèt annan sèrk di Jean_le_Baptiste anvan di angajé so kò antouré di disip andan roun kourt karyèr di prédikasyon itinérant di roun a dé lan é démi ésansyèlman an Galilé an pratikan gérizon é ègzòrsism,37,105
Sa paj ka konsèrnen lannen 1526 [[kalandriyé julyen]].,Sa paj ka konsèrnen lannen kalandriyé_julyen,6,0
Lorijin di lavi-ya asou [[Latè]] ka douméré ensèrtenn.,Lorijin di laviya asou Latè ka douméré ensèrtenn,8,292
Nou pa savé di ké sèrtitid lò lavi-a sa aparèt asou [[Latè]] ni koté é kouman.,Nou pa savé di ké sèrtitid lò lavia sa aparèt asou Latè ni koté é kouman,16,187
"Pli ansyen mikro-lòrganism fosil sa daté di omwen 3,5 [[Ga(milyar]] di lannen).",Pli ansyen mikrolòrganism fosil sa daté di omwen Ga,9,172
"Oun étid pibliyé an 2015 asou dé enklizyon di karbonn konsidéré kou di lorijin òrganik ka asigné yé roun laj di 4,1 milyar di lannen é pli résaman dé présipité idrofij anba-maren trouvé annan dé ròch sédimantèr férijinéz di Sentir di ròch vèrt di Nuvvuagittuq (Québec) té entèrprété kou di posib tras di lavi (òrganism filamanté) i té [[gen]] omwen 3,77 milyar di lannen ké pitèt 4,28 milyar di lannen.",Oun étid pibliyé an asou dé enklizyon di karbonn konsidéré kou di lorijin òrganik ka asigné yé roun laj di milyar di lannen é pli résaman dé présipité idrofij anbamaren trouvé annan dé ròch sédimantèr férijinéz di Sentir di ròch vèrt di Nuvvuagittuq té entèrprété kou di posib tras di lavi i té gen omwen milyar di lannen ké pitèt milyar di lannen,63,105
"[[Arméni]], an form long Répiblik d'Arméni, an arményen [[Hayastan]], [[Հայաստան]] é Hayastani Hanrapetut’yun, [[Հայաստանի Հանրապետություն]], sa roun péyi sitchwé annan réjyon di Piti Kokaz di Érazi.",Arméni an form long Répiblik dArméni an arményen Hayastan Հայաստան é Hayastani Hanrapetut ’ yun Հայաստանի Հանրապետություն sa roun péyi sitchwé annan réjyon di Piti Kokaz di Érazi,28,103
"Oun zilé, sa roun lamas di latè antouré ké [[dilo]] di mannyè pèrmanant oben pafwè di mannyè tanporèr an fonksyon di marè-ya.",Oun zilé sa roun lamas di latè antouré ké dilo di mannyè pèrmanant oben pafwè di mannyè tanporèr an fonksyon di marèya,22,78
"Dlio-a ka benyen zil-ya pitèt sa di roun loséyan, di roun [[lanmè]], di roun [[lak]] oben di roun kour dilo.",Dlioa ka benyen zilya pitèt sa di roun loséyan di roun lanmè di roun lak oben di roun kour dilo,20,108
"oben permanant, izolé oben groupé ké ròt zil é pouvé alò formé roun [[archipel]].",oben permanant izolé oben groupé ké ròt zil é pouvé alò formé roun archipel,14,35
"Définisyon orijinèl, sa di [[Richard Dedekind]], di ansanm-an dé antché natirèl ki ka èskli nonm-an zéro; pli résaman rounòt définisyon té propozé ki ka enkli [[zéro]].",Définisyon orijinèl sa di Richard_Dedekind di ansanman dé antché natirèl ki ka èskli nonman zéro pli résaman rounòt définisyon té propozé ki ka enkli zéro,25,325
"Mouvman dé drwè sivik ka référé abitchwèlman so kò o mouvman éponim o [[Étazini]] annan lannen-yan 1950-60, anba présyon-an dikèl ségrégasyon rasyal-a té aboli, tandi ki Nwè amériken té òbténi jwisans-a di yé drwè sivik élémantèr (an partikilyé pa Civil Rights Act ké Voting Rights Act).",Mouvman dé drwè sivik ka référé abitchwèlman so kò o mouvman éponim o Étazini annan lannenyan anba présyonan dikèl ségrégasyon rasyala té aboli tandi ki Nwè amériken té òbténi jwisansa di yé drwè sivik élémantèr,35,201
"Soudan di Sid, an fòrm lonng Répiblik di Soudan di Sid (an annglé : Republic of South Sudan), sa roun péy di [[Lafrik]] oryantal don kapital-a sa Djouba.",Soudan di Sid an fòrm lonng Répiblik di Soudan di Sid sa roun péy di Lafrik oryantal don kapitala sa Djouba,21,127
1550 sa roun lannen ki ka koumansé oun [[mèrkrédi]].,sa roun lannen ki ka koumansé oun mèrkrédi,8,1
"An fizik, roun léta di matchè sa roun dé 4 fòrm òrdinèr annan lakèl ka trouvé so kò oun sibstans annan natir-a : [[solid]], likid, gazé, plasma.",An fizik roun léta di matchè sa roun dé fòrm òrdinèr annan lakèl ka trouvé so kò oun sibstans annan natira solid likid gazé plasma,25,193
"[[Divèrs]] propriyété di matchè diféran-an soulon léta-a : dégré di coézyon, dansité, èstriktir kristalin, endis di réfraksyon… Sa propriyété-ya ka anmòrfwézé so kò dé ""konpòrtman"" diféran dékri pa lalwa-ya di fizik-a : maléyabilité, diktilité, viskosité, lalwa dé gaz parfè… [[Mè]] konpòrtman-yan di matchè-a pa sa toujou inifòrm osen di roun menm léta.",Divèrs propriyété di matchè diféranan soulon létaa dégré di coézyon dansité èstriktir kristalin endis di réfraksyon… Sa propriyétéya ka anmòrfwézé so kò dé konpòrtman diféran dékri pa lalwaya di fizika maléyabilité diktilité viskosité lalwa dé gaz parfè… Mè konpòrtmanyan di matchèa pa sa toujou inifòrm osen di roun menm léta,50,337
[[Ensi]] ès ka ègzisté dé léta entèrmédjèr nou ka òbsèrvé oun solid ki ka konpòrté so kò kou roun flwid (matchè pilvérilant oben graniléz) oben o kontrèr oun likid avwar propriyété pròp o solid.,Ensi ès ka ègzisté dé léta entèrmédjèr nou ka òbsèrvé oun solid ki ka konpòrté so kò kou roun flwid oben o kontrèr oun likid avwar propriyété pròp o solid,30,284
"[[Annan]] lannen-yan 1980, anviron 20 milyar di tonn di matéryèl té ègstrè anniyèlman dé sèl min à syèl ouvè annan monn-an don pli di lanmotché-a dé minré alò ki pli di sis milyar di tonn di charbon, 1,6 milyar di tonn di minré di fer, 190 milyon di tonn di minré d'aluminium sa prézimé ègstrè di anba-sòl pa dé galri ké pwi o koumansman di xxie syèk.",Annan lannenyan anviron milyar di tonn di matéryèl té ègstrè anniyèlman dé sèl min à syèl ouvè annan monnan don pli di lanmotchéa dé minré alò ki pli di sis milyar di tonn di charbon milyar di tonn di minré di fer milyon di tonn di minré daluminium sa prézimé ègstrè di anbasòl pa dé galri ké pwi o koumansman di xxie syèk,63,105
"Distenksyon-an ant min ké karyèr ka tchenbé à lanatir-a di materyo ki ègstrè (èstratéjik oben présyé pou [[min]]-an, di mwenn valò pou karyèr-a) ; an [[Frans]], a kod minyé-a ki ka défini sa.",Distenksyonan ant min ké karyèr ka tchenbé à lanatira di materyo ki ègstrè an Frans a kod minyéa ki ka défini sa,22,324
"[[Lanmè Méditérané]] (prounonsé [me.di.tɛ.ʁa.ne]) sa roun [[lanmè]] enterkontinantal près antyèrman fronmen, bòdé pa sé kôt di [[Léròp]] di sid, di [[Lafrik]] di Nò é di [[Lazi]], dipi détrwa di Gibraltar a lwès a sé antré di sé Dardanèl é di kannal di Suez a les é sa étandi asou roun siperfisi di anviron 2,5 milyon di kilonmèt karé.",Lanmè_Méditérané sa roun lanmè enterkontinantal près antyèrman fronmen bòdé pa sé kôt di Léròp di sid di Lafrik di Nò é di Lazi dipi détrwa di Gibraltar a lwès a sé antré di sé Dardanèl é di kannal di Suez a les é sa étandi asou roun siperfisi di anviron milyon di kilonmèt karé,54,78
"Yé ka aparèt i té [[gen]] pli di di 3,7 milyar di lannen koté dé baktéri silfato-rédikyris.",Yé ka aparèt i té gen pli di di milyar di lannen koté dé baktéri silfatorédikyris,16,261
"Yé ka dézigné an partikilyé fotosentèz oksijénik-a aparèt koté sinobaktéri i té [[gen]] 2,45 milyar di lannen, ki prodjwi oun boulvèrsman ékolojik majò an fézan évoliyé latmòsfè-a alò rich an métann, an atchwèl-a, konpozé notaman di djòksid di karbonn é di djòksijenn.",Yé ka dézigné an partikilyé fotosentèz oksijénika aparèt koté sinobaktéri i té gen milyar di lannen ki prodjwi oun boulvèrsman ékolojik majò an fézan évoliyé latmòsfèa alò rich an métann an atchwèla konpozé notaman di djòksid di karbonn é di djòksijenn,41,325
"[[Lò]] nou ka manjé, aliman-yan sa maché ké transfòrmé an gris molékil.",Lò nou ka manjé alimanyan sa maché ké transfòrmé an gris molékil,12,237
