Text,Wiki_ID,Wikidata_ID,Source
allocine.fr,None,Q31165,OpenTapioca
Kevin Spacey,73354,Q25144,Wikipedia
Madhur Jaffrey,73362,Q2556603,Wikipedia
Victor-Henry Christophe,67683,Q3158076,Wikipedia
Philippe Thoby-Marcelin,16457,Q3380772,Wikipedia
Clement Jumelle,None,Q94617533,OpenTapioca
Martial Célestin,32409,Q562463,Wikipedia
sismik,59225,Q1500431,Wikipedia
Gérard Gourgue,None,Q3123997,OpenTapioca
Jean-Charles Moïse,None,Q21294764,OpenTapioca
Rina Franchetti,None,Q299918,OpenTapioca
Nicole Jamet,78431,Q665195,Wikipedia
Hugo Gélin,69785,Q139735,Wikipedia
So Solid Crew,None,Q1668351,OpenTapioca
Ruben Alves,73464,Q3446459,Wikipedia
Kebèk|kebekwa]]<ref,None,Q176,OpenTapioca
Claude Prégent,None,Q2978005,OpenTapioca
Marc Exavier,None,Q18341492,OpenTapioca
Christian Clavier,69675,Q310692,Wikipedia
Xavier Dolan,73467,Q551861,Wikipedia
Pablo Larraín,73536,Q1985090,Wikipedia
Amparo Noguera,73541,Q4748066,Wikipedia
Etan Somat,None,Q2722327,OpenTapioca
zwa,2349,Q16529344,Wikipedia
kanna,2343,Q3736439,Wikipedia
Luis Mario Quiroz,None,Q3266743,OpenTapioca
chèn Baworiko,76549,Q2403979,Wikipedia
Rivyè Griz,None,Q7338921,OpenTapioca
bazalt,59754,Q43338,Wikipedia
ajil,13635,Q22681207,Wikipedia
Lasèl,None,Q666806,OpenTapioca
dolin,61130,Q188734,Wikipedia
Zuria Vega,67548,Q256152,Wikipedia
Rivyè Gòch,None,Q17638236,OpenTapioca
Rivyè Lakòs,None,Q5595060,OpenTapioca
Tiso,None,Q134350,OpenTapioca
Victoria Montou,None,Q4968009,OpenTapioca
Marie-Claire Heureuse Félicité,None,Q3039826,OpenTapioca
Victoria,None,Q9439,OpenTapioca
Henri Duclos,None,Q60029441,OpenTapioca
Sara,None,Q6583,OpenTapioca
kota,None,Q21011975,OpenTapioca
Fred Doura,16160,Q16946256,Wikipedia
Yvan Noé,78477,Q3573379,Wikipedia
Christie Désir,None,Q18636410,OpenTapioca
"Sean ""Diddy"" Combs",None,Q216936,OpenTapioca
Universal Music Group,None,Q38903,OpenTapioca
Interscope Records,None,Q231694,OpenTapioca
Gilberte Géniat,81192,Q3105918,Wikipedia
Brontis Jodorowsky,73649,Q2926091,Wikipedia
Alejandro Jodorowsky,73650,Q263730,Wikipedia
Alma Jodorowsky,73648,Q15079800,Wikipedia
Félix Moati,72181,Q3092547,Wikipedia
Sent-Mari,None,Q1152310,OpenTapioca
Grégory Fitoussi,70113,Q3118556,Wikipedia
Jérôme Cornuau,81456,Q3190861,Wikipedia
kowonaviris,74019,Q57751738,Wikipedia
OMS,None,Q7817,OpenTapioca
An,None,Q482365,OpenTapioca
Peter Doherty,None,Q309814,OpenTapioca
Melbourne,None,Q3141,OpenTapioca
New England,None,Q18389,OpenTapioca
Journal of Medicine,None,Q6295544,OpenTapioca
Wuhan,None,Q11746,OpenTapioca
The Lancet,None,Q939416,OpenTapioca
Guangdong,None,Q15175,OpenTapioca
Zhong Nanshan,None,Q9096750,OpenTapioca
Sante(OMS,None,Q7817,OpenTapioca
Xi Jinping,None,Q15031,OpenTapioca
Neil Ferguson,None,Q54209622,OpenTapioca
Imperial College London,None,Q189022,OpenTapioca
Hubei,None,Q46862,OpenTapioca
Huanggang,None,Q71355,OpenTapioca
Ezhou,None,Q71305,OpenTapioca
Beijing,None,Q956,OpenTapioca
Lhasa,None,Q5869,OpenTapioca
Kore disid,None,Q884,OpenTapioca
Taywan,None,Q865,OpenTapioca
Vyètnam,None,Q881,OpenTapioca
Vyetnam,None,Q881,OpenTapioca
Francisco Duque,None,Q339811,OpenTapioca
Tyumen,None,Q5824,OpenTapioca
Oural,None,Q35600,OpenTapioca
Transbaikalia,None,Q644111,OpenTapioca
Gaye,None,Q189758,OpenTapioca
Abderrahmane Benbouzid,None,Q85202389,OpenTapioca
"Toronto, Ontario",None,Q172,OpenTapioca
Toronto,None,Q172,OpenTapioca
CZ,None,Q213,OpenTapioca
Guangzhou,None,Q16572,OpenTapioca
Sante,None,Q392169,OpenTapioca
Neder-Over-Heembeek,None,Q2645721,OpenTapioca
Agnès Buzyn,None,Q2826971,OpenTapioca
Yon,None,Q596810,OpenTapioca
Jérôme Salomon,None,Q86372019,OpenTapioca
Rovaniemi,None,Q103717,OpenTapioca
Jönköping,None,Q103672,OpenTapioca
Ostrali,None,Q3960,OpenTapioca
Science China Life Sciences,None,Q2619480,OpenTapioca
Pasteur,None,Q529,OpenTapioca
Lancet,None,Q939416,OpenTapioca
tous,58694,Q12897837,Wikipedia
Solidarite,None,Q1003,OpenTapioca
Sinon,None,Q194138,OpenTapioca
To letalite,74011,Q1720706,Wikipedia
Oxford,None,Q34217,OpenTapioca
Yasutoshi Nishimura,None,Q8050121,OpenTapioca
Jean-Philippe Béja,None,Q3168758,OpenTapioca
CNRS,None,Q280413,OpenTapioca
Dharamsala,None,Q186182,OpenTapioca
Nan Hong,None,Q9017119,OpenTapioca
Cameron Douglas,69881,Q1028724,Wikipedia
Macaulay Culkin,73847,Q103578,Wikipedia
Kieran Culkin,73846,Q313204,Wikipedia
Bonnie Bedelia,73819,Q234997,Wikipedia
Le Moniteur,None,Q1410997,OpenTapioca
Michaël Youn,76905,Q737676,Wikipedia
Fanmi,58531,Q8436,Wikipedia
anjyospèm,59727,Q25314,Wikipedia
Meryl Streep,72532,Q873,Wikipedia
Jean-Pierre Marielle,70542,Q739521,Wikipedia
Victor Lanoux,69700,Q1585313,Wikipedia
José Garcia,79195,Q778451,Wikipedia
Isabelle Carré,77352,Q289032,Wikipedia
Zabou Breitman,70400,Q139052,Wikipedia
Jean-Pierre Desagnat,73816,Q3169206,Wikipedia
Francia Séguy,73818,Q16259756,Wikipedia
François Desagnat,73817,Q3084424,Wikipedia
Vincent Desagnat,73814,Q3559579,Wikipedia
L'Assommoir,82543,Q97628035,Wikipedia
Yougoslavi,None,Q36704,OpenTapioca
Skopje,None,Q384,OpenTapioca
Bèlgrad,None,Q3711,OpenTapioca
Apati,None,Q103661,OpenTapioca
Institut des sciences nucléaires de Vinča,None,Q1664939,OpenTapioca
Alexander-von-Humboldt,None,Q6694,OpenTapioca
Clint Eastwood,28961,Q43203,Wikipedia
Rory Culkin,73757,Q431038,Wikipedia
Akissi Delta,66515,Q2829078,Wikipedia
Sophie Fillières,73853,Q3490932,Wikipedia
Hélène Fillières,73852,Q638129,Wikipedia
Agathe Bonitzer,69486,Q391269,Wikipedia
Yo,None,Q17987757,OpenTapioca
girl group,None,Q63993995,OpenTapioca
Rivyè Solyèt,None,Q489692,OpenTapioca
siklòn Ike,57594,Q392603,Wikipedia
Siklòn Ike,57594,Q392603,Wikipedia
Faith Brook,73895,Q439962,Wikipedia
Lyndon Brook,73896,Q3269509,Wikipedia
Clive Brook,73894,Q1101883,Wikipedia
Sinema,2548,Q11424,Wikipedia
onn,60483,Q37172,Wikipedia
zòrèy,58458,Q7362,Wikipedia
Akoustik,59697,Q82811,Wikipedia
krache,67464,Q65323361,Wikipedia
poupou,14957,Q65325017,Wikipedia
Astrid Vabret,None,Q84062383,OpenTapioca
Caen,None,Q41185,OpenTapioca
Antoine Flahault,None,Q33270422,OpenTapioca
touse,15333,Q35805,Wikipedia
Infection and Immunity,None,Q6029193,OpenTapioca
Julian Druce,None,Q42230792,OpenTapioca
SDRA,None,Q20458107,OpenTapioca
plasenta,60309,Q1212935,Wikipedia
grès,1155,Q41,Wikipedia
Ignace-Philippe Semmelweis,None,Q59736,OpenTapioca
Escherichia coli,60586,Q25419,Wikipedia
Rutgers,None,Q499451,OpenTapioca
Gogol,None,Q43718,OpenTapioca
Nòvèj,None,Q20,OpenTapioca
solisyon idwo-alkolik,74091,Q520181,Wikipedia
menn,None,Q264295,OpenTapioca
site Solèy,57756,Q1016929,Wikipedia
Philippe Chaffanjon,None,Q3379536,OpenTapioca
Cité Soleil,None,Q1016929,OpenTapioca
Marc Hervé,None,Q18708455,OpenTapioca
Saint-Michel-de-l'Attalaye,None,Q2536918,OpenTapioca
Twopik,None,Q42530,OpenTapioca
esperanto,66636,Q143,Wikipedia
Patrick Dewaere,71085,Q551439,Wikipedia
Ignace Philippe Semmelweis,None,Q59736,OpenTapioca
Yon do,None,Q16179096,OpenTapioca
mineral,60192,Q7946,Wikipedia
presyon,58865,Q39552,Wikipedia
azòt,3765,Q627,Wikipedia
fatra,12751,Q45701,Wikipedia
Sida,11930,Q12199,Wikipedia
"Newark, New Jersey",35652,Q25395,Wikipedia
Major League Soccer,None,Q18543,OpenTapioca
DC United,None,Q238593,OpenTapioca
USL Pro,None,Q1362411,OpenTapioca
Richmond Kickers,None,Q1784644,OpenTapioca
SC Vila Real,None,Q3493847,OpenTapioca
Felgueiras,None,Q936904,OpenTapioca
Rochester Rhinos,None,Q1359089,OpenTapioca
USL,None,Q1362411,OpenTapioca
Ottawa Fury,None,Q6334727,OpenTapioca
Pittsburgh Riverhounds,None,Q570256,OpenTapioca
Ottawa Fury FC,None,Q6334727,OpenTapioca
CONCACAF,None,Q160549,OpenTapioca
Curaçao,None,Q25279,OpenTapioca
Derrick Etienne,None,Q21005754,OpenTapioca
Céline Sciamma,81722,Q461350,Wikipedia
NHMD,None,Q3275232,OpenTapioca
Omàn,None,Q842,OpenTapioca
Arabi Sawoudit,None,Q851,OpenTapioca
maladi kowonaviris 2019,73901,Q84263196,Wikipedia
Zika,63660,Q202864,Wikipedia
SARS,None,Q16898762,OpenTapioca
Vaud,None,Q12771,OpenTapioca
Novartis,None,Q507154,OpenTapioca
Nestlé,None,Q160746,OpenTapioca
MS,None,Q30,OpenTapioca
Westerdam,None,Q19649977,OpenTapioca
Alain Berset,None,Q123939,OpenTapioca
Kanton,None,Q16572,OpenTapioca
Neuchâtel,None,Q12738,OpenTapioca
Kanton Zurich,None,Q11943,OpenTapioca
Basel-City,None,Q12172,OpenTapioca
Kanton Vaud,None,Q12771,OpenTapioca
Bâle-Campagne,None,Q12146,OpenTapioca
Bèn,None,Q70,OpenTapioca
Valais,None,Q834,OpenTapioca
Kanton Neuchâtel,None,Q12738,OpenTapioca
Jura,None,Q12755,OpenTapioca
Zoug,None,Q11933,OpenTapioca
Kanton Schwyz,None,Q12433,OpenTapioca
Kanton St Gallen,None,Q12746,OpenTapioca
Rhodes-Extérieures,None,Q12079,OpenTapioca
Thurgau,None,Q12713,OpenTapioca
Guy Parmelin,None,Q121160,OpenTapioca
Padova,None,Q617,OpenTapioca
Veneto,None,Q1243,OpenTapioca
Lazio,None,Q1282,OpenTapioca
Piedmont,None,Q1216,OpenTapioca
Sicily,None,Q1460,OpenTapioca
Liguria,None,Q1256,OpenTapioca
Trentino-Alto Adige,None,Q1237,OpenTapioca
Puglia,None,Q1447,OpenTapioca
Piacenza,None,Q16243,OpenTapioca
Parma,None,Q16228,OpenTapioca
Rimini,None,Q13369,OpenTapioca
Repiblik Tchèk,62385,Q213,Wikipedia
Tessin,None,Q12724,OpenTapioca
Lombardie,None,Q1210,OpenTapioca
konfinman,74103,Q1178359,Wikipedia
Bichat,None,Q333489,OpenTapioca
Orsan,None,Q379619,OpenTapioca
Olivier Véran,None,Q3332699,OpenTapioca
Oise,None,Q12675,OpenTapioca
Haute-Savoie,None,Q12751,OpenTapioca
La Balme-de-Sillingy,None,Q735350,OpenTapioca
FC Chambly Oise,None,Q3076567,OpenTapioca
Le Mans FC,None,Q210864,OpenTapioca
Villers-Saint-Paul,None,Q1389265,OpenTapioca
Montataire,None,Q818255,OpenTapioca
Nogent-sur-Oise,None,Q693488,OpenTapioca
Morbihan,None,Q12642,OpenTapioca
Haut-Rhin,None,Q12722,OpenTapioca
Bernwiller,None,Q326527,OpenTapioca
Bourtzwiller,None,Q2922474,OpenTapioca
Saint-Louis,None,Q384516,OpenTapioca
Hésingue,None,Q466682,OpenTapioca
Kòs disid,None,Q3336,OpenTapioca
Bous,None,Q630080,OpenTapioca
Emmanuel Macron,None,Q3052772,OpenTapioca
Solisyon idwo-alkolik,74091,Q520181,Wikipedia
GP,None,Q17012,OpenTapioca
Asia,None,Q48,OpenTapioca
Brussels Expo,None,Q994373,OpenTapioca
Vlaams Belang,None,Q682990,OpenTapioca
Reine Astrid,None,Q230238,OpenTapioca
Maladi kowonaviris 2019,73901,Q84263196,Wikipedia
Charité,None,Q162684,OpenTapioca
Food and Drug Administration,None,Q204711,OpenTapioca
FDA,None,Q204711,OpenTapioca
Antikò,None,Q13727,OpenTapioca
Duke – NUS,None,Q5312721,OpenTapioca
Tongji,None,Q16947,OpenTapioca
Imperial College de Londres,None,Q189022,OpenTapioca
Douala,None,Q132830,OpenTapioca
Matthew Perry,None,Q171758,OpenTapioca
Callie Thorne,None,Q444417,OpenTapioca
Scott Cohen,None,Q725650,OpenTapioca
USA Network,None,Q262523,OpenTapioca
CKE,None,Q6482666,OpenTapioca
lang oksitan,74041,Q14185,Wikipedia
Murcie,22040,Q5772,Wikipedia
Kostarika,None,Q800,OpenTapioca
Agence des services frontaliers du Canada,None,Q532090,OpenTapioca
ASFC,None,Q532090,OpenTapioca
Vancouver,None,Q24639,OpenTapioca
François-Philippe Champagne,None,Q21159815,OpenTapioca
Peken,None,Q956,OpenTapioca
Tim Hortons,None,Q175106,OpenTapioca
Rim,None,Q220,OpenTapioca
Win,None,Q1741,OpenTapioca
"Toronto"", ""Jets",None,Q7826428,OpenTapioca
Flames de Calgary,None,Q194126,OpenTapioca
Canucks de Vancouver,None,Q192890,OpenTapioca
Sunnybrook,None,Q7640789,OpenTapioca
Health Sciences Center,None,Q7970215,OpenTapioca
Winnipeg,None,Q2135,OpenTapioca
Manitoba,None,Q1948,OpenTapioca
Colorado,None,Q1261,OpenTapioca
Christine Elliott,None,Q5111010,OpenTapioca
Sudbury,None,Q383434,OpenTapioca
Norman Manley,None,Q1397508,OpenTapioca
Louis-Joseph Papineau,None,Q2271150,OpenTapioca
Jean Charest,None,Q48966,OpenTapioca
Kebekwa,None,Q3194585,OpenTapioca
Viau,None,Q3556797,OpenTapioca
Denis Coderre,None,Q3022603,OpenTapioca
Bourassa,None,Q2922232,OpenTapioca
Wozo,15858,Q143484,Wikipedia
Wanda Vázquez Garced,None,Q56600071,OpenTapioca
Rafael Rodríguez Mercado,None,Q98148332,OpenTapioca
Centers for Disease Control and Prevention) (CDC,None,Q583725,OpenTapioca
Luis Muñoz Marín,None,Q888180,OpenTapioca
Pò,None,Q643,OpenTapioca
Mulhouse,None,Q79815,OpenTapioca
Tiken Jah Fakoly,28932,Q263170,Wikipedia
netwaye,59017,Q12894769,Wikipedia
ijyèn,73983,Q162297,Wikipedia
Didier Pittet,None,Q5274187,OpenTapioca
Martín Vizcarra,None,Q24030720,OpenTapioca
Dekrè,None,Q707690,OpenTapioca
Elizabeth Hinostroza,None,Q75646938,OpenTapioca
Dos de Mayo,None,Q2088810,OpenTapioca
Minsa,None,Q3065012,OpenTapioca
Juan Guaido,None,Q58833335,OpenTapioca
Venezwela,None,Q717,OpenTapioca
MSPP,None,Q30290566,OpenTapioca
OPS,None,Q1856835,OpenTapioca
CIPC,None,Q8475,OpenTapioca
Banque interaméricaine de développement,None,Q1153087,OpenTapioca
BID,None,Q1153087,OpenTapioca
gan medikal,74132,Q178541,Wikipedia
mas chirijikal,74119,Q10282403,Wikipedia
ekipman pwoteksyon endividyèl,76829,Q1333024,Wikipedia
linèt pwoteksyon,74134,Q72797,Wikipedia
Le Guide,None,Q109061,OpenTapioca
Kristalina Georgieva,None,Q265277,OpenTapioca
FMI,None,Q7804,OpenTapioca
mezi baryè,74147,Q2990609,Wikipedia
Centers for Disease Control and Prevention,None,Q583725,OpenTapioca
CDC,None,Q583725,OpenTapioca
Nòm,None,Q79996,OpenTapioca
jenetik,60020,Q7162,Wikipedia
Ebola,None,Q934455,OpenTapioca
karantèn,74486,Q182899,Wikipedia
Christophe Castaner,None,Q1726930,OpenTapioca
Konfinman,74103,Q1178359,Wikipedia
Christian Estrosi,None,Q749029,OpenTapioca
Didier Raoult,None,Q915676,OpenTapioca
pik,None,Q95169069,OpenTapioca
Philadelphia,None,Q1345,OpenTapioca
El Salvador,None,Q792,OpenTapioca
Nayib Bukele,None,Q17712353,OpenTapioca
Bwènozè,None,Q1486,OpenTapioca
Parma,None,Q165040,OpenTapioca
La Matanza,None,Q1308616,OpenTapioca
Chaco,None,Q44757,OpenTapioca
Ejip,None,Q79,OpenTapioca
Tierra del Fuego,None,Q44832,OpenTapioca
Córdoba,None,Q5818,OpenTapioca
Entre Ríos,None,Q44762,OpenTapioca
MCO,None,Q235,OpenTapioca
Kantō,None,Q132480,OpenTapioca
lafimen,59249,Q130768,Wikipedia
plastik,61058,Q11474,Wikipedia
Lenn,None,Q23397,OpenTapioca
Òganizasyon Mondyal Lasante,80443,Q7817,Wikipedia
Amazon,None,Q3783,OpenTapioca
silisyòm,3804,Q670,Wikipedia
aliminyòm,3761,Q663,Wikipedia
siman,15211,Q45190,Wikipedia
Tibèkiloz,70868,Q12204,Wikipedia
monoksid kabòn,59790,Q2025,Wikipedia
NR,None,Q697,OpenTapioca
EEC,None,Q52847,OpenTapioca
William Halsted,None,Q962960,OpenTapioca
Caroline Hampton,None,Q75701657,OpenTapioca
Johns-Hopkins,None,Q193727,OpenTapioca
Baltimore,None,Q5092,OpenTapioca
Henri Chaput,None,Q3130814,OpenTapioca
Gan,None,Q117,OpenTapioca
reyon gama,60015,Q11523,Wikipedia
lazè,60974,Q38867,Wikipedia
Klò,3784,Q688,Wikipedia
Victory Sportif Club,71986,Q7927548,Wikipedia
maladi enfektye,60098,Q18123741,Wikipedia
"konpòtman""tal",None,Q2,OpenTapioca
AFSSET,None,Q2826642,OpenTapioca
Jès,None,Q526070,OpenTapioca
HP,None,Q1177,OpenTapioca
AFSSA,None,Q2826644,OpenTapioca
Webasto,None,Q319769,OpenTapioca
Schwabing,None,Q252119,OpenTapioca
Siegsdorf,None,Q266915,OpenTapioca
Baden-Württemberg,None,Q985,OpenTapioca
Freiburg im Breisgau,None,Q2833,OpenTapioca
Rhenanie,None,Q152243,OpenTapioca
Westphalie,None,Q8614,OpenTapioca
Erkelenz,None,Q7025,OpenTapioca
Heinsberg,None,Q6264,OpenTapioca
Düsseldorf,None,Q1718,OpenTapioca
Gangelt,None,Q204793,OpenTapioca
Selfkant,None,Q204743,OpenTapioca
Aachen,None,Q1017,OpenTapioca
Herzogenrath,None,Q6916,OpenTapioca
Heinsberg,None,Q14833,OpenTapioca
Rhénanie-Palatinat,None,Q1200,OpenTapioca
Rhine,None,Q584,OpenTapioca
Westphalia,None,Q8614,OpenTapioca
Koblenz,None,Q3104,OpenTapioca
Mönchengladbach,None,Q2758,OpenTapioca
Moyenne-Franconie,None,Q10551,OpenTapioca
Nuremberg,None,Q2090,OpenTapioca
Karlsruhe,None,Q1040,OpenTapioca
Upper Bavaria,None,Q10562,OpenTapioca
Hesse,None,Q1199,OpenTapioca
Lahn,None,Q103148,OpenTapioca
Hochtaunus,None,Q7908,OpenTapioca
Giessen,None,Q3874,OpenTapioca
North Rhine-Westphalia,None,Q1198,OpenTapioca
Hamburg,None,Q1055,OpenTapioca
Hamburg-Eppendorf,None,Q1153,OpenTapioca
Bremen,None,Q1209,OpenTapioca
Lower Saxony,None,Q1197,OpenTapioca
FC Wegberg-Beeck,None,Q1387871,OpenTapioca
Mülheim,None,Q2899,OpenTapioca
Bastien Ughetto,74414,Q27535436,Wikipedia
Djouba,None,Q1947,OpenTapioca
bit,None,Q180516,OpenTapioca
Sen Mak,None,Q2344134,OpenTapioca
Sen Mak,None,Q132189,OpenTapioca
Bryant Freeman,16049,Q4980572,Wikipedia
Mora Junior Etienne,17711,Q20559919,Wikipedia
Terre de Feu,None,Q721689,OpenTapioca
L’Acariâtre,None,Q1043,OpenTapioca
Après,None,Q51077424,OpenTapioca
Plaisir,None,Q372218,OpenTapioca
Valéry Numa,81210,Q111354085,Wikipedia
Rigolo,None,Q65665817,OpenTapioca
de la Rue,None,Q18527636,OpenTapioca
Haitian Fresh,None,Q16946440,OpenTapioca
"Los Angeles, Kalifòni",None,Q65,OpenTapioca
Ekip foutbòl Ayiti,67219,Q236006,Wikipedia
chante,15173,Q12888819,Wikipedia
filtre,None,Q7427134,OpenTapioca
Carl Flügge,None,Q555478,OpenTapioca
Flügge,None,Q2345057,OpenTapioca
Franck Gastambide,81270,Q3082139,Wikipedia
Fò Dimanch,72164,Q3077851,Wikipedia
Rutshelle Guillaume,None,Q91054686,OpenTapioca
Émeline Michel,None,Q5370358,OpenTapioca
Yole Derose,None,Q20563779,OpenTapioca
Filah,None,Q483522,OpenTapioca
Trèv,None,Q1232651,OpenTapioca
Bruno Todeschini,71903,Q116189,Wikipedia
Manch,14701,Q12893979,Wikipedia
Léa Parker,76014,Q3270029,Wikipedia
Shakespeare,None,Q692,OpenTapioca
Pascale Pouzadoux,80807,Q3367704,Wikipedia
Vincente Minnelli,71356,Q51535,Wikipedia
Provo Premier League,None,Q2299651,OpenTapioca
Marc Fenelus,None,Q3290085,OpenTapioca
maladi kontajye,60951,Q2995419,Wikipedia
Creta,None,Q34374,OpenTapioca
"St. Louis, Missouri",None,Q38022,OpenTapioca
St. Louis University High School,None,Q7589715,OpenTapioca
MLS,None,Q18543,OpenTapioca
Saint Pierre ak Miquelon,None,Q34617,OpenTapioca
lopital,59146,Q16917,Wikipedia
SIRV,None,Q31204361,OpenTapioca
Kowonaviris,74019,Q57751738,Wikipedia
Carolina Chocolate Drops,None,Q1044384,OpenTapioca
London,None,Q84,OpenTapioca
Sunday Times,None,Q221986,OpenTapioca
Gage Averill,None,Q16946310,OpenTapioca
Antony Cordier,78930,Q2857539,Wikipedia
"Taylor, Texas",None,Q981995,OpenTapioca
Arive,None,Q1763748,OpenTapioca
Ki,None,Q117480,OpenTapioca
Bonotto,None,Q30889806,OpenTapioca
El Obeid,None,Q309475,OpenTapioca
Madonna,None,Q345,OpenTapioca
Josephine Bakhita,None,Q236030,OpenTapioca
Benwa XVI,59345,Q2494,Wikipedia
Malcolm X,None,Q43303,OpenTapioca
plantasyon,14907,Q188913,Wikipedia
Abolisyon esklavaj,None,Q169390,OpenTapioca
Abraham Lincoln,62971,Q91,Wikipedia
Andrew Johnson,None,Q8612,OpenTapioca
John Fitzgerald Kennedy,60734,Q9696,Wikipedia
Hiram Rhodes Revels,None,Q719200,OpenTapioca
Blanche Bruce,None,Q881412,OpenTapioca
Phillis Wheatley,None,Q257911,OpenTapioca
NAACP,None,Q502044,OpenTapioca
Francis,None,Q450675,OpenTapioca
Raphael Bassan,None,Q3419399,OpenTapioca
Janine,None,Q183199,OpenTapioca
Editions Charles Corlet,None,Q3579272,OpenTapioca
Editions L'Harmattan,None,Q3579383,OpenTapioca
Black Entertainment Television,None,Q880256,OpenTapioca
Andrew Johnson,70965,Q8612,Wikipedia
Hans Schmidt,16202,Q78099,Wikipedia
WikiLeaks,None,Q359,OpenTapioca
grip pòsin,58264,Q36855,Wikipedia
Gout,None,Q196743,OpenTapioca
Gad,None,Q5516250,OpenTapioca
Kenneth H. Merten,None,Q6390162,OpenTapioca
USAID,None,Q217072,OpenTapioca
OFDA,None,Q3347537,OpenTapioca
SOUTHCOM,None,Q1755608,OpenTapioca
DOD,None,Q11209,OpenTapioca
Donald Trump,None,Q22686,OpenTapioca
US,None,Q15180,OpenTapioca
Prezidan Repiblik Ayiti,68369,Q3290543,Wikipedia
Ayiiti,None,Q65321815,OpenTapioca
Papa Noël,None,Q3362731,OpenTapioca
Google,None,Q95,OpenTapioca
Nwaye,None,Q732586,OpenTapioca
Away,None,Q782,OpenTapioca
Naomi Osaka,68064,Q17466583,Wikipedia
Parti unifié des communistes haïtiens,71194,Q3366804,Wikipedia
Paweogo,70973,Q65322523,Wikipedia
Kollo Daniel Sanou,66666,Q3198470,Wikipedia
Pierre Yaméogo,66664,Q1235509,Wikipedia
ISIS,None,Q2429253,OpenTapioca
Djénéba Dao,None,Q65321982,OpenTapioca
Moustapha Diop,78904,Q3866517,Wikipedia
Boubacar,None,Q2786592,OpenTapioca
Valérie Crunchant,None,Q272792,OpenTapioca
Frédéric Bélier-Garcia,72265,Q3089682,Wikipedia
Pierre Rochefort,72263,Q16670062,Wikipedia
Jean Rochefort,71879,Q106555,Wikipedia
La Folie,None,Q742808,OpenTapioca
œil,None,Q2864,OpenTapioca
Drissa Touré,71048,Q65322008,Wikipedia
Ma mère,None,Q207359,OpenTapioca
-Ouaga,None,Q3777,OpenTapioca
CERIS,None,Q30256030,OpenTapioca
-Centre,None,Q13947,OpenTapioca
Awa Sène Sarr,None,Q65321811,OpenTapioca
Mame Ndoumbé,None,Q65322393,OpenTapioca
Lola Dewaere,73966,Q3258760,Wikipedia
Patrick Dewaere,None,Q551439,OpenTapioca
Stanislas-André Steeman,66197,Q302296,Wikipedia
Myriam Boyer,73217,Q658160,Wikipedia
Roger Cornillac,74441,Q3438839,Wikipedia
Adela Legrá,None,Q55478390,OpenTapioca
Drissa Koné,None,Q65322004,OpenTapioca
Bouke,None,Q66688,OpenTapioca
franco,None,Q847739,OpenTapioca
Daniel Sorano,None,Q3014705,OpenTapioca
Benen,None,Q962,OpenTapioca
Gwo Depresyon,71159,Q8698,Wikipedia
Mouvman Rekonstriksyon Nasyonal,71020,Q3326801,Wikipedia
Poitiers FC,None,Q3393891,OpenTapioca
SCO Angers,None,Q845137,OpenTapioca
US Orleans,None,Q369349,OpenTapioca
SCO,None,Q485207,OpenTapioca
Leticia Tonos,71214,Q6533392,Wikipedia
kòs,25110,Q14112,Wikipedia
Denis Sebbah,None,Q17522020,OpenTapioca
Nils Tavernier,71549,Q3341887,Wikipedia
Tiffany Tavernier,71555,Q3528268,Wikipedia
Guy Deslauriers,65232,Q3121734,Wikipedia
Serge Feuillard,None,Q19955835,OpenTapioca
Constant Gros-Dubois,71277,Q65321926,Wikipedia
Nicole Vattier,71276,Q3341136,Wikipedia
Claudine Vattier‎,71275,Q2978506,Wikipedia
Constant Gros,None,Q62574882,OpenTapioca
Nicolas Polixene,71296,Q65322482,Wikipedia
Papé,None,Q19546,OpenTapioca
Zeka Laplaine,79314,Q3575116,Wikipedia
Miou-Miou,81047,Q234297,Wikipedia
Mélanie Thierry,None,Q180491,OpenTapioca
François-Xavier Demaison,None,Q1450857,OpenTapioca
Elie (Nicolas,None,Q49281400,OpenTapioca
Pierre Niney,None,Q3386444,OpenTapioca
Laurence Katrian,71348,Q3218909,Wikipedia
Thomas Sagols,71366,Q65322695,Wikipedia
Jean Sagols,71365,Q3174505,Wikipedia
Théâtre de Châtillon,None,Q43039441,OpenTapioca
Philippe Lebas,71379,Q65322532,Wikipedia
Christine Joly,71381,Q65321906,Wikipedia
Joséphine Lebas-Joly,71380,Q3186659,Wikipedia
Antonin Lebas-Joly,71378,Q2857125,Wikipedia
Neil Jordan,71395,Q55428,Wikipedia
Jeff Hiller,None,Q6174074,OpenTapioca
San Antonio,None,Q975,OpenTapioca
Teksas,None,Q1439,OpenTapioca
Graeme Thomas,None,Q18162887,OpenTapioca
Palestin,None,Q23792,OpenTapioca
Lorie Pester,70335,Q258693,Wikipedia
Françoise Bourdin,None,Q2407632,OpenTapioca
Paris Saint-Germain,None,Q483020,OpenTapioca
Monastir,None,Q208715,OpenTapioca
Amel Majri,None,Q2733405,OpenTapioca
Vénissieux,None,Q13598,OpenTapioca
OL,None,Q704,OpenTapioca
La Roche-sur-Yon,None,Q190118,OpenTapioca
Besançon,None,Q37776,OpenTapioca
Elodie Thomis,None,Q274767,OpenTapioca
Wendie Renard,71436,Q437048,Wikipedia
