text,text_preprocessed,k10_label
"As a' saam referensiis, at fas Pesifida wos menshyun'd b' [[French]] travella Ogyust Le-Plonjon, huu saiid daa Pesifida es sityuaitid a' t' Etlantic Oshen an Anshunt Ejiptan an Merikan esa desendaans f' Pesifida.",As a saam referensiis at fas Pesifida wos menshyund b French travella Ogyust LePlonjon huu saiid daa Pesifida es sityuaitid a t Etlantic Oshen an Anshunt Ejiptan an Merikan esa desendaans f Pesifida,4_24
Hi s' eksplor t' koest a' [[Ostrielya]].,Hi s eksplor t koest a Ostrielya,4_21
"I' other kulchurs an non-Kristian koontriis (e.g [[Ostrielya]], [[Nyuu Ziilan]], [[Endya]], etc), i' es selebretid due t' dem Ista Bunny an Ista eggs.",I other kulchurs an nonKristian koontriis i es selebretid due t dem Ista Bunny an Ista eggs,4_13
"Inglish Wikkapedya ([[Inglish]]: ""English Wikipedia"") esa t' biges [[Wikkapedya]], t' frii ensiiklopedya.",Inglish Wikkapedya esa t biges Wikkapedya t frii ensiiklopedya,4_25
West Ostrielya esa stait i' t' west o' [[Ostrielya]].,West Ostrielya esa stait i t west o Ostrielya,4_21
Kresmes Ailen esa Ostrielyan teritrii i' t' [[Indien Oshen]].,Kresmes Ailen esa Ostrielyan teritrii i t Indien_Oshen,4_26
"Caselle Landi, esa taun i' [[Italii]], a' es 25 km area.",Caselle Landi esa taun i Italii a es km area,4_5
"In 1914, a' ailen se enkluud i' [[Ostrielya]] esa ekstirnal teritrii.",In a ailen se enkluud i Ostrielya esa ekstirnal teritrii,4_21
"Felap Ailen es a' ailen 6 km sowth a' [[Norfuk Ailen]], a' t' [[Pesifik Oshen]].",Felap Ailen es a ailen km sowth a Norfuk_Ailen a t Pesifik Oshen,4_7
"Mani es eni item or werifaibl rekord det es jenrilii eksept'd es a peiment f' guuds an serwises (e.g f' [[wetls]]) an repliesment o' dets, sach as tekses, iin a kuntrii or soshio-ekonomik kontekst.",Mani es eni item or werifaibl rekord det es jenrilii ekseptd es a peiment f guuds an serwises an repliesment o dets sach as tekses iin a kuntrii or soshioekonomik kontekst,4_27
"Ban Pain ([[Inglish]]: ""Burnt Pine"") es t' biges toen o' [[Norfuk Ailen]].",Ban Pain es t biges toen o Norfuk_Ailen,4_13
"Solanum aviculare, esa soft-woodid shrub native t' [[Nyuu Ziilan]] an t' eist koast a' [[Ostrielya]].",Solanum aviculare esa softwoodid shrub native t Nyuu_Ziilan an t eist koast a Ostrielya,4_21
Ai Mo'orea esa [[ailen]] i t'[[Pesifik Oshen]].,Ai Moorea esa ailen i tPesifik Oshen,4_2
" es a' kuntrii a' t' Pesifik koest a' Sauth Merika, north a' [[Chili]] an sauth a' [[Ekwador]].",es a kuntrii a t Pesifik koest a Sauth Merika north a Chili an sauth a Ekwador,4_7
Topfriidum esa raait o' women t' bii wit nor [[shirt]] an [[bra]] ([[toples]]) i' em pablik plaeses daa men ar allaud tuu.,Topfriidum esa raait o women t bii wit nor shirt an bra i em pablik plaeses daa men ar allaud tuu,4_13
"T' [[Yunitid Kingdum]], [[Yunitid Staits o' Merika]], [[Kaneda]], an otha kuntriis hauf lous daa ban diskriminayshun basiid a' t' genda.",T Yunitid_Kingdum Yunitid Staits o Merika Kaneda an otha kuntriis hauf lous daa ban diskriminayshun basiid a t genda,4_28
Femaiils biin toples i' pablik plaesiis es allaud b' t' lous o' manii kuntriis a' [[Urup]].,Femaiils biin toples i pablik plaesiis es allaud b t lous o manii kuntriis a Urup,4_13
[[Endya]] is elsa a musa relijiious kuntrii.,Endya is elsa a musa relijiious kuntrii,4_13
"But [[elsa]] certain Western kuntriis hauf lous against toplessness, notably certain Merican staits, lik said above.",But elsa certain Western kuntriis hauf lous against toplessness notably certain Merican staits lik said above,4_29
Tis es t' lyst o' toens i' t' ailen a' [[Norfuk]]:,Tis es t lyst o toens i t ailen a Norfuk,4_13
David Ernest Buffett AM (born 17 Oktoeba 1942) es a politikel figure o' t' Ostrielyan teritrii o' [[Norfuk Ailen]].,David Ernest Buffett AM es a politikel figure o t Ostrielyan teritrii o Norfuk_Ailen,4_26
Rhopalostylis baueri esa spisiis a' paam naitiiv t' [[Norfuk Ailen]] ([[Ostrielya]]) an' t' t' Kermadec Ailens ([[Nyuu Ziilan]]).,Rhopalostylis baueri esa spisiis a paam naitiiv t Norfuk_Ailen an t t Kermadec Ailens,4_7
Kurencii esa unit a' [[mani]].,Kurencii esa unit a mani,4_13
"Som a' em kurencii a' [[Ostrielyan dola]], [[Uro]], Pownd sturleng, Poelish slotii, Ejiiptyan pownd, Boliwyan kurencii, Keniian shileng, [[Eserbeyjani manat]], Croayshan kuuna, Libiian denar an [[Solamon Ailen dola]].",Som a em kurencii a Ostrielyan_dola Uro Pownd sturleng Poelish slotii Ejiiptyan pownd Boliwyan kurencii Keniian shileng Eserbeyjani manat Croayshan kuuna Libiian denar an Solamon Ailen dola,4_30
Deir es a' ansem o' al' everii kuntrii a' [[Erth]].,Deir es a ansem o al everii kuntrii a Erth,4_13
"Wikkapedya a' t' Swiidish laenghwij ([[Swiidish]]: ""Svenskspråkiga Wikipedia"") ulla Swiidish Wikkapedya ([[Swiidish]]: ""Svenska Wikipedia"") esa tiird biges [[Wikkapedya]], t' frii ensiiklopedya.",Wikkapedya a t Swiidish laenghwij ulla Swiidish Wikkapedya esa tiird biges Wikkapedya t frii ensiiklopedya,4_25
T' Sauth Ailen es t' biges an least populatid o' t' tu mien ailens o' [[Nyuu Ziilan]].,T Sauth Ailen es t biges an least populatid o t tu mien ailens o Nyuu_Ziilan,4_7
"T' Indien Oshen esa bidy o' salt wata sowth o' [[Endya]], west o' [[Ostrielya]] an eist o' [[Afreka]].",T Indien Oshen esa bidy o salt wata sowth o Endya west o Ostrielya an eist o Afreka,4_21
Ai Pitkern Ailen esa [[ailen]] i t' [[Pesifik Oshen]].,Ai Pitkern Ailen esa ailen i t Pesifik Oshen,4_3
T' kirk esn't a' stait rilijin for no lous rigarding [[et's]] establishment hauf biin passed.,T kirk esnt a stait rilijin for no lous rigarding ets establishment hauf biin passed,4_13
"T' Pitkern dola ([[Inglish]]: ""Pitcairn Islands dollar"") esa [[kurencii]] o' [[Pitkern Ailen]].",T Pitkern dola esa kurencii o Pitkern Ailen,4_13
Botenii es t' [[saiens]] a' wataweih em [[plaant]] werk.,Botenii es t saiens a wataweih em plaant werk,4_13
Solamon Ailen Dola es t' ofishil [[kurencii]] a' t' [[Solamon Ailen]].,Solamon Ailen Dola es t ofishil kurencii a t Solamon Ailen,4_13
Rilijin esa ting wi' dem [[god]].,Rilijin esa ting wi dem god,4_5
"Lord Howe Ailen es a [[ailen]] en [[Nyuu Sauth Wiels]], [[Ostrielya]].",Lord Howe Ailen es a ailen en Nyuu Sauth Wiels Ostrielya,4_7
 Ai Nuku Hiva esa [[ailen]] i t' Marquesas.,Ai Nuku Hiva esa ailen i t Marquesas,4_2
"Anastacia ([[Septemba]] 17, 1968, Chicago) esa Merikan singer.",Anastacia esa Merikan singer,4_13
Norfuk Ailen esa [[ailen]] i' t' [[Pesifik Oshen]].,Norfuk Ailen esa ailen i t Pesifik Oshen,4_3
"Ofisholi a' Teritrii a' Norfuk Ailen, es ner [[Ostrielya]], [[Nyuu Ziilan]] an [[Nyuu Kaledonya]], a' es 34 km2 airea.",Ofisholi a Teritrii a Norfuk Ailen es ner Ostrielya Nyuu Ziilan an Nyuu Kaledonya a es km airea,4_31
A' ailen es iist o' [[Ostrielya]] en north o' [[Nyuu Ziilan]].,A ailen es iist o Ostrielya en north o Nyuu Ziilan,4_21
"[[Maun Biets]] (319m) es t' haies point a' t' ailen, an es neya Maun Pitt (318m).",Maun_Biets es t haies point a t ailen an es neya Maun Pitt,4_7
"I' 1914 iya, a' ailen se enkluud i' [[Ostrielya]] esa ekstirnal teritrii.",I iya a ailen se enkluud i Ostrielya esa ekstirnal teritrii,4_21
Oeno Ailen esa [[ailen]] i t' [[Pesifik Oshen]] north a' [[Pitkern Ailen]].,Oeno Ailen esa ailen i t Pesifik Oshen north a Pitkern Ailen,4_3
"A Plaanet esa seleschel bade orbiring a [[sdar]] or a remnent sdar with inef mas t' bikem sferikel b' i's on gravitii bet nat t' t point o' cauzing thermonooklear fyo [[oshen]], an has clearid planitesemel i's nabering rejen (orbitl damenens).",A Plaanet esa seleschel bade orbiring a sdar or a remnent sdar with inef mas t bikem sferikel b is on gravitii bet nat t t point o cauzing thermonooklear fyo oshen an has clearid planitesemel is nabering rejen,4_32
"Dem Turks a' Caicos Ailen esa British teritrii i' [[Etlantic Oshen]], i' t' karibiyen",Dem Turks a Caicos Ailen esa British teritrii i Etlantic_Oshen i t karibiyen,4_7
Marla esa toen i' stait a' [[Sowth Ostrielya]] i' [[Ostrielya]].,Marla esa toen i stait a Sowth_Ostrielya i Ostrielya,4_5
Ai Tahaa esa [[ailen]] i t' Pesifik Oshen.,Ai Tahaa esa ailen i t Pesifik Oshen,4_3
"T' Eserbeyjani manat ([[Eserbeyjani]]: ""Azərbaycan manatı"", symbol: ₼, ISO 4217: AZN) es t' ofishil [[kurencii]] o' [[Eserbeyjan]].",T Eserbeyjani manat es t ofishil kurencii o Eserbeyjan,4_13
Ai Hiva Oa esa [[ailen]] i' t' [[Pesifik Oshen]].,Ai Hiva Oa esa ailen i t Pesifik Oshen,4_3
"Alessandro Francesco Tommaso Antonio Mandsonii (Maach 7, 1785 — Mieh 22, 1873) es wan [[italiian]] riiter, awtoo o' t' novel «""I"" ""promessi sposi»,"" wan o' t' authors o' modeen Italiian laengwij.",Alessandro Francesco Tommaso Antonio Mandsonii es wan italiian riiter awtoo o t novel « I promessi sposi » wan o t authors o modeen Italiian laengwij,4_33
"Aragon, formelii t' Komunitii o' Aragon esa ortonamus komunitii i' [[Spain]].",Aragon formelii t Komunitii o Aragon esa ortonamus komunitii i Spain,4_34
"As a' t' 2019 census, abaut 48%o' dem piopel i' [[Tokelau]] wer born i' an otha kuntrii, mostlii i' [[Samoa]] an [[Nyuu Ziilan]].",As a t census abaut o dem piopel i Tokelau wer born i an otha kuntrii mostlii i Samoa an Nyuu Ziilan,4_13
"T' kuntrii haufs a lif ekspansatii a' 69, komparable [[wit]]' otha Oceanian ailen kuntriis.",T kuntrii haufs a lif ekspansatii a komparable wit otha Oceanian ailen kuntriis,4_7
 <ns>0</ns>  <revision></revision>  <parentid>43317</parentid>  <timestamp>2021-12-14T17:43:08Z</timestamp>  <contributor></contributor>  <username>Alefar</username>    <comment>Added prime minister.</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Wallis an Futuna (Wallisian: ʻUvea mo Futuna; [[French]]: Wallis-et-Futuna) esa ailen [[dapendincii]] i' a' [[Pesifik Oshen]].,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameAlefarusername commentAdded prime ministercomment modelwikitextmodel formattextxwikiformat Wallis an Futuna esa ailen dapendincii i a Pesifik Oshen,4_35
"T' Tasman Sii esa saf iin t' Pasifik Oshen, bitwiin [[Ostrielya]] an [[Nyuu Ziilan]].",T Tasman Sii esa saf iin t Pasifik Oshen bitwiin Ostrielya an Nyuu Ziilan,4_21
Gaeta esa toen i' [[Italii]].,Gaeta esa toen i Italii,4_5
Mara esa toen i' [[Italii]].,Mara esa toen i Italii,4_5
" (Griinlandic: ""Kalaallit Nunaat"", [[Danish]]: ""Grønland"") es t' biges ailen i' t' world.",es t biges ailen i t world,4_2
Griinland es t' biges Ailen o' t' [[Erth]].,Griinland es t biges Ailen o t Erth,4_13
Medl Eist es region i' [[Asya]].,Medl Eist es region i Asya,4_13
Ai Ra'iatea esa [[ailen]] i' t' [[Pesifik Oshen]].,Ai Raiatea esa ailen i t Pesifik Oshen,4_3
"[[Eswotiini]] esa developing kuntrii, an haa serious health issues.",Eswotiini esa developing kuntrii an haa serious health issues,4_13
"Ostrielya (from [[Leten]]: ""australis"" – sowth) esa t' letles [[kontenent]] i' [[Erth]].",Ostrielya esa t letles kontenent i Erth,4_21
"T' [[Norfuk]] werd kam fram t' Inglish translayshun, ""fuck"".",T Norfuk werd kam fram t Inglish translayshun fuck,1_5
"Alla Borisowna Pugachova (Ieprel 15, 1949, [[Moskou]]) esa wun [[Rushan]] singaa.",Alla Borisowna Pugachova esa wun Rushan singaa,1_43
 <ns>0</ns>  <revision></revision>  <timestamp>2021-12-12T13:09:51Z</timestamp>  <contributor></contributor>  <username>Alefar</username>    <comment>Redirected page to [[Entanashunal Fonetikl Elphabet]]</comment>  <model>wikitext</model>  <format>text/x-wiki</format>,nsns revisionrevision timestampTZtimestamp contributorcontributor usernameAlefarusername commentRedirected page to Entanashunal_Fonetikl_Elphabetcomment modelwikitextmodel formattextxwikiformat,1_0
Wiehs a' get araun: Norufuk [[Ailen]] transport.,Wiehs a get araun Norufuk Ailen transport,1_2
"Estonya, [[Latwya]] a' [[Lithyuanya]] maik a' em Baawltik Staat.",Estonya Latwya a Lithyuanya maik a em Baawltik Staat,1_1
Miidya riilated t' Konstituensiis o' [[Nauruu]] a' Wikkamiidya Komons.,Miidya riilated t Konstituensiis o Nauruu a Wikkamiidya Komons,1_40
Es oend b' [[Pitkern Ailen]].,Es oend b Pitkern_Ailen,1_2
Kresmes (Anshunt Griik: Ή κατά σάρκα Γέννησις τού Κυρίου καί Θεού καί Σωτήρος ἡμῶν Ιησού Χριστού) es a [[Kreschen]] ennyuual hohlidi dat silibriet d' biirth o' Jiisus Kraist.,Kresmes es a Kreschen ennyuual hohlidi dat silibriet d biirth o Jiisus Kraist,1_3
Adoelf Hitlar (20 [[Ieprel]] 1889 — † 30 Ieprel 1945; ) wos t' Führer a' [[Doichland]].,Adoelf Hitlar wos t Führer a Doichland,1_23
[[Sowth Afreka]] has 11 offishul laenghwijs.,Sowth_Afreka has offishul laenghwijs,1_20
James Gordon Brown (born 9 [[Febyuweri]] 1951) waas t' Priim Minista a' t' [[Yunitid Kingdum]].,James Gordon Brown waas t Priim Minista a t Yunitid_Kingdum,1_12
"A lyst o' ull citiis i' [[Fiijii]], b' popyulashun.",A lyst o ull citiis i Fiijii b popyulashun,1_20
"Freddie Mercury (Farrokh Bulsara; Gujarati: ફરોખ બલ્સારા‌, Pharōkh Balsārā‌; Zanzibar, 5 Septemba 1946 - [[London]], 24 Nowemba 1991) esa singer, [[Ingland]].",Freddie Mercury esa singer Ingland,1_43
Kaliningrad Oblast esa suubjekt o' [[Rusha]].,Kaliningrad Oblast esa suubjekt o Rusha,1_43
"Es neya [[Shiina]], [[Endya]], [[Eraan]] en [[Afganistaan]].",Es neya Shiina Endya Eraan en Afganistaan,1_40
Dem [[ken]] serf a' lubricants t' help perform t' akt.,Dem ken serf a lubricants t help perform t akt,1_20
"T' werd kom f' [[Leten]] ""scire"", a' miin ""t' no"".",T werd kom f Leten scire a miin t no,1_20
 <ns>0</ns>  <revision></revision>  <timestamp>2018-07-30T12:48:24Z</timestamp>  <contributor></contributor>  <username>Coconutic</username>    <comment>Coconutic moved page Cek to [[Dzhek]]</comment>  <model>wikitext</model>  <format>text/x-wiki</format>,nsns revisionrevision timestampTZtimestamp contributorcontributor usernameCoconuticusername commentCoconutic moved page Cek to Dzhekcomment modelwikitextmodel formattextxwikiformat,1_4
Norfuk Aileners es salan fram [[Norfuk Ailen]].,Norfuk Aileners es salan fram Norfuk_Ailen,1_5
Dem tork en [[Inglish]] an [[Norfuk]].,Dem tork en Inglish an Norfuk,1_5
"Marilyn Monroe ([[Juun]] 1, 1926 — [[Orgas]] 5, 1962) wos wun Merikan aktress an model.",Marilyn Monroe wos wun Merikan aktress an model,1_40
[[Matthyu Flindaas]] fas s' eksplor t'airea a' 1797.,Matthyu_Flindaas fas s eksplor tairea a,1_20
"Mani a' em [[Jua]] follow Judaism, a' nort all em Jua salan follow Judaism, an nort all em follow Judaism a' Jua.",Mani a em Jua follow Judaism a nort all em Jua salan follow Judaism an nort all em follow Judaism a Jua,1_6
"I' [[Inglish]], es ""The Lord in Heaven.""",I Inglish es The Lord in Heaven,1_5
"T' Lord i' Hewan Huu loufs Naiyuu Huu ruuls kaindlii T' Orlmaitii Huu ruuls daaset owaa Naiyuu Owaa Naiyuu, Owaa Naiyuu Owaa Naiyuu, Owaa Naiyuu Huu ruuls daaset owaa Naiyuu Huu ruuls owaa [[Niue]]",T Lord i Hewan Huu loufs Naiyuu Huu ruuls kaindlii T Orlmaitii Huu ruuls daaset owaa Naiyuu Owaa Naiyuu Owaa Naiyuu Owaa Naiyuu Owaa Naiyuu Huu ruuls daaset owaa Naiyuu Huu ruuls owaa Niue,1_7
T' Flag o' [[Niue]] wos edaptedi on 15 Oktoeba 1975.,T Flag o Niue wos edaptedi on Oktoeba,1_15
"[[A]]' earlii a' 1873, t' author [[Elizabeth Stuart Phelps]] advokaait'd daa women burn deir bras.",A earlii a t author Elizabeth Stuart Phelps advokaaitd daa women burn deir bras,1_8
One riison why women wear [[bras]] es f' seks appeal.,One riison why women wear bras es f seks appeal,1_37
[[A]]' US$10 million w' most ekspensif bra a' werl a' tiem.,A US million w most ekspensif bra a werl a tiem,1_20
"Aksyulli, manii women fiil so much diskomfort daa dey remof deir bra a' soon a' dey [[ken]].",Aksyulli manii women fiil so much diskomfort daa dey remof deir bra a soon a dey ken,1_9
Dis i' liidin t' [[mor]] women givin up dem bras.,Dis i liidin t mor women givin up dem bras,1_20
"A' 2011, women i' [[Fiijii]] niid pay a' wiik's waijs t' buy bra.",A women i Fiijii niid pay a wiiks waijs t buy bra,1_20
"T' Heck hoss ([[Inglish]]: ""Heck horse"") es a [[hoss]] breed.",T Heck hoss es a hoss breed,1_37
"Harold Rowe Holbrook ([[Febyuweri]] 17, 1925 – Januari 23, 2021) es wun Merikan akter.",Harold Rowe Holbrook es wun Merikan akter,1_37
Dem Galapagas Ailen es part o' [[Ekwador]].,Dem Galapagas Ailen es part o Ekwador,1_2
Dem [[Ailen]] o' [[French Poliinesya]].,Dem Ailen o French Poliinesya,1_2
"Et bordas [[Serbya]], Griese an [[Montiniegrow]].",Et bordas Serbya Griese an Montiniegrow,1_40
"Ets uni alaaef subspiisis o' Waeel Hoss ([[Leten]]: ""Equus ferus""), ikseept Przhevalskii Hoss ([[Leten]]: ""Equus ferus przewalskii"").",Ets uni alaaef subspiisis o Waeel Hoss ikseept Przhevalskii Hoss,1_20
 <ns>0</ns>  <revision></revision>  <timestamp>2018-05-25T23:20:19Z</timestamp>  <contributor></contributor>  <username>Jay [[Jay Marcus]] Keize13</username>    <comment>Jay Jay Marcus Keize13 moved page Dong Hoi Airport to [[Dong Hoi Aeyaport]]: Norfuk: Aeyaport; English:Airport.</comment>  <model>wikitext</model>  <format>text/x-wiki</format>,nsns revisionrevision timestampTZtimestamp contributorcontributor usernameJay Jay_Marcus Keizeusername commentJay Jay Marcus Keize moved page Dong Hoi Airport to Dong Hoi Aeyaport Norfuk Aeyaport EnglishAirportcomment modelwikitextmodel formattextxwikiformat,1_10
T' teritrii o' Wenezuela was colonised bii [[Spain]] i' 1522.,T teritrii o Wenezuela was colonised bii Spain i,1_27
T' mien job o' mos kleeners es ta kleen dem [[flores]].,T mien job o mos kleeners es ta kleen dem flores,1_37
Flowa ulla Bluum es a' reprodyuuktiv strukchar o' flowarin' [[plaant]].,Flowa ulla Bluum es a reprodyuuktiv strukchar o flowarin plaant,1_37
"Latwya, [[Estonya]] a' [[Lithyuanya]] maik a' em Baawltik Staat.",Latwya Estonya a Lithyuanya maik a em Baawltik Staat,1_1
"Lithyuanya, [[Latwya]] a' [[Estonya]] maik a' em Baawltik Staat.",Lithyuanya Latwya a Estonya maik a em Baawltik Staat,1_1
"Ets riilated t' [[Norfuk]], [[Tahityan]] en [[Inglish]].",Ets riilated t Norfuk Tahityan en Inglish,1_5
T' siisen a' kam aafta [[ortam]] an afor [[spring]].,T siisen a kam aafta ortam an afor spring,1_40
"Vladimir Iliich Lenin ([[Rushan]]: ""Владимир Ильич Ленин""; Ieprel 22, 1870 — Jaenyuweri 21, 1924) bin wos wun [[Rushan]] revolyuushanar, politishun an teorist.",Vladimir Iliich Lenin bin wos wun Rushan revolyuushanar politishun an teorist,1_11
Goran Vishnich (b. September 9 1972) es wun [[Kroaysha]]n akter.,Goran Vishnich es wun Kroayshan akter,1_37
"Bildings: Komponents: En [[Kingston]], [[Norfuk Ailen]].",Bildings Komponents En Kingston Norfuk Ailen,1_5
Ets t' paat o' t' [[Yunitid Kingdum]].,Ets t paat o t Yunitid_Kingdum,1_12
"Hong Kong (Cantonese: ""香港""), offishuli t' Hong Kong S.A.R (Cantonese: ""香港特別行政區""), es a dapendencii o' [[Shiina]].",Hong Kong offishuli t Hong Kong SAR es a dapendencii o Shiina,1_37
"I' waas paat o' t' [[Yunitid Kingdum]], until 1997.",I waas paat o t Yunitid_Kingdum until,1_12
T' offishul laenghwijs ar Cantonese an [[Inglish]].,T offishul laenghwijs ar Cantonese an Inglish,1_5
Ets part o' [[French Poliinesya]].,Ets part o French_Poliinesya,1_20
Maryna Bekh-Romanchuk (18 [[Juulai]] 1995) esa athlete.,Maryna BekhRomanchuk esa athlete,1_43
"Barack Hussein Obama II ([[Orgas]] 4, 1961) wos t' 44th President o' t' Yunitid Staits.",Barack Hussein Obama II wos t th President o t Yunitid Staits,1_12
"Konrad II (1074—1101; Doich: ""Konrad""; [[Italiian]]: ""Corrado di Lorena"") waas kwiin a' [[Doichland]] (1087—1098) an' kwiin a' [[Italii]] (1093—1098).",Konrad II waas kwiin a Doichland an kwiin a Italii,1_23
"José Pedro Varela (19 [[Maach]] 1845 - 24 [[Oktoeba]] 1879) wos wun Uruguayan sociologist, journalist an politician.",José Pedro Varela wos wun Uruguayan sociologist journalist an politician,1_13
"T league has 22 clubs: 19 I T u.S., An three I [[Kaneda]].",T league has clubs I T uS An three I Kaneda,1_20
[[Pontifex maximus]] (Leten) wos t' chiif.,Pontifex_maximus wos t chiif,1_20
Ets t' 4th [[laenghwij]] of [[Switsaland]].,Ets t th laenghwij of Switsaland,1_20
"Thu uthurs ar [[jirman]] ulla doich, [[french]], an [[italiian]].",Thu uthurs ar jirman ulla doich french an italiian,1_40
Es oend bai [[Pitkern Ailen]].,Es oend bai Pitkern_Ailen,1_2
"[[Colleen McCullough-Robinson]], , wos an Ostrielyan author.",Colleen_McCulloughRobinson wos an Ostrielyan author,1_40
"I' can b' yuus'd en otha non-vulgar contexts, such as ""Blaadi Bridj"", a bridj on [[Norfuk Ailen]].",I can b yuusd en otha nonvulgar contexts such as Blaadi Bridj a bridj on Norfuk_Ailen,1_14
Espen Olsen es a' famous persun from [[Norwaii]].,Espen Olsen es a famous persun from Norwaii,1_37
Hii wos barn i' [[Moskou]] i' 1958.,Hii wos barn i Moskou i,1_15
[[Sowth Sudan]] gain't independens i' 2011.,Sowth_Sudan gaint independens i,1_40
 <ns>0</ns>  <revision></revision>  <parentid>37499</parentid>  <timestamp>2018-05-27T10:42:13Z</timestamp>  <contributor></contributor>  <username>Jay [[Jay Marcus]] Keize13</username>    <comment>Clean up</comment>  <model>wikitext</model>  <format>text/x-wiki</format> Bhumibol Adulyadej (1927-2016) waas Kin a; t' [[Tailan]].,nsns revisionrevision parentidparentid timestampTZtimestamp contributorcontributor usernameJay Jay_Marcus Keizeusername commentClean upcomment modelwikitextmodel formattextxwikiformat Bhumibol Adulyadej waas Kin a t Tailan,1_16
[[Porchuguees]] es t' offishel laenghwij.,Porchuguees es t offishel laenghwij,1_20
Avril Lavigne esa [[Kaneda]]n singer-songwriter.,Avril Lavigne esa Kanedan singersongwriter,1_43
"Dem berds ([[Leten]]: ""Aves"") es wan grup o' em anamal, huu yuus a' flai lorngf' deya wings.",Dem berds es wan grup o em anamal huu yuus a flai lorngf deya wings,1_37
Gerhard Shroder wos a' chancellor a' [[Doichland]].,Gerhard Shroder wos a chancellor a Doichland,1_23
Hi wos barn i' 1944 i' [[Blomberg]].,Hi wos barn i i Blomberg,1_15
"T' flag o' [[Norfuk Ailen]] se enkluud a Norfuk pain ""(Araucaria heterophylla)"".",T flag o Norfuk_Ailen se enkluud a Norfuk pain,1_2
Foeklor (English: folklore) esa werbal ulla myuusikal nayshun folk [[aart]].,Foeklor esa werbal ulla myuusikal nayshun folk aart,1_43
"Ets a' miks a' oel [[Inglish]] en [[Tahityan]] laenghwij, lorngf' Inglish miekn mor enfluens.",Ets a miks a oel Inglish en Tahityan laenghwij lorngf Inglish miekn mor enfluens,1_17
"Janelle Patton wos wun 29-iya-old [[Sidni]] woman, hu wos murdered on [[Norfuk Ailen]], on 31 Maach 2002.",Janelle Patton wos wun iyaold Sidni woman hu wos murdered on Norfuk Ailen on Maach,1_18
"Es ner [[Airiland]], [[Skotlund]] a' [[Waals]].",Es ner Airiland Skotlund a Waals,1_20
"Nathalia Timberg ([[Orgas]] 5, 1929) es wun Breselyan aktress.",Nathalia Timberg es wun Breselyan aktress,1_19
"T' werd ""enetomii"" es from [[Inglish]] ""anatomy.""",T werd enetomii es from Inglish anatomy,1_5
I' tuch's t' [[Pesifik Oshen]].,I tuchs t Pesifik_Oshen,1_20
Kaus ar mammals from [[Urup]].,Kaus ar mammals from Urup,1_20
"bordas [[Bruunii]], [[Tailan]] an [[Endonesya]].",bordas Bruunii Tailan an Endonesya,1_40
"Yurii Vladimirovich Dolgorukii, t' knyaz (king) o' [[Kiev]], faund'd Moskou i' 1147 iya.",Yurii Vladimirovich Dolgorukii t knyaz o Kiev faundd Moskou i iya,1_15
"I' 1712, kapitel wos muuv'd from Moskou tuu [[Saint Piiterburg]].",I kapitel wos muuvd from Moskou tuu Saint_Piiterburg,1_15
T' Wenezuelan tal' esa symbol o' [[Wenezuela]].,T Wenezuelan tal esa symbol o Wenezuela,1_43
Estronoma [[William Herschel]] wos barn i' Hannover.,Estronoma William_Herschel wos barn i Hannover,1_15
T' siisen a' kam aafta [[sama]] an afor [[winta]].,T siisen a kam aafta sama an afor winta,1_40
 <ns>0</ns>  <revision></revision>  <timestamp>2019-06-21T08:22:17Z</timestamp>  <contributor></contributor>  <username>Coconutic</username>    <comment>Coconutic moved page Corinto to [[Korintuu]]</comment>  <model>wikitext</model>  <format>text/x-wiki</format>,nsns revisionrevision timestampTZtimestamp contributorcontributor usernameCoconuticusername commentCoconutic moved page Corinto to Korintuucomment modelwikitextmodel formattextxwikiformat,1_21
Liik [[Serbyan]] an Slowenyan.,Liik Serbyan an Slowenyan,1_40
"Ryuurik ([[Rushan]]: ""Рюрик""; 830 — 879) wos a' Warangiiyan chiftaain o' Anshunt Rus.",Ryuurik wos a Warangiiyan chiftaain o Anshunt Rus,1_37
Ta [[erth]] and ta othr pllaaanetz zoom arownd te Sann.,Ta erth and ta othr pllaaanetz zoom arownd te Sann,1_40
Moa es a extinct anamal from [[Nyuu Ziilan]].,Moa es a extinct anamal from Nyuu_Ziilan,1_37
Port Morsbii es t' kepitel o' [[Papua Nyuu Gini]].,Port Morsbii es t kepitel o Papua_Nyuu_Gini,1_20
"Ai nam ""sahara"" i' [[Erabek]] wod f' ""desert"".",Ai nam sahara i Erabek wod f desert,1_40
"Es s' istablish i' Beyjing, [[Shiina]] i 1917.",Es s istablish i Beyjing Shiina i,1_20
Hii wos barn in t' [[Hannover]].,Hii wos barn in t Hannover,1_15
"Afta a' Fas Fliit setl'd a' Port Jakson, Lieutenant [[Philip Gidley King]] got to Norfuk on Maach 6, 1788.",Afta a Fas Fliit setld a Port Jakson Lieutenant Philip_Gidley_King got to Norfuk on Maach,1_22
Hii wos barn i' t' [[Yunitid Kingdum]].,Hii wos barn i t Yunitid_Kingdum,1_12
Midl Urup es region i' [[Urup]].,Midl Urup es region i Urup,1_37
T' President es [[Vladimir Putin]].,T President es Vladimir_Putin,1_20
